state,county,year,policy_amount,policy_count
NE,31079.0,2016,269883,259
NE,31079.0,2017,273915,257
NE,31079.0,2018,267511,224
NE,31079.0,2019,224272,182
NE,31079.0,2020,226323,172
NE,31079.0,2021,115318,103
NE,31079.0,2022,89348,109
NE,31079.0,2023,65173,97
NE,31079.0,2024,70798,90
NE,31079.0,2025,24153,25
NE,31081.0,2009,9430,22
NE,31081.0,2010,15038,31
NE,31081.0,2011,13666,26
NE,31081.0,2012,15772,24
NE,31081.0,2013,18048,35
NE,31081.0,2014,20162,35
NE,31081.0,2015,22099,33
NE,31081.0,2016,18542,23
NE,31081.0,2017,26495,26
NE,31081.0,2018,24440,30
NE,31081.0,2019,22527,36
NE,31081.0,2020,19758,30
NE,31081.0,2021,22891,34
NE,31081.0,2022,18904,28
NE,31081.0,2023,18535,25
NE,31081.0,2024,20909,26
NE,31081.0,2025,5248,7
NE,31083.0,2010,313,1
NE,31083.0,2011,1158,5
NE,31083.0,2012,4952,8
NE,31083.0,2013,4280,7
NE,31083.0,2014,7478,9
NE,31083.0,2015,4819,7
NE,31083.0,2016,5062,6
NE,31083.0,2017,1680,4
NE,31083.0,2018,601,1
NE,31083.0,2019,3028,6
NE,31083.0,2020,4974,6
NE,31083.0,2021,5668,5
NE,31083.0,2022,2461,5
NE,31083.0,2023,2398,5
NE,31083.0,2024,2376,5
NE,31085.0,2011,33,1
NE,31085.0,2012,72,2
NE,31085.0,2013,143,1
NE,31085.0,2014,345,2
NE,31085.0,2015,359,2
NE,31085.0,2016,426,2
NE,31085.0,2017,498,2
NE,31085.0,2018,598,2
NE,31085.0,2019,671,2
NE,31085.0,2020,1237,3
NE,31085.0,2021,1459,3
NE,31085.0,2022,1049,3
NE,31085.0,2023,2335,4
NE,31085.0,2024,2590,4
NE,31085.0,2025,956,1
NE,31087.0,2009,1063,3
NE,31087.0,2010,39542,16
NE,31087.0,2011,41177,15
NE,31087.0,2012,44753,15
NE,31087.0,2013,48747,13
NE,31087.0,2014,438,1
NE,31087.0,2015,390,1
NE,31087.0,2016,780,2
NE,31087.0,2017,950,3
NE,31087.0,2018,981,3
NE,31087.0,2019,1055,3
NE,31087.0,2020,2683,3
NE,31087.0,2021,1122,3
NE,31087.0,2022,1166,3
NE,31087.0,2023,1904,4
NE,31087.0,2024,783,2
NE,31089.0,2009,7108,14
NE,31089.0,2010,9055,16
NE,31089.0,2011,8810,15
NE,31089.0,2012,10051,17
NE,31089.0,2013,11364,17
NE,31089.0,2014,10840,17
NE,31089.0,2015,13051,18
NE,31089.0,2016,11437,14
NE,31089.0,2017,8925,14
NE,31089.0,2018,8747,12
NE,31089.0,2019,7123,11
NE,31089.0,2020,5757,9
NE,31089.0,2021,11856,12
NE,31089.0,2022,3550,9
NE,31089.0,2023,3507,9
NE,31089.0,2024,6789,14
NE,31091.0,2009,399,1
NE,31091.0,2010,399,1
NE,31091.0,2011,362,1
NE,31091.0,2012,362,1
NE,31091.0,2013,362,1
NE,31091.0,2014,405,1
NE,31091.0,2015,424,1
NE,31093.0,2009,43318,76
NE,31093.0,2010,51231,83
NE,31093.0,2011,59606,89
NE,31093.0,2012,55539,77
NE,31093.0,2013,61154,83
NE,31093.0,2014,55985,70
NE,31093.0,2015,57185,72
NE,31093.0,2016,48068,57
NE,31093.0,2017,53801,53
NE,31093.0,2018,47387,50
NE,31093.0,2019,47138,51
NE,31093.0,2020,44818,47
NE,31093.0,2021,52422,49
NE,31093.0,2022,31583,45
NE,31093.0,2023,30563,39
NE,31093.0,2024,35632,46
NE,31093.0,2025,7095,8
NE,31095.0,2009,5986,13
NE,31095.0,2010,7361,12
NE,31095.0,2011,6286,8
NE,31095.0,2012,5846,8
NE,31095.0,2013,3691,5
NE,31095.0,2014,3221,4
NE,31095.0,2015,17339,15
NE,31095.0,2016,9426,8
NE,31095.0,2017,6171,5
NE,31095.0,2018,8569,4
NE,31095.0,2019,12369,5
NE,31095.0,2020,8918,5
NE,31095.0,2021,14197,4
NE,31095.0,2022,3503,3
NE,31095.0,2023,3497,3
NE,31095.0,2024,3733,3
NE,31097.0,2009,22641,20
NE,31097.0,2010,26422,21
NE,31097.0,2011,32824,33
NE,31097.0,2012,39777,42
NE,31097.0,2013,40713,37
NE,31097.0,2014,29964,24
NE,31097.0,2015,28449,19
NE,31097.0,2016,32935,20
NE,31097.0,2017,35603,22
NE,31097.0,2018,34083,21
NE,31097.0,2019,10146,17
NE,31097.0,2020,11007,16
NE,31097.0,2021,12185,18
NE,31097.0,2022,10733,16
NE,31097.0,2023,11257,18
NE,31097.0,2024,12279,19
NE,31097.0,2025,6738,10
NE,31099.0,2009,44529,77
NE,31099.0,2010,42464,71
NE,31099.0,2011,42932,68
NE,31099.0,2012,47673,73
NE,31099.0,2013,58030,78
NE,31099.0,2014,50105,65
NE,31099.0,2015,45379,49
NE,31099.0,2016,43392,41
NE,31099.0,2017,43726,39
NE,31099.0,2018,34277,32
NE,31099.0,2019,26974,28
NE,31099.0,2020,26973,26
NE,31099.0,2021,36328,34
NE,31099.0,2022,18390,28
NE,31099.0,2023,11628,22
NE,31099.0,2024,14770,25
NE,31099.0,2025,1424,3
NE,31101.0,2009,57303,56
NE,31101.0,2010,75809,67
NE,31101.0,2011,87030,65
NE,31101.0,2012,93737,66
NE,31101.0,2013,82726,57
NE,31101.0,2014,81691,53
NE,31101.0,2015,69426,39
NE,31101.0,2016,69239,34
NE,31101.0,2017,52051,35
NE,31101.0,2018,41267,27
NE,31101.0,2019,55831,29
NE,31101.0,2020,42927,26
NE,31101.0,2021,50150,31
NE,31101.0,2022,41226,43
NE,31101.0,2023,33189,44
NE,31101.0,2024,35767,43
NE,31101.0,2025,7175,8
NE,31105.0,2014,305,1
NE,31105.0,2016,320,1
NE,31105.0,2020,1606,2
NE,31105.0,2021,1330,1
NE,31105.0,2022,774,1
NE,31105.0,2023,976,2
NE,31105.0,2024,977,2
NE,31105.0,2025,754,1
NE,31107.0,2009,22180,48
NE,31107.0,2010,22655,47
NE,31107.0,2011,41543,64
NE,31107.0,2012,35302,56
NE,31107.0,2013,43247,68
NE,31107.0,2014,40584,74
NE,31107.0,2015,35167,65
NE,31107.0,2016,34296,70
NE,31107.0,2017,35619,66
NE,31107.0,2018,46016,79
NE,31107.0,2019,77243,115
NE,31107.0,2020,67687,103
NE,31107.0,2021,72507,99
NE,31107.0,2022,68767,96
NE,31107.0,2023,78548,95
NE,31107.0,2024,96290,100
NE,31107.0,2025,25161,27
NE,31109.0,2009,1674107,2255
NE,31109.0,2010,1730234,2288
NE,31109.0,2011,1873073,2368
NE,31109.0,2012,1895406,2289
NE,31109.0,2013,1995298,2180
NE,31109.0,2014,2046706,2059
NE,31109.0,2015,1839118,1936
NE,31109.0,2016,1726112,1790
NE,31109.0,2017,1784675,1645
NE,31109.0,2018,1696833,1492
NE,31109.0,2019,1715491,1412
NE,31109.0,2020,1662804,1292
NE,31109.0,2021,1608226,1216
NE,31109.0,2022,1003154,1174
NE,31109.0,2023,799183,1134
NE,31109.0,2024,856035,1153
NE,31109.0,2025,246729,307
NE,31111.0,2009,420171,807
NE,31111.0,2010,368044,653
NE,31111.0,2011,409772,780
NE,31111.0,2012,384916,637
NE,31111.0,2013,382559,596
NE,31111.0,2014,358219,511
NE,31111.0,2015,343691,454
NE,31111.0,2016,308922,382
NE,31111.0,2017,231836,300
