state,county,year,policy_amount,policy_count
IA,19087.0,2024,271,1
IA,19089.0,2010,293,1
IA,19089.0,2011,974,3
IA,19089.0,2012,3104,11
IA,19089.0,2013,8747,20
IA,19089.0,2014,12611,37
IA,19089.0,2015,6320,20
IA,19089.0,2016,5906,18
IA,19089.0,2017,14487,28
IA,19089.0,2018,14811,26
IA,19089.0,2019,19034,25
IA,19089.0,2020,15093,21
IA,19089.0,2021,14331,20
IA,19089.0,2022,11820,20
IA,19089.0,2023,8913,17
IA,19089.0,2024,9895,18
IA,19089.0,2025,2796,4
IA,19091.0,2009,37861,68
IA,19091.0,2010,49639,78
IA,19091.0,2011,49500,82
IA,19091.0,2012,54483,83
IA,19091.0,2013,54225,76
IA,19091.0,2014,49942,67
IA,19091.0,2015,45021,56
IA,19091.0,2016,46715,56
IA,19091.0,2017,46395,58
IA,19091.0,2018,34997,45
IA,19091.0,2019,37584,38
IA,19091.0,2020,36189,36
IA,19091.0,2021,38385,36
IA,19091.0,2022,32947,28
IA,19091.0,2023,21838,17
IA,19091.0,2024,21771,16
IA,19091.0,2025,2916,4
IA,19093.0,2009,10480,20
IA,19093.0,2010,11476,20
IA,19093.0,2011,14697,21
IA,19093.0,2012,13890,19
IA,19093.0,2013,16151,19
IA,19093.0,2014,18088,20
IA,19093.0,2015,16822,20
IA,19093.0,2016,18636,22
IA,19093.0,2017,25040,20
IA,19093.0,2018,14111,17
IA,19093.0,2019,14163,16
IA,19093.0,2020,13873,15
IA,19093.0,2021,13647,13
IA,19093.0,2022,11270,13
IA,19093.0,2023,9932,10
IA,19093.0,2024,10942,10
IA,19093.0,2025,975,1
IA,19095.0,2009,63477,116
IA,19095.0,2010,71604,149
IA,19095.0,2011,83457,157
IA,19095.0,2012,73436,133
IA,19095.0,2013,78137,129
IA,19095.0,2014,85892,136
IA,19095.0,2015,79942,122
IA,19095.0,2016,72015,113
IA,19095.0,2017,73598,103
IA,19095.0,2018,86988,101
IA,19095.0,2019,80887,112
IA,19095.0,2020,77211,104
IA,19095.0,2021,115063,194
IA,19095.0,2022,95292,180
IA,19095.0,2023,76909,137
IA,19095.0,2024,74485,126
IA,19095.0,2025,29250,49
IA,19097.0,2009,16612,35
IA,19097.0,2010,19893,38
IA,19097.0,2011,38061,97
IA,19097.0,2012,36146,76
IA,19097.0,2013,43600,80
IA,19097.0,2014,47880,78
IA,19097.0,2015,43661,73
IA,19097.0,2016,53235,67
IA,19097.0,2017,53789,61
IA,19097.0,2018,40069,57
IA,19097.0,2019,46901,60
IA,19097.0,2020,47866,63
IA,19097.0,2021,51550,55
IA,19097.0,2022,51240,53
IA,19097.0,2023,56792,52
IA,19097.0,2024,47840,43
IA,19097.0,2025,14197,8
IA,19099.0,2009,21807,30
IA,19099.0,2010,21409,41
IA,19099.0,2011,48782,61
IA,19099.0,2012,51697,60
IA,19099.0,2013,54517,56
IA,19099.0,2014,47596,52
IA,19099.0,2015,43909,47
IA,19099.0,2016,43034,43
IA,19099.0,2017,45947,41
IA,19099.0,2018,47079,48
IA,19099.0,2019,33528,45
IA,19099.0,2020,26736,40
IA,19099.0,2021,31059,39
IA,19099.0,2022,27910,37
IA,19099.0,2023,27628,34
IA,19099.0,2024,33824,31
IA,19099.0,2025,12468,12
IA,19101.0,2009,631,2
IA,19101.0,2010,375,1
IA,19101.0,2011,743,2
IA,19101.0,2012,585,2
IA,19101.0,2013,1206,3
IA,19101.0,2014,1463,4
IA,19101.0,2015,962,3
IA,19101.0,2016,1233,4
IA,19101.0,2017,2038,4
IA,19101.0,2018,2458,5
IA,19101.0,2019,2654,5
IA,19101.0,2020,2893,6
IA,19101.0,2021,3181,6
IA,19101.0,2022,3282,6
IA,19101.0,2023,7464,5
IA,19101.0,2024,7715,5
IA,19103.0,2009,933753,913
IA,19103.0,2010,981221,882
IA,19103.0,2011,982707,806
IA,19103.0,2012,1003314,778
IA,19103.0,2013,1016354,839
IA,19103.0,2014,1141127,817
IA,19103.0,2015,1116159,776
IA,19103.0,2016,1149507,751
IA,19103.0,2017,1197495,730
IA,19103.0,2018,1138409,747
IA,19103.0,2019,1227283,735
IA,19103.0,2020,1196644,694
IA,19103.0,2021,1250343,675
IA,19103.0,2022,996029,714
IA,19103.0,2023,991969,665
IA,19103.0,2024,1099573,668
IA,19103.0,2025,384298,152
IA,19105.0,2009,90307,117
IA,19105.0,2010,98945,119
IA,19105.0,2011,126355,176
IA,19105.0,2012,138313,191
IA,19105.0,2013,132426,180
IA,19105.0,2014,137901,168
IA,19105.0,2015,127359,165
IA,19105.0,2016,106794,143
IA,19105.0,2017,99092,125
IA,19105.0,2018,102868,113
IA,19105.0,2019,116189,114
IA,19105.0,2020,126431,113
IA,19105.0,2021,126559,115
IA,19105.0,2022,108585,91
IA,19105.0,2023,113224,82
IA,19105.0,2024,99314,76
IA,19105.0,2025,31415,25
IA,19107.0,2009,584,2
IA,19107.0,2010,732,2
IA,19107.0,2011,784,2
IA,19107.0,2012,854,2
IA,19107.0,2013,469,1
IA,19107.0,2014,1133,3
IA,19107.0,2015,433,2
IA,19107.0,2016,1514,3
IA,19107.0,2017,1265,2
IA,19107.0,2018,1322,2
IA,19107.0,2019,1404,2
IA,19107.0,2020,1472,2
IA,19107.0,2021,2129,4
IA,19107.0,2022,1057,2
IA,19107.0,2023,3149,5
IA,19107.0,2024,3176,5
IA,19107.0,2025,693,1
IA,19109.0,2009,12609,14
IA,19109.0,2010,14881,16
IA,19109.0,2011,15168,16
IA,19109.0,2012,16753,17
IA,19109.0,2013,16000,15
IA,19109.0,2014,19758,18
IA,19109.0,2015,22397,15
IA,19109.0,2016,28641,16
IA,19109.0,2017,36872,21
IA,19109.0,2018,37107,18
IA,19109.0,2019,40478,15
IA,19109.0,2020,26465,12
IA,19109.0,2021,27165,9
IA,19109.0,2022,8524,7
IA,19109.0,2023,16617,8
IA,19109.0,2024,15264,9
IA,19109.0,2025,1597,2
IA,19111.0,2009,109144,145
IA,19111.0,2010,124888,165
IA,19111.0,2011,124485,176
IA,19111.0,2012,98678,143
IA,19111.0,2013,108220,147
IA,19111.0,2014,111633,140
IA,19111.0,2015,106011,130
IA,19111.0,2016,162589,142
IA,19111.0,2017,161310,134
IA,19111.0,2018,158786,129
IA,19111.0,2019,166487,130
IA,19111.0,2020,185999,131
IA,19111.0,2021,155096,107
IA,19111.0,2022,137408,99
IA,19111.0,2023,145409,92
IA,19111.0,2024,145728,78
IA,19111.0,2025,52347,33
IA,19113.0,2009,1507055,2315
IA,19113.0,2010,1762289,2813
IA,19113.0,2011,1675002,2550
IA,19113.0,2012,1731092,2384
IA,19113.0,2013,1827723,2368
IA,19113.0,2014,1823952,2420
IA,19113.0,2015,1478505,2205
IA,19113.0,2016,1534627,2133
IA,19113.0,2017,1566623,2098
IA,19113.0,2018,1587592,2001
IA,19113.0,2019,1726546,2106
IA,19113.0,2020,1711446,1933
IA,19113.0,2021,1836361,1930
IA,19113.0,2022,1412221,1624
IA,19113.0,2023,1324931,1326
IA,19113.0,2024,1359988,1262
IA,19113.0,2025,400418,372
IA,19115.0,2009,110028,200
IA,19115.0,2010,114632,201
IA,19115.0,2011,116751,221
IA,19115.0,2012,116489,202
IA,19115.0,2013,140561,211
IA,19115.0,2014,142456,208
IA,19115.0,2015,116655,192
IA,19115.0,2016,125422,196
IA,19115.0,2017,108417,168
IA,19115.0,2018,101813,158
IA,19115.0,2019,114100,173
IA,19115.0,2020,121232,172
IA,19115.0,2021,140848,150
IA,19115.0,2022,116893,140
IA,19115.0,2023,120376,140
IA,19115.0,2024,133031,142
IA,19115.0,2025,50189,48
IA,19117.0,2009,2067,2
IA,19117.0,2010,2256,2
IA,19117.0,2011,2590,3
IA,19117.0,2012,3776,4
IA,19117.0,2013,3746,3
IA,19117.0,2014,3728,3
IA,19117.0,2015,4435,4
IA,19117.0,2016,4569,4
IA,19117.0,2017,1836,2
IA,19117.0,2018,1836,2
IA,19117.0,2019,1979,2
IA,19117.0,2020,2077,2
IA,19117.0,2021,6063,3
IA,19117.0,2022,3525,3
IA,19117.0,2023,3379,2
IA,19117.0,2024,3887,2
IA,19119.0,2009,18473,41
IA,19119.0,2010,20192,44
IA,19119.0,2011,23575,52
IA,19119.0,2012,24943,53
IA,19119.0,2013,33226,52
IA,19119.0,2014,36206,53
IA,19119.0,2015,20300,33
IA,19119.0,2016,22675,33
IA,19119.0,2017,19261,27
IA,19119.0,2018,22062,28
IA,19119.0,2019,23531,27
IA,19119.0,2020,24681,27
IA,19119.0,2021,22873,30
IA,19119.0,2022,21341,33
IA,19119.0,2023,19311,27
IA,19119.0,2024,83507,51
IA,19119.0,2025,5631,4
IA,19121.0,2009,6706,12
IA,19121.0,2010,12093,19
IA,19121.0,2011,11234,17
IA,19121.0,2012,9944,15
IA,19121.0,2013,9509,13
IA,19121.0,2014,8811,12
IA,19121.0,2015,8517,11
IA,19121.0,2016,8962,12
IA,19121.0,2017,2969,5
IA,19121.0,2018,4191,5
IA,19121.0,2019,6690,9
IA,19121.0,2020,7201,8
IA,19121.0,2021,8658,9
IA,19121.0,2022,7904,9
IA,19121.0,2023,7194,7
IA,19121.0,2024,9242,9
IA,19121.0,2025,3623,5
IA,19123.0,2009,8189,13
IA,19123.0,2010,13921,25
IA,19123.0,2011,18647,34
IA,19123.0,2012,18549,31
IA,19123.0,2013,19459,29
IA,19123.0,2014,20723,27
IA,19123.0,2015,20837,26
IA,19123.0,2016,20980,23
IA,19123.0,2017,19390,22
IA,19123.0,2018,16361,22
IA,19123.0,2019,14348,24
IA,19123.0,2020,14515,21
IA,19123.0,2021,12122,20
IA,19123.0,2022,13450,20
IA,19123.0,2023,15443,19
IA,19123.0,2024,15797,17
IA,19123.0,2025,6688,6
IA,19125.0,2009,24413,32
IA,19125.0,2010,30289,32
IA,19125.0,2011,29925,34
IA,19125.0,2012,31126,37
IA,19125.0,2013,28461,29
IA,19125.0,2014,31086,30
IA,19125.0,2015,36630,33
IA,19125.0,2016,35113,32
IA,19125.0,2017,36773,37
IA,19125.0,2018,25701,23
IA,19125.0,2019,8718,17
IA,19125.0,2020,8987,16
IA,19125.0,2021,9944,16
IA,19125.0,2022,7280,13
IA,19125.0,2023,6418,10
IA,19125.0,2024,5963,8
IA,19125.0,2025,3678,5
IA,19127.0,2009,32476,43
IA,19127.0,2010,45010,51
IA,19127.0,2011,37490,46
IA,19127.0,2012,50821,78
IA,19127.0,2013,50958,80
IA,19127.0,2014,47924,73
IA,19127.0,2015,41594,63
IA,19127.0,2016,50972,56
IA,19127.0,2017,44393,53
IA,19127.0,2018,43763,49
IA,19127.0,2019,53267,54
IA,19127.0,2020,56240,51
IA,19127.0,2021,51482,45
IA,19127.0,2022,30896,37
IA,19127.0,2023,25807,34
IA,19127.0,2024,22920,30
IA,19127.0,2025,5038,8
IA,19129.0,2009,70001,96
IA,19129.0,2010,80714,105
IA,19129.0,2011,135591,240
IA,19129.0,2012,94457,144
IA,19129.0,2013,100416,130
IA,19129.0,2014,93491,119
IA,19129.0,2015,99937,110
IA,19129.0,2016,76258,93
IA,19129.0,2017,59070,84
IA,19129.0,2018,51429,74
IA,19129.0,2019,98815,150
IA,19129.0,2020,84668,145
IA,19129.0,2021,82455,127
IA,19129.0,2022,86435,112
IA,19129.0,2023,101057,103
IA,19129.0,2024,137419,97
IA,19129.0,2025,45342,26
IA,19131.0,2009,4740,10
IA,19131.0,2010,5647,12
IA,19131.0,2011,8071,18
IA,19131.0,2012,7808,16
IA,19131.0,2013,31859,53
IA,19131.0,2014,19727,41
IA,19131.0,2015,17975,40
IA,19131.0,2016,16367,41
IA,19131.0,2017,12854,32
IA,19131.0,2018,15917,30
IA,19131.0,2019,14256,33
IA,19131.0,2020,9302,19
IA,19131.0,2021,7820,15
IA,19131.0,2022,9681,12
IA,19131.0,2023,10667,12
IA,19131.0,2024,12733,13
IA,19131.0,2025,3232,3
IA,19133.0,2009,27205,38
IA,19133.0,2010,15956,32
IA,19133.0,2011,55294,112
IA,19133.0,2012,27933,54
IA,19133.0,2013,31543,44
IA,19133.0,2014,36107,43
IA,19133.0,2015,52146,48
IA,19133.0,2016,50400,50
IA,19133.0,2017,34399,42
IA,19133.0,2018,26764,40
IA,19133.0,2019,36235,51
IA,19133.0,2020,33856,45
IA,19133.0,2021,36110,39
IA,19133.0,2022,46741,52
IA,19133.0,2023,40871,46
IA,19133.0,2024,52364,49
IA,19133.0,2025,6669,11
IA,19135.0,2010,313,1
IA,19135.0,2011,264,1
IA,19135.0,2012,521,2
IA,19135.0,2013,293,1
IA,19135.0,2014,788,1
IA,19135.0,2015,894,1
IA,19135.0,2016,928,1
IA,19135.0,2017,1065,1
IA,19137.0,2009,112419,257
IA,19137.0,2010,116356,260
IA,19137.0,2011,123588,252
IA,19137.0,2012,128048,246
IA,19137.0,2013,130525,234
IA,19137.0,2014,135458,232
IA,19137.0,2015,126070,219
IA,19137.0,2016,120200,207
IA,19137.0,2017,112265,170
IA,19137.0,2018,110084,155
IA,19137.0,2019,122649,154
IA,19137.0,2020,129213,136
IA,19137.0,2021,130723,120
IA,19137.0,2022,100589,114
IA,19137.0,2023,110147,113
IA,19137.0,2024,98744,111
IA,19137.0,2025,16869,25
IA,19139.0,2009,147907,221
IA,19139.0,2010,162645,234
IA,19139.0,2011,259872,397
IA,19139.0,2012,219741,325
IA,19139.0,2013,229306,307
IA,19139.0,2014,224831,295
IA,19139.0,2015,210831,282
IA,19139.0,2016,197793,253
IA,19139.0,2017,185938,222
IA,19139.0,2018,187993,215
IA,19139.0,2019,220888,254
IA,19139.0,2020,229372,231
IA,19139.0,2021,239472,213
IA,19139.0,2022,217172,211
IA,19139.0,2023,211070,194
IA,19139.0,2024,223988,183
IA,19139.0,2025,36679,42
IA,19141.0,2010,869,3
IA,19141.0,2011,930,4
IA,19141.0,2012,323,1
IA,19141.0,2013,654,2
IA,19141.0,2014,731,2
IA,19141.0,2015,291,1
IA,19141.0,2016,307,1
IA,19141.0,2017,326,1
IA,19141.0,2018,363,1
IA,19141.0,2019,601,2
IA,19141.0,2020,631,2
IA,19141.0,2021,2349,2
IA,19141.0,2022,4193,2
IA,19141.0,2023,670,1
IA,19141.0,2024,8266,5
IA,19141.0,2025,3269,2
IA,19143.0,2009,5631,1
IA,19143.0,2010,6734,1
IA,19143.0,2011,6911,1
IA,19143.0,2012,7376,1
IA,19143.0,2013,8244,1
IA,19143.0,2014,12680,2
IA,19143.0,2015,2858,1
IA,19143.0,2016,2650,1
IA,19143.0,2017,2650,1
IA,19143.0,2018,2869,2
IA,19143.0,2019,1077,3
IA,19143.0,2020,442,1
IA,19143.0,2021,605,1
IA,19143.0,2022,338,1
IA,19143.0,2023,752,2
IA,19143.0,2024,28429,15
IA,19143.0,2025,20961,17
IA,19145.0,2009,5945,15
IA,19145.0,2010,6792,17
IA,19145.0,2011,12067,20
IA,19145.0,2012,9500,16
IA,19145.0,2013,9389,15
IA,19145.0,2014,8756,13
IA,19145.0,2015,8479,11
IA,19145.0,2016,10322,13
IA,19145.0,2017,4799,9
IA,19145.0,2018,2517,5
IA,19145.0,2019,3314,7
IA,19145.0,2020,2974,5
IA,19145.0,2021,3068,5
IA,19145.0,2022,2200,4
IA,19145.0,2023,2284,4
IA,19145.0,2024,6943,12
IA,19145.0,2025,917,1
IA,19147.0,2009,13977,15
IA,19147.0,2010,17490,19
IA,19147.0,2011,15637,14
IA,19147.0,2012,11512,16
IA,19147.0,2013,13502,14
IA,19147.0,2014,25016,17
IA,19147.0,2015,15217,16
IA,19147.0,2016,12402,13
IA,19147.0,2017,17877,10
IA,19147.0,2018,5554,8
IA,19147.0,2019,7190,12
IA,19147.0,2020,7832,14
IA,19147.0,2021,15509,17
IA,19147.0,2022,11712,13
IA,19147.0,2023,10860,13
IA,19147.0,2024,13980,13
IA,19147.0,2025,6541,11
IA,19149.0,2009,18586,31
IA,19149.0,2010,32828,52
IA,19149.0,2011,20464,43
IA,19149.0,2012,20733,39
IA,19149.0,2013,32828,44
IA,19149.0,2014,46615,51
IA,19149.0,2015,43054,40
IA,19149.0,2016,37722,35
IA,19149.0,2017,34596,34
IA,19149.0,2018,36071,31
IA,19149.0,2019,38189,34
IA,19149.0,2020,56612,38
IA,19149.0,2021,49212,32
IA,19149.0,2022,46624,58
IA,19149.0,2023,26861,37
IA,19149.0,2024,35790,35
IA,19149.0,2025,10148,13
IA,19151.0,2014,467,1
IA,19151.0,2015,2036,3
IA,19151.0,2016,3822,4
IA,19151.0,2017,3541,3
IA,19151.0,2018,1708,2
IA,19151.0,2019,1918,2
IA,19151.0,2020,2138,2
IA,19151.0,2021,606,1
IA,19151.0,2022,1302,2
IA,19151.0,2023,901,2
IA,19151.0,2024,3892,3
IA,19151.0,2025,3892,3
IA,19153.0,2009,1049785,1145
IA,19153.0,2010,1317459,1581
IA,19153.0,2011,1332286,1481
IA,19153.0,2012,1303108,1349
IA,19153.0,2013,1316874,1301
IA,19153.0,2014,1379506,1249
IA,19153.0,2015,1300872,1198
IA,19153.0,2016,1321690,1176
IA,19153.0,2017,1358162,1135
IA,19153.0,2018,1473829,1310
IA,19153.0,2019,1620475,1662
IA,19153.0,2020,1673905,1542
IA,19153.0,2021,1786475,1454
IA,19153.0,2022,1306850,1374
IA,19153.0,2023,1230021,1266
IA,19153.0,2024,1332899,1252
IA,19153.0,2025,360205,395
IA,19155.0,2009,890643,1231
IA,19155.0,2010,938810,1234
IA,19155.0,2011,1624753,2743
IA,19155.0,2012,1198216,1696
IA,19155.0,2013,1221323,1536
IA,19155.0,2014,1231038,1452
IA,19155.0,2015,1073255,1269
IA,19155.0,2016,984087,1108
IA,19155.0,2017,865657,960
IA,19155.0,2018,814070,880
IA,19155.0,2019,906539,1022
IA,19155.0,2020,833190,961
IA,19155.0,2021,836719,864
IA,19155.0,2022,687526,781
IA,19155.0,2023,680438,737
IA,19155.0,2024,712200,728
IA,19155.0,2025,197535,201
IA,19157.0,2011,1922,3
IA,19157.0,2012,2443,4
IA,19157.0,2013,2943,6
IA,19157.0,2014,37515,39
IA,19157.0,2015,18184,17
IA,19157.0,2016,4611,8
IA,19157.0,2017,3410,5
IA,19157.0,2018,4286,6
IA,19157.0,2019,5098,6
IA,19157.0,2020,6492,7
IA,19157.0,2021,5248,5
IA,19157.0,2022,3969,5
IA,19157.0,2023,8105,8
IA,19157.0,2024,8770,9
IA,19157.0,2025,342,1
IA,19159.0,2016,906,2
IA,19159.0,2017,390,1
IA,19159.0,2018,390,1
IA,19159.0,2019,840,2
IA,19159.0,2020,884,2
IA,19159.0,2021,494,1
IA,19159.0,2022,585,1
IA,19159.0,2023,690,1
IA,19159.0,2024,814,1
IA,19161.0,2009,4457,6
IA,19161.0,2010,5267,8
IA,19161.0,2011,5536,8
IA,19161.0,2012,5316,7
IA,19161.0,2013,4781,5
IA,19161.0,2014,7262,8
IA,19161.0,2015,7631,8
IA,19161.0,2016,8339,8
IA,19161.0,2017,9493,8
IA,19161.0,2018,7699,8
IA,19161.0,2019,5338,7
IA,19161.0,2020,5549,5
IA,19161.0,2021,6595,5
IA,19161.0,2022,3313,6
IA,19161.0,2023,6983,5
IA,19161.0,2024,4537,6
IA,19161.0,2025,1210,2
IA,19163.0,2009,1333244,1519
IA,19163.0,2010,1359892,1477
IA,19163.0,2011,1623291,1673
IA,19163.0,2012,1500947,1525
IA,19163.0,2013,1574105,1490
IA,19163.0,2014,1654294,1453
IA,19163.0,2015,1542726,1333
IA,19163.0,2016,1544568,1221
IA,19163.0,2017,1551089,1135
IA,19163.0,2018,1519761,1056
IA,19163.0,2019,1661335,1064
IA,19163.0,2020,1588424,993
IA,19163.0,2021,1601922,932
IA,19163.0,2022,1290607,826
IA,19163.0,2023,1086204,763
IA,19163.0,2024,1172684,786
IA,19163.0,2025,260776,180
IA,19165.0,2009,24896,22
IA,19165.0,2010,28959,32
IA,19165.0,2011,28756,27
IA,19165.0,2012,29908,24
IA,19165.0,2013,29394,22
IA,19165.0,2014,29628,21
IA,19165.0,2015,35026,30
IA,19165.0,2016,37687,33
IA,19165.0,2017,31773,28
IA,19165.0,2018,32532,28
IA,19165.0,2019,34458,28
IA,19165.0,2020,36285,29
IA,19165.0,2021,34858,24
IA,19165.0,2022,32607,24
IA,19165.0,2023,35712,24
IA,19165.0,2024,35206,20
IA,19165.0,2025,28963,9
IA,19167.0,2009,1953,6
IA,19167.0,2010,12548,30
IA,19167.0,2011,15764,26
IA,19167.0,2012,19117,25
IA,19167.0,2013,25944,33
IA,19167.0,2014,42226,40
IA,19167.0,2015,27255,30
IA,19167.0,2016,36070,38
IA,19167.0,2017,27623,23
IA,19167.0,2018,33192,29
IA,19167.0,2019,31425,36
IA,19167.0,2020,34001,35
IA,19167.0,2021,29139,29
IA,19167.0,2022,48373,48
IA,19167.0,2023,46302,40
IA,19167.0,2024,307479,147
IA,19167.0,2025,46574,27
IA,19169.0,2009,169441,192
IA,19169.0,2010,213299,268
IA,19169.0,2011,251665,336
IA,19169.0,2012,242803,290
IA,19169.0,2013,272360,298
IA,19169.0,2014,295409,277
IA,19169.0,2015,280711,260
IA,19169.0,2016,278427,244
IA,19169.0,2017,281993,243
IA,19169.0,2018,297876,234
IA,19169.0,2019,315596,240
IA,19169.0,2020,317382,237
IA,19169.0,2021,320420,215
IA,19169.0,2022,261501,195
IA,19169.0,2023,205724,170
IA,19169.0,2024,246159,166
IA,19169.0,2025,103606,58
IA,19171.0,2009,23454,66
IA,19171.0,2010,28041,74
IA,19171.0,2011,28541,76
IA,19171.0,2012,32985,73
IA,19171.0,2013,34467,70
IA,19171.0,2014,44742,71
IA,19171.0,2015,52017,62
IA,19171.0,2016,59573,62
IA,19171.0,2017,68139,52
IA,19171.0,2018,81167,54
IA,19171.0,2019,98209,53
IA,19171.0,2020,27078,44
IA,19171.0,2021,127952,65
IA,19171.0,2022,33719,56
IA,19171.0,2023,34427,57
IA,19171.0,2024,31090,49
IA,19171.0,2025,8353,10
IA,19173.0,2009,1422,3
IA,19173.0,2010,1406,3
IA,19173.0,2011,1397,3
IA,19173.0,2012,1501,3
IA,19173.0,2013,2315,5
IA,19173.0,2014,1814,4
IA,19173.0,2015,1829,4
IA,19173.0,2016,1456,2
IA,19173.0,2017,1326,2
IA,19173.0,2018,1340,2
IA,19173.0,2019,1336,2
IA,19173.0,2020,1346,2
IA,19173.0,2021,262,1
IA,19173.0,2022,301,1
IA,19173.0,2023,333,1
IA,19173.0,2024,371,1
IA,19175.0,2009,11126,21
IA,19175.0,2010,10994,21
IA,19175.0,2011,8815,17
IA,19175.0,2012,9577,21
IA,19175.0,2013,10037,20
IA,19175.0,2014,11090,21
IA,19175.0,2015,7843,16
IA,19175.0,2016,6725,11
IA,19175.0,2017,7798,10
IA,19175.0,2018,5617,8
IA,19175.0,2019,7495,11
IA,19175.0,2020,9833,11
IA,19175.0,2021,8056,9
IA,19175.0,2022,8048,12
IA,19175.0,2023,9390,13
IA,19175.0,2024,12394,16
IA,19175.0,2025,2082,3
IA,19177.0,2009,37448,71
IA,19177.0,2010,45015,79
IA,19177.0,2011,51005,92
IA,19177.0,2012,50957,100
IA,19177.0,2013,60925,104
IA,19177.0,2014,69084,112
IA,19177.0,2015,85977,129
IA,19177.0,2016,80601,112
IA,19177.0,2017,82131,103
IA,19177.0,2018,95869,99
IA,19177.0,2019,98651,92
IA,19177.0,2020,92934,82
IA,19177.0,2021,96571,80
IA,19177.0,2022,95793,70
IA,19177.0,2023,91170,57
IA,19177.0,2024,79690,49
IA,19177.0,2025,17681,12
IA,19179.0,2009,54849,99
IA,19179.0,2010,80470,151
IA,19179.0,2011,84022,133
IA,19179.0,2012,78128,119
IA,19179.0,2013,83477,108
IA,19179.0,2014,82429,101
IA,19179.0,2015,74607,87
IA,19179.0,2016,74567,80
IA,19179.0,2017,72854,74
IA,19179.0,2018,70391,74
IA,19179.0,2019,63223,72
IA,19179.0,2020,62803,68
IA,19179.0,2021,61841,63
IA,19179.0,2022,68051,56
IA,19179.0,2023,71944,49
IA,19179.0,2024,79558,47
IA,19179.0,2025,23771,12
IA,19181.0,2009,18141,37
IA,19181.0,2010,23589,53
IA,19181.0,2011,23724,45
IA,19181.0,2012,21008,39
IA,19181.0,2013,25474,44
IA,19181.0,2014,22227,37
IA,19181.0,2015,21494,38
IA,19181.0,2016,16949,33
IA,19181.0,2017,12203,31
IA,19181.0,2018,14860,30
IA,19181.0,2019,20553,37
IA,19181.0,2020,19586,37
IA,19181.0,2021,20538,32
IA,19181.0,2022,19094,31
IA,19181.0,2023,31155,40
IA,19181.0,2024,18654,30
IA,19181.0,2025,5190,8
IA,19183.0,2009,4644,8
IA,19183.0,2010,6901,9
IA,19183.0,2011,10260,9
IA,19183.0,2012,18320,18
IA,19183.0,2013,116142,238
IA,19183.0,2014,126817,223
IA,19183.0,2015,120063,207
IA,19183.0,2016,105348,178
IA,19183.0,2017,109367,162
IA,19183.0,2018,109729,144
IA,19183.0,2019,112806,131
IA,19183.0,2020,118773,125
IA,19183.0,2021,124708,126
IA,19183.0,2022,112212,126
IA,19183.0,2023,101451,120
IA,19183.0,2024,97181,112
IA,19183.0,2025,46556,52
IA,19185.0,2009,770,1
IA,19185.0,2010,851,1
IA,19185.0,2011,955,1
IA,19185.0,2012,1050,1
IA,19185.0,2013,1117,1
IA,19185.0,2014,1117,1
IA,19185.0,2015,1117,1
IA,19185.0,2016,1316,1
IA,19187.0,2009,35265,61
IA,19187.0,2010,43200,78
IA,19187.0,2011,42956,71
IA,19187.0,2012,44152,61
IA,19187.0,2013,59413,85
IA,19187.0,2014,49569,67
IA,19187.0,2015,41205,62
IA,19187.0,2016,36845,54
IA,19187.0,2017,36776,51
IA,19187.0,2018,39338,53
IA,19187.0,2019,42496,49
IA,19187.0,2020,42523,49
IA,19187.0,2021,38896,39
IA,19187.0,2022,34728,35
IA,19187.0,2023,29467,30
IA,19187.0,2024,27977,27
IA,19187.0,2025,13399,13
IA,19189.0,2009,7246,3
IA,19189.0,2010,10948,11
IA,19189.0,2011,9351,8
IA,19189.0,2012,11002,11
IA,19189.0,2013,11280,12
IA,19189.0,2014,11213,7
IA,19189.0,2015,15338,8
IA,19189.0,2016,12620,6
IA,19189.0,2017,16719,8
IA,19189.0,2018,3433,4
IA,19189.0,2019,6220,7
IA,19189.0,2020,1796,5
IA,19189.0,2021,1708,4
IA,19189.0,2022,4704,6
IA,19189.0,2023,3704,3
IA,19189.0,2024,792,1
IA,19189.0,2025,933,1
IA,19191.0,2009,11378,19
IA,19191.0,2010,17370,27
IA,19191.0,2011,35001,58
IA,19191.0,2012,36906,52
IA,19191.0,2013,44717,55
IA,19191.0,2014,49964,60
IA,19191.0,2015,41841,57
IA,19191.0,2016,52138,72
IA,19191.0,2017,59569,75
IA,19191.0,2018,65034,77
IA,19191.0,2019,69991,77
IA,19191.0,2020,88720,89
IA,19191.0,2021,67301,88
IA,19191.0,2022,64823,78
IA,19191.0,2023,61774,68
IA,19191.0,2024,102899,89
IA,19191.0,2025,28568,24
IA,19193.0,2009,725267,849
IA,19193.0,2010,775349,884
IA,19193.0,2011,853820,1025
IA,19193.0,2012,502626,566
IA,19193.0,2013,483447,512
IA,19193.0,2014,468558,480
IA,19193.0,2015,457964,473
IA,19193.0,2016,431268,420
IA,19193.0,2017,375867,359
IA,19193.0,2018,368967,326
IA,19193.0,2019,399813,347
IA,19193.0,2020,383673,314
IA,19193.0,2021,386847,301
IA,19193.0,2022,367272,300
IA,19193.0,2023,343019,276
IA,19193.0,2024,450485,299
IA,19193.0,2025,70651,51
IA,19195.0,2009,4090,6
IA,19195.0,2010,5248,8
IA,19195.0,2011,5318,7
IA,19195.0,2012,8404,10
IA,19195.0,2013,3971,5
IA,19195.0,2014,8852,9
