state,county,year,claim_amount,claim_count
GA,13151.0,2021,0.0,1
GA,13151.0,2022,0.0,1
GA,13151.0,2023,2629.04,2
GA,13151.0,2024,604354.53,16
GA,13153.0,1979,55000.0,1
GA,13153.0,1980,27.0,1
GA,13153.0,1983,1151.6399999999999,2
GA,13153.0,1989,0.0,2
GA,13153.0,1992,0.0,1
GA,13153.0,1994,1046432.91,74
GA,13153.0,1995,3295.3,1
GA,13153.0,1997,0.0,1
GA,13153.0,1998,0.0,1
GA,13153.0,1999,1248.97,1
GA,13153.0,2002,0.0,1
GA,13153.0,2003,6330.59,1
GA,13153.0,2004,75162.02,6
GA,13153.0,2005,40360.409999999996,8
GA,13153.0,2007,0.0,1
GA,13153.0,2009,284300.43,16
GA,13153.0,2010,1753.08,3
GA,13153.0,2011,3159.0,2
GA,13153.0,2012,7557.66,1
GA,13153.0,2013,2542.9,2
GA,13153.0,2015,1123.4,2
GA,13153.0,2016,0.0,1
GA,13153.0,2020,390933.44,23
GA,13153.0,2021,11073.05,4
GA,13153.0,2022,2047.7,1
GA,13153.0,2023,0.0,1
GA,13153.0,2024,5183.71,1
GA,13155.0,2017,1432.34,1
GA,13157.0,2004,45641.68,3
GA,13157.0,2014,3429.05,1
GA,13157.0,2017,0.0,1
GA,13157.0,2019,16652.63,2
GA,13159.0,1998,27818.04,2
GA,13159.0,2013,0.0,1
GA,13159.0,2015,45582.96,3
GA,13159.0,2021,42673.81,2
GA,13159.0,2024,12342.36,1
GA,13161.0,1998,9964.369999999999,2
GA,13161.0,2003,6217.85,1
GA,13161.0,2008,10774.15,1
GA,13161.0,2009,0.0,1
GA,13161.0,2016,0.0,1
GA,13161.0,2017,20617.32,2
GA,13161.0,2022,0.0,1
GA,13161.0,2023,751.46,1
GA,13161.0,2024,0.0,1
GA,13163.0,2010,2299.96,1
GA,13163.0,2024,9142.7,1
GA,13165.0,1992,37333.41,1
GA,13165.0,1998,15713.8,4
GA,13165.0,2003,709.6,1
GA,13165.0,2009,0.0,1
GA,13165.0,2013,4594.4,1
GA,13165.0,2024,0.0,1
GA,13167.0,2015,36633.82,1
GA,13167.0,2024,314.95,1
GA,13169.0,1979,0.0,1
GA,13169.0,1998,7857.96,2
GA,13169.0,2003,14804.01,1
GA,13169.0,2007,0.0,1
GA,13169.0,2009,16091.63,1
GA,13169.0,2010,0.0,1
GA,13169.0,2013,0.0,1
GA,13169.0,2023,58768.990000000005,2
GA,13171.0,2015,15537.6,1
GA,13171.0,2022,31212.579999999998,1
GA,13171.0,2023,16004.099999999999,1
GA,13171.0,2024,132889.39,2
GA,13173.0,2017,0.0,1
GA,13173.0,2018,9070.99,1
GA,13173.0,2023,6090.33,1
GA,13173.0,2024,20683.17,2
GA,13175.0,1979,368.32,1
GA,13175.0,1983,0.0,1
GA,13175.0,1995,7174.0,1
GA,13175.0,1996,0.0,1
GA,13175.0,1997,10967.18,1
GA,13175.0,1998,885352.6,25
GA,13175.0,2000,812.06,1
GA,13175.0,2009,91299.88,5
GA,13175.0,2015,246428.37,6
GA,13175.0,2020,43318.770000000004,5
GA,13175.0,2022,10479.51,2
GA,13177.0,1978,19510.79,14
GA,13177.0,1979,15590.82,8
GA,13177.0,1981,280.0,2
GA,13177.0,1983,83705.58,10
GA,13177.0,1984,11814.72,4
GA,13177.0,1985,5806.49,2
GA,13177.0,1990,142384.52,20
GA,13177.0,1991,30772.570000000003,10
GA,13177.0,1992,911.58,1
GA,13177.0,1993,0.0,2
GA,13177.0,1994,6819121.95,145
GA,13177.0,1995,346.64,1
GA,13177.0,1996,0.0,1
GA,13177.0,1997,473.8,1
GA,13177.0,1998,4858693.5,257
GA,13177.0,2004,0.0,1
GA,13177.0,2005,979566.69,69
GA,13177.0,2008,396.51,2
GA,13177.0,2009,159206.39,16
GA,13177.0,2010,8920.42,2
GA,13177.0,2014,0.0,1
GA,13177.0,2015,1252195.46,55
GA,13177.0,2017,0.0,1
GA,13177.0,2018,161414.65,7
GA,13177.0,2020,2151390.1,66
GA,13179.0,1980,333.14,1
GA,13179.0,1994,37607.09,5
GA,13179.0,1995,32473.97,6
GA,13179.0,1996,0.0,1
GA,13179.0,1997,0.0,2
GA,13179.0,1998,1489.02,4
GA,13179.0,2000,0.0,1
GA,13179.0,2003,15695.63,7
GA,13179.0,2004,53466.18,4
GA,13179.0,2005,1893.9,2
GA,13179.0,2006,2842.09,3
GA,13179.0,2008,0.0,2
GA,13179.0,2009,4117.76,2
GA,13179.0,2010,5252.48,2
GA,13179.0,2011,0.0,2
GA,13179.0,2013,0.0,1
GA,13179.0,2014,0.0,2
GA,13179.0,2015,0.0,1
GA,13179.0,2016,27640.239999999998,22
GA,13179.0,2017,2169749.04,64
GA,13179.0,2018,0.0,3
GA,13179.0,2019,31909.32,2
GA,13179.0,2020,2919.04,2
GA,13179.0,2021,15406.849999999999,3
GA,13179.0,2022,9421.95,3
GA,13179.0,2023,0.0,1
GA,13179.0,2024,470318.12,17
GA,13183.0,2015,0.0,1
GA,13183.0,2017,19346.84,2
GA,13183.0,2019,0.0,1
GA,13183.0,2024,363622.16,13
GA,13185.0,1980,85.28,2
GA,13185.0,1984,17056.420000000002,3
GA,13185.0,1991,16209.970000000001,5
GA,13185.0,1992,0.0,1
GA,13185.0,1994,78399.32,13
GA,13185.0,1995,2046.16,1
GA,13185.0,1996,4232.23,2
GA,13185.0,1997,946.0,1
GA,13185.0,1998,17970.43,2
GA,13185.0,2000,0.0,1
GA,13185.0,2002,5009.6,2
GA,13185.0,2003,2454.4,1
GA,13185.0,2004,3803.91,2
GA,13185.0,2005,12679.87,1
GA,13185.0,2009,2235709.87,25
GA,13185.0,2010,2420.5499999999997,2
GA,13185.0,2012,2684.49,1
GA,13185.0,2013,66883.35,7
GA,13185.0,2014,2991.0,1
GA,13185.0,2016,0.0,1
GA,13185.0,2017,0.0,1
GA,13185.0,2018,45588.49,1
GA,13185.0,2021,3465.41,3
GA,13185.0,2022,0.0,2
GA,13185.0,2023,527827.24,16
GA,13185.0,2024,1626920.17,36
GA,13187.0,1990,0.0,1
GA,13187.0,1996,9627.19,4
GA,13187.0,1998,2456.36,1
GA,13187.0,2009,0.0,1
GA,13187.0,2010,0.0,1
GA,13187.0,2013,19991.1,1
GA,13187.0,2020,24056.96,1
GA,13187.0,2021,90696.13,6
GA,13189.0,2022,0.0,1
GA,13191.0,1993,14532.64,3
GA,13191.0,1995,2749.56,3
GA,13191.0,1997,11845.93,1
GA,13191.0,2004,3425.27,1
GA,13191.0,2005,47026.34,1
GA,13191.0,2009,28306.61,2
GA,13191.0,2012,0.0,1
GA,13191.0,2015,0.0,1
GA,13191.0,2016,2560.34,8
GA,13191.0,2017,868336.03,38
GA,13191.0,2018,17080.23,1
GA,13191.0,2022,47089.63,2
GA,13191.0,2023,2085.84,1
GA,13191.0,2024,0.0,2
GA,13193.0,1996,2372.65,1
GA,13193.0,1997,1004.77,1
GA,13193.0,1998,32260.89,1
GA,13193.0,2012,2071.53,1
GA,13193.0,2013,0.0,1
GA,13195.0,2014,0.0,1
GA,13195.0,2019,1448.27,1
GA,13201.0,1993,4098.87,1
GA,13201.0,1998,111761.54,4
GA,13201.0,2002,84916.20999999999,2
GA,13201.0,2009,124738.97,5
GA,13201.0,2010,4086.4,1
GA,13201.0,2013,0.0,1
GA,13201.0,2018,4163.77,2
GA,13205.0,1983,2794.32,1
GA,13205.0,1984,17766.92,2
GA,13205.0,1985,0.0,1
GA,13205.0,1986,1253.94,1
GA,13205.0,1991,666.78,2
GA,13205.0,1994,634061.01,22
GA,13205.0,1995,1594.05,1
GA,13205.0,1997,1322.27,1
GA,13205.0,1998,791626.19,21
GA,13205.0,2003,9380.1,3
GA,13205.0,2004,1659.07,1
GA,13205.0,2005,29008.51,1
GA,13205.0,2006,5356.59,2
GA,13205.0,2007,0.0,1
GA,13205.0,2009,245208.59,15
GA,13205.0,2010,0.0,2
GA,13205.0,2011,0.0,1
GA,13205.0,2013,180214.91,5
GA,13205.0,2015,33525.04,2
GA,13205.0,2016,137030.89,9
GA,13205.0,2017,0.0,1
GA,13205.0,2018,0.0,1
GA,13205.0,2020,8302.87,1
GA,13205.0,2022,0.0,1
GA,13205.0,2024,4301.67,2
GA,13207.0,1990,21842.29,3
GA,13207.0,1992,1140.71,1
GA,13207.0,1994,2278690.09,25
GA,13207.0,1996,7563.25,2
GA,13207.0,1998,62009.52,6
GA,13207.0,2009,20843.72,2
GA,13207.0,2015,111106.77,7
GA,13207.0,2016,51367.100000000006,2
GA,13207.0,2017,39664.22,1
GA,13207.0,2019,54980.82,1
GA,13207.0,2020,20023.74,1
GA,13207.0,2022,0.0,1
GA,13207.0,2023,73452.5,4
GA,13207.0,2024,241480.01,4
GA,13209.0,1980,303.2,1
GA,13209.0,1997,14337.41,2
GA,13209.0,1998,12289.44,3
GA,13209.0,2001,12100.0,1
GA,13209.0,2003,8563.119999999999,1
GA,13209.0,2004,1655.81,1
GA,13209.0,2005,10314.76,2
GA,13209.0,2009,87049.45999999999,6
GA,13209.0,2015,49128.469999999994,2
GA,13209.0,2016,67882.58,3
GA,13209.0,2020,128904.92,7
GA,13209.0,2024,68402.61,3
GA,13211.0,2018,0.0,1
GA,13213.0,1990,1700.0,1
GA,13213.0,1994,2620.66,2
GA,13213.0,1996,56590.87,7
GA,13213.0,2001,108928.02,6
GA,13213.0,2003,126444.8,9
GA,13213.0,2004,1117.31,4
GA,13213.0,2015,57069.990000000005,2
GA,13213.0,2018,226736.38,9
GA,13213.0,2019,1233.71,1
GA,13213.0,2024,29384.97,1
GA,13215.0,1978,5663.030000000001,13
GA,13215.0,1979,37138.92,13
GA,13215.0,1980,0.0,1
GA,13215.0,1981,35676.66,14
GA,13215.0,1982,7328.01,5
GA,13215.0,1983,1012.95,3
GA,13215.0,1984,1968.14,2
GA,13215.0,1985,42694.82,3
GA,13215.0,1986,0.0,1
GA,13215.0,1987,0.0,1
GA,13215.0,1990,158328.94999999998,35
GA,13215.0,1991,32969.18,10
GA,13215.0,1992,0.0,2
GA,13215.0,1994,0.0,2
GA,13215.0,1995,0.0,2
GA,13215.0,1996,780.95,1
GA,13215.0,1997,0.0,2
GA,13215.0,1998,7540.72,5
GA,13215.0,1999,1036.99,1
GA,13215.0,2001,516.0,1
GA,13215.0,2003,72613.34,4
GA,13215.0,2004,0.0,3
GA,13215.0,2005,130315.24,7
GA,13215.0,2006,28678.51,3
GA,13215.0,2007,0.0,1
GA,13215.0,2008,3479.18,1
GA,13215.0,2009,135949.09,14
GA,13215.0,2010,0.0,2
GA,13215.0,2011,0.0,1
GA,13215.0,2012,0.0,1
GA,13215.0,2013,425961.08,19
GA,13215.0,2014,12492.87,3
GA,13215.0,2015,327724.07,21
GA,13215.0,2016,76446.17,2
GA,13215.0,2017,43405.81,8
GA,13215.0,2018,166383.08,5
GA,13215.0,2020,241103.28999999998,9
GA,13215.0,2021,15566.61,1
GA,13215.0,2022,4021.06,2
GA,13215.0,2023,258635.18000000002,8
GA,13215.0,2024,56174.34,7
GA,13215.0,2025,0.0,1
GA,13217.0,1992,48564.61,2
GA,13217.0,1994,12316.49,1
GA,13217.0,1995,45873.520000000004,2
GA,13217.0,1997,57849.42,3
GA,13217.0,1998,14015.45,3
GA,13217.0,2003,0.0,1
GA,13217.0,2005,5719.97,1
GA,13217.0,2009,95402.29,7
GA,13217.0,2010,0.0,1
GA,13217.0,2013,0.0,1
GA,13217.0,2015,212569.47,7
GA,13217.0,2016,0.0,2
GA,13217.0,2017,4831.33,3
GA,13217.0,2018,9764.05,2
GA,13217.0,2019,16750.910000000003,2
GA,13217.0,2020,0.0,2
GA,13217.0,2021,1550.17,1
GA,13217.0,2024,211046.49,4
GA,13219.0,2003,3940.45,1
GA,13219.0,2020,0.0,1
GA,13219.0,2024,30889.65,2
GA,13223.0,2004,0.0,1
GA,13223.0,2005,5280.42,2
GA,13223.0,2008,0.0,1
GA,13223.0,2009,843354.11,33
GA,13223.0,2011,0.0,2
GA,13223.0,2013,78.1,3
GA,13223.0,2015,0.0,1
GA,13223.0,2017,15195.69,3
GA,13223.0,2018,0.0,2
GA,13223.0,2019,0.0,1
GA,13223.0,2021,4463.62,2
GA,13223.0,2024,23139.71,3
GA,13225.0,1994,0.0,1
GA,13225.0,2005,10631.77,1
GA,13225.0,2016,60000.0,1
GA,13225.0,2017,0.0,1
GA,13227.0,1979,13300.0,1
GA,13227.0,1995,54202.79,1
GA,13227.0,2004,26985.9,2
GA,13227.0,2013,0.0,1
GA,13227.0,2014,0.0,1
GA,13227.0,2015,661.04,1
GA,13227.0,2019,35565.92,3
GA,13227.0,2020,16659.45,2
GA,13227.0,2021,14871.82,2
GA,13229.0,1983,5115.82,1
GA,13229.0,1991,0.0,2
GA,13229.0,1995,7997.049999999999,1
GA,13229.0,2009,327675.49,4
GA,13229.0,2011,4058.89,1
GA,13229.0,2024,0.0,1
GA,13231.0,2015,532.46,3
GA,13231.0,2019,12908.12,1
GA,13233.0,1978,1124.41,1
GA,13233.0,1979,518219.76,65
GA,13233.0,1980,20331.16,10
GA,13233.0,1982,22052.53,7
GA,13233.0,1989,16141.69,4
GA,13233.0,1990,75314.90000000001,15
GA,13233.0,1993,0.0,1
GA,13233.0,1995,30979.24,5
GA,13233.0,1996,1922.0,1
GA,13233.0,1999,16616.370000000003,7
GA,13233.0,2003,0.0,2
GA,13233.0,2008,0.0,1
GA,13233.0,2009,3739.19,1
GA,13233.0,2010,5766.21,2
GA,13233.0,2011,0.0,1
GA,13233.0,2013,0.0,1
GA,13233.0,2016,0.0,1
GA,13233.0,2018,38848.100000000006,7
GA,13233.0,2019,9433.64,1
GA,13233.0,2021,104477.62,5
GA,13233.0,2025,38282.520000000004,5
GA,13235.0,1994,48941.15,4
GA,13235.0,1998,42662.24,4
GA,13235.0,2013,15683.88,1
GA,13235.0,2014,13687.45,1
GA,13235.0,2015,77225.49,2
GA,13235.0,2016,34500.6,1
GA,13235.0,2020,21623.21,1
GA,13235.0,2024,0.0,1
GA,13237.0,2009,2370.37,2
GA,13237.0,2014,0.0,1
GA,13237.0,2017,0.0,1
GA,13239.0,1987,335.0,1
GA,13241.0,2003,0.0,1
GA,13241.0,2004,185697.22,12
GA,13241.0,2007,37413.68,1
GA,13241.0,2009,0.0,2
GA,13241.0,2010,0.0,1
GA,13241.0,2015,0.0,1
GA,13241.0,2016,4503.17,1
GA,13241.0,2017,0.0,1
GA,13241.0,2018,14506.82,4
GA,13241.0,2019,0.0,1
GA,13241.0,2020,115532.19,4
GA,13241.0,2022,43718.27,1
GA,13241.0,2024,0.0,1
GA,13243.0,2020,1035.48,1
GA,13245.0,1979,1043.26,2
GA,13245.0,1980,0.0,1
GA,13245.0,1981,1473.83,1
GA,13245.0,1984,34448.65,12
GA,13245.0,1985,3820.88,3
GA,13245.0,1986,21939.99,6
GA,13245.0,1987,4191.0599999999995,3
GA,13245.0,1988,31310.52,3
GA,13245.0,1989,0.0,2
GA,13245.0,1990,939058.22,72
GA,13245.0,1991,38655.16,9
GA,13245.0,1992,102848.9,29
GA,13245.0,1993,3850.0,6
GA,13245.0,1994,34777.81,13
GA,13245.0,1995,261176.19,33
GA,13245.0,1996,219157.56,26
GA,13245.0,1998,408671.12,63
GA,13245.0,1999,28348.08,12
GA,13245.0,2000,743935.72,55
GA,13245.0,2001,4935.02,7
GA,13245.0,2002,24536.01,5
GA,13245.0,2003,35936.71,16
GA,13245.0,2004,15740.62,3
GA,13245.0,2005,28042.62,1
GA,13245.0,2007,8094.879999999999,5
GA,13245.0,2008,0.0,2
GA,13245.0,2009,0.0,1
GA,13245.0,2010,14008.19,3
GA,13245.0,2011,0.0,1
GA,13245.0,2012,149314.87,14
GA,13245.0,2013,48364.58,15
GA,13245.0,2014,87153.58,7
GA,13245.0,2015,0.0,1
GA,13245.0,2016,12711.79,2
GA,13245.0,2017,21420.239999999998,6
GA,13245.0,2018,118234.59999999999,8
GA,13245.0,2019,129499.57,6
GA,13245.0,2020,272403.42000000004,27
GA,13245.0,2021,0.0,2
GA,13245.0,2022,0.0,2
GA,13245.0,2023,525569.8,17
GA,13245.0,2024,708012.17,63
GA,13247.0,1979,1744.97,1
GA,13247.0,1980,0.0,1
GA,13247.0,1982,0.0,1
GA,13247.0,1983,628.85,1
GA,13247.0,1989,2343.09,2
GA,13247.0,1990,5751.24,3
GA,13247.0,1994,0.0,1
GA,13247.0,1995,47788.79,5
GA,13247.0,1997,4170.3,1
GA,13247.0,1998,892.49,2
GA,13247.0,2003,9856.8,1
GA,13247.0,2004,11388.289999999999,3
GA,13247.0,2005,38154.4,4
GA,13247.0,2009,896279.46,16
GA,13247.0,2010,0.0,1
GA,13247.0,2012,8352.42,1
GA,13247.0,2013,18878.15,4
GA,13247.0,2015,16976.2,6
GA,13247.0,2017,0.0,1
GA,13247.0,2018,28186.14,1
GA,13247.0,2019,29187.379999999997,3
GA,13247.0,2020,959.84,1
GA,13247.0,2021,0.0,1
GA,13247.0,2024,352633.32,8
GA,13247.0,2025,5536.26,1
GA,13251.0,2016,0.0,1
GA,13251.0,2024,179003.86,3
GA,13253.0,1978,23424.52,2
GA,13253.0,1979,937.65,1
GA,13253.0,1980,1824.52,1
GA,13253.0,1984,36917.63,5
GA,13253.0,1986,36464.31,3
GA,13253.0,1994,42187.35,2
GA,13253.0,1998,123780.22,5
GA,13253.0,2002,583313.21,20
GA,13253.0,2005,43062.36,6
GA,13253.0,2008,51885.11,3
GA,13253.0,2009,309530.08999999997,9
GA,13253.0,2010,81799.34,7
GA,13253.0,2014,0.0,1
GA,13253.0,2016,65186.61,2
GA,13253.0,2018,165810.75,6
GA,13253.0,2019,0.0,1
GA,13253.0,2020,122698.09999999999,4
GA,13253.0,2021,19195.2,2
GA,13255.0,1994,0.0,1
GA,13255.0,1995,1052.78,1
GA,13255.0,1996,11009.21,1
GA,13255.0,1997,7529.59,1
GA,13255.0,1998,1998.4299999999998,2
GA,13255.0,2003,30093.9,1
GA,13255.0,2005,4212.8099999999995,2
GA,13255.0,2009,0.0,1
GA,13255.0,2010,0.0,1
GA,13255.0,2013,0.0,1
GA,13255.0,2015,15961.630000000001,3
GA,13255.0,2016,0.0,1
GA,13255.0,2019,66918.65,3
GA,13255.0,2020,0.0,3
GA,13255.0,2021,14713.88,1
GA,13255.0,2024,0.0,1
GA,13257.0,1979,541.49,1
GA,13257.0,1999,0.0,1
GA,13257.0,2009,93546.98000000001,8
GA,13257.0,2018,0.0,1
GA,13257.0,2020,0.0,1
GA,13257.0,2021,7440.710000000001,1
GA,13261.0,1985,221.33,1
GA,13261.0,1994,4315.45,1
GA,13261.0,1998,9616.18,2
GA,13261.0,2005,40179.1,5
GA,13261.0,2013,19725.780000000002,1
GA,13261.0,2014,0.0,1
GA,13261.0,2020,51597.44,3
GA,13261.0,2024,0.0,2
GA,13263.0,1994,59457.34,2
GA,13263.0,1998,0.0,1
GA,13263.0,2004,0.0,1
GA,13263.0,2015,31229.800000000003,1
GA,13263.0,2023,13443.53,1
GA,13267.0,2003,22762.300000000003,2
GA,13267.0,2004,28000.0,1
GA,13267.0,2005,68726.54000000001,3
GA,13267.0,2008,0.0,1
GA,13267.0,2009,18595.98,2
GA,13267.0,2010,669.36,1
GA,13267.0,2017,1984.77,1
GA,13267.0,2020,93083.73999999999,7
GA,13267.0,2021,0.0,1
GA,13267.0,2023,0.0,1
GA,13267.0,2024,165151.71,6
GA,13269.0,2013,3469.51,1
GA,13269.0,2015,3534.73,1
GA,13269.0,2017,0.0,1
GA,13269.0,2023,0.0,1
GA,13271.0,1994,28701.61,2
GA,13271.0,1998,42300.899999999994,2
GA,13271.0,2001,11000.0,1
GA,13271.0,2015,9963.41,1
GA,13273.0,1998,9728.92,2
GA,13273.0,2012,0.0,1
GA,13273.0,2018,41931.3,2
GA,13273.0,2020,6188.47,1
GA,13275.0,1980,17077.91,3
GA,13275.0,1983,36453.270000000004,1
GA,13275.0,1984,25646.18,3
GA,13275.0,1985,117008.83,6
GA,13275.0,1986,26255.260000000002,3
GA,13275.0,1991,4229.45,2
GA,13275.0,1994,178854.37,1
GA,13275.0,1998,4312.6,1
GA,13275.0,1999,85349.87999999999,2
GA,13275.0,2001,0.0,1
GA,13275.0,2004,0.0,1
GA,13275.0,2008,248720.21,5
GA,13275.0,2009,163842.03999999998,5
GA,13275.0,2010,264447.24,2
GA,13275.0,2012,621194.64,13
GA,13275.0,2013,50381.5,3
GA,13275.0,2016,18641.09,1
GA,13275.0,2017,0.0,2
GA,13275.0,2018,1220.77,3
GA,13275.0,2019,496966.68,1
GA,13275.0,2020,266454.57,3
GA,13275.0,2021,0.0,1
GA,13277.0,1980,2606.35,1
GA,13277.0,1986,11987.7,8
GA,13277.0,1991,0.0,1
GA,13277.0,1994,511801.11,19
GA,13277.0,1998,408276.85,5
GA,13277.0,2001,619357.81,1
GA,13277.0,2005,1712.17,3
GA,13277.0,2009,887670.3600000001,16
GA,13277.0,2012,1009268.2399999999,20
GA,13277.0,2013,19504.96,1
GA,13277.0,2016,0.0,3
GA,13277.0,2018,5929.29,1
GA,13277.0,2020,13121.58,1
GA,13277.0,2021,74669.37999999999,3
GA,13277.0,2023,1283.76,1
GA,13277.0,2024,0.0,6
GA,13279.0,1990,7515.99,2
GA,13279.0,1991,86331.12,2
GA,13279.0,1993,48639.44,1
GA,13279.0,1994,14650.91,1
GA,13279.0,1998,35641.479999999996,3
GA,13279.0,2005,0.0,1
GA,13279.0,2007,0.0,1
GA,13279.0,2009,28284.39,6
GA,13279.0,2010,1543.33,1
GA,13279.0,2015,4136.88,2
GA,13279.0,2016,42901.79,5
GA,13279.0,2020,24035.66,7
GA,13279.0,2024,164372.67,4
GA,13281.0,1998,2659.0,2
GA,13281.0,2003,1730.0,1
GA,13281.0,2004,17327.29,5
GA,13281.0,2009,5533.87,1
GA,13281.0,2010,0.0,1
GA,13281.0,2013,79806.26000000001,2
GA,13281.0,2015,34540.149999999994,2
GA,13281.0,2018,52037.07,8
GA,13281.0,2020,24926.090000000004,5
GA,13281.0,2021,22328.809999999998,4
GA,13285.0,1979,346.7,1
GA,13285.0,1982,94797.87,2
GA,13285.0,1983,67159.5,2
GA,13285.0,1994,32146.9,3
GA,13285.0,1998,129818.65,1
GA,13285.0,2001,321.12,1
GA,13285.0,2002,7554.24,1
GA,13285.0,2003,398453.05,23
GA,13285.0,2004,0.0,1
GA,13285.0,2009,24648.95,2
GA,13285.0,2010,50666.02,3
GA,13285.0,2011,4971.04,1
GA,13285.0,2012,12292.39,2
GA,13285.0,2015,357930.02,16
GA,13285.0,2018,0.0,1
GA,13285.0,2019,453208.96,6
GA,13285.0,2020,12101.539999999999,2
GA,13285.0,2023,218178.58,7
GA,13285.0,2024,7698.18,1
GA,13287.0,2018,0.0,1
GA,13289.0,2009,1563.25,1
GA,13291.0,1990,11441.6,4
GA,13291.0,1994,2425.0,2
GA,13291.0,1996,11674.83,2
GA,13291.0,1998,24091.800000000003,4
GA,13291.0,2001,0.0,1
GA,13291.0,2002,0.0,1
GA,13291.0,2004,211725.44,11
GA,13291.0,2013,104559.84,5
GA,13291.0,2015,42385.29,4
GA,13291.0,2020,142237.16,15
GA,13291.0,2021,117363.7,8
GA,13291.0,2024,4496.6,2
GA,13293.0,1981,232.32,1
GA,13293.0,1982,39621.9,2
GA,13293.0,1994,100848.87,5
GA,13293.0,1998,4606.780000000001,2
GA,13293.0,2003,2650.86,3
GA,13293.0,2005,24593.93,4
GA,13293.0,2013,24056.89,1
GA,13293.0,2015,31460.089999999997,2
GA,13293.0,2018,17761.760000000002,1
GA,13293.0,2021,24929.03,1
GA,13293.0,2023,71330.76,3
GA,13295.0,1979,996.2,1
GA,13295.0,1980,1491.29,1
GA,13295.0,1987,3157.0,1
GA,13295.0,1988,2016.44,1
GA,13295.0,1989,271428.39,8
GA,13295.0,1990,142618.77,4
GA,13295.0,1993,1406.53,1
GA,13295.0,1994,13737.54,2
GA,13295.0,1995,250790.12,17
GA,13295.0,1998,0.0,1
GA,13295.0,2000,691.0,2
GA,13295.0,2003,41358.99,8
GA,13295.0,2004,49158.2,10
GA,13295.0,2007,7021.0,1
GA,13295.0,2008,0.0,1
GA,13295.0,2009,1838879.9000000001,62
GA,13295.0,2010,0.0,1
GA,13295.0,2011,0.0,1
GA,13295.0,2012,0.0,1
GA,13295.0,2013,8326.78,2
GA,13295.0,2015,6927.73,1
GA,13295.0,2018,1214.18,1
GA,13295.0,2020,914400.6699999999,6
GA,13297.0,1990,0.0,1
GA,13297.0,1994,22294.15,3
GA,13297.0,1995,0.0,1
GA,13297.0,2002,0.0,1
GA,13297.0,2003,1004.14,1
GA,13297.0,2005,7344.599999999999,2
GA,13297.0,2007,6611.31,1
GA,13297.0,2009,20140.92,4
GA,13297.0,2010,25189.64,1
GA,13297.0,2015,48753.87,8
GA,13297.0,2019,76353.51999999999,4
GA,13297.0,2020,14778.119999999999,2
GA,13297.0,2023,16805.66,1
GA,13297.0,2024,46475.479999999996,3
GA,13299.0,1979,1188.18,1
GA,13299.0,1980,700.0,2
GA,13299.0,1983,5328.51,3
GA,13299.0,1984,9352.810000000001,4
GA,13299.0,1988,17345.18,2
GA,13299.0,1998,0.0,1
GA,13299.0,2003,0.0,2
GA,13299.0,2004,2425.5299999999997,4
GA,13299.0,2008,0.0,1
GA,13299.0,2009,53609.56,3
GA,13299.0,2010,347.26,2
GA,13299.0,2012,0.0,1
GA,13299.0,2013,0.0,2
GA,13299.0,2014,5784.5,1
GA,13299.0,2015,10443.45,1
GA,13299.0,2017,52719.01,6
GA,13299.0,2018,33119.55,2
GA,13299.0,2023,8346.23,1
GA,13299.0,2024,38763.58,5
GA,13303.0,1998,6154.4,2
GA,13303.0,2005,3728.3,2
GA,13303.0,2020,173019.19,7
GA,13303.0,2024,40932.33,3
GA,13305.0,2003,2909.98,1
GA,13305.0,2009,2743.09,2
GA,13305.0,2013,50534.79,3
GA,13305.0,2021,0.0,1
GA,13309.0,1998,50015.729999999996,4
GA,13309.0,2009,0.0,1
GA,13309.0,2016,26195.370000000003,3
GA,13309.0,2020,5882.58,2
GA,13311.0,1996,0.0,1
GA,13311.0,1998,0.0,4
GA,13311.0,2004,54910.51,15
GA,13311.0,2005,3388.93,1
GA,13311.0,2012,8954.27,2
GA,13311.0,2013,741.89,1
GA,13311.0,2015,12463.34,4
GA,13311.0,2017,0.0,1
GA,13311.0,2018,45287.24,5
GA,13311.0,2020,389753.32999999996,5
GA,13311.0,2021,177877.59,18
GA,13311.0,2022,0.0,1
GA,13313.0,1982,1702.42,1
GA,13313.0,1984,40784.0,2
GA,13313.0,1988,33004.75,1
GA,13313.0,1989,0.0,1
GA,13313.0,1990,407019.26,8
GA,13313.0,1994,118074.04000000001,13
GA,13313.0,1995,31967.989999999998,3
GA,13313.0,1997,22710.11,1
GA,13313.0,2003,192212.23,24
GA,13313.0,2004,16579.23,4
GA,13313.0,2005,0.0,1
GA,13313.0,2009,24615.39,6
GA,13313.0,2010,0.0,2
GA,13313.0,2013,0.0,2
GA,13313.0,2014,500293.54000000004,2
GA,13313.0,2015,17945.670000000002,3
GA,13313.0,2018,18015.75,2
GA,13313.0,2020,1208937.48,7
GA,13313.0,2021,2574.52,1
GA,13313.0,2024,2067344.19,9
GA,13321.0,1982,3384.98,1
GA,13321.0,1990,0.0,1
GA,13321.0,1997,403.99,1
GA,13321.0,1998,82419.19,4
GA,13321.0,2005,66120.20000000001,3
GA,13321.0,2009,194044.37,15
GA,13321.0,2013,62582.340000000004,5
GA,13321.0,2014,0.0,1
GA,13321.0,2015,69403.16,2
GA,13321.0,2017,2232.91,1
GU,66010.0,1980,0.0,1
GU,66010.0,1988,688.82,1
GU,66010.0,1990,1416.55,1
