state,county,year,claim_amount,claim_count
AK,2020.0,1978,11500.0,4
AK,2020.0,1979,4839.37,1
AK,2020.0,1980,609.35,3
AK,2020.0,1981,0.0,2
AK,2020.0,1982,0.0,2
AK,2020.0,1984,0.0,1
AK,2020.0,1985,2150.0,2
AK,2020.0,1989,8403.880000000001,7
AK,2020.0,1990,9064.84,1
AK,2020.0,1992,0.0,1
AK,2020.0,1993,30600.0,1
AK,2020.0,1995,17380.24,3
AK,2020.0,1997,1473.21,2
AK,2020.0,1998,0.0,1
AK,2020.0,2000,1645.56,1
AK,2020.0,2001,0.0,1
AK,2020.0,2002,0.0,1
AK,2020.0,2003,0.0,1
AK,2020.0,2004,0.0,3
AK,2020.0,2005,0.0,2
AK,2020.0,2006,0.0,2
AK,2020.0,2009,1575.67,4
AK,2020.0,2012,138598.38,10
AK,2020.0,2013,26948.01,8
AK,2020.0,2014,676.45,3
AK,2020.0,2015,0.0,1
AK,2020.0,2016,0.0,2
AK,2020.0,2018,0.0,1
AK,2020.0,2021,3845.65,2
AK,2020.0,2023,0.0,2
AK,2020.0,2024,8585.66,4
AK,2050.0,1983,3344.44,2
AK,2050.0,1985,6213.99,5
AK,2050.0,1987,10004.63,1
AK,2050.0,1989,5521.0,4
AK,2050.0,1991,129193.81,8
AK,2050.0,1995,45394.72,4
AK,2050.0,1999,3445.0,2
AK,2050.0,2001,0.0,1
AK,2050.0,2002,49172.11,7
AK,2050.0,2005,9286.24,1
AK,2050.0,2006,3714.08,2
AK,2050.0,2009,32341.909999999996,2
AK,2050.0,2011,0.0,1
AK,2050.0,2013,0.0,1
AK,2050.0,2024,7895.3,4
AK,2090.0,1978,216.46,1
AK,2090.0,1979,0.0,1
AK,2090.0,1980,20701.3,20
AK,2090.0,1981,0.0,1
AK,2090.0,1982,631.06,2
AK,2090.0,1983,0.0,2
AK,2090.0,1984,22302.93,4
AK,2090.0,1985,81058.45,11
AK,2090.0,1986,13928.52,6
AK,2090.0,1990,13316.279999999999,2
AK,2090.0,1991,125387.49,28
AK,2090.0,1992,34300.0,3
AK,2090.0,1993,0.0,1
AK,2090.0,1994,18332.67,3
AK,2090.0,1995,17381.239999999998,3
AK,2090.0,1996,3523.47,1
AK,2090.0,1997,3680.19,5
AK,2090.0,1999,0.0,2
AK,2090.0,2001,7040.56,2
AK,2090.0,2002,77774.7,12
AK,2090.0,2003,161366.01,23
AK,2090.0,2004,67721.73,4
AK,2090.0,2005,46976.689999999995,5
AK,2090.0,2006,2828.0,2
AK,2090.0,2007,11221.4,1
AK,2090.0,2008,674338.68,47
AK,2090.0,2009,202206.11,4
AK,2090.0,2011,99848.36000000002,2
AK,2090.0,2012,0.0,1
AK,2090.0,2014,351774.73,12
AK,2090.0,2015,0.0,2
AK,2090.0,2016,45910.53,6
AK,2090.0,2019,31581.41,4
AK,2090.0,2020,348100.37,12
AK,2090.0,2021,14960.58,2
AK,2090.0,2022,25180.739999999998,2
AK,2090.0,2023,43166.17,4
AK,2090.0,2024,955.84,1
AK,2110.0,1986,1441.68,1
AK,2110.0,1990,0.0,1
AK,2110.0,1993,4108.610000000001,2
AK,2110.0,1995,7697.01,1
AK,2110.0,1996,18271.54,5
AK,2110.0,1998,6545.4,4
AK,2110.0,2003,4899.73,1
AK,2110.0,2004,0.0,1
AK,2110.0,2005,16224.48,3
AK,2110.0,2006,1611.1699999999998,1
AK,2110.0,2009,79759.0,4
AK,2110.0,2010,0.0,1
AK,2110.0,2011,23057.0,1
AK,2110.0,2014,217730.51,2
AK,2110.0,2017,31962.91,3
AK,2110.0,2020,83469.2,4
AK,2110.0,2022,105291.81,4
AK,2110.0,2023,1071576.94,10
AK,2110.0,2024,2490711.45,34
AK,2122.0,1979,4746.1,2
AK,2122.0,1995,139514.06,20
AK,2122.0,1996,0.0,2
AK,2122.0,1999,21598.29,2
AK,2122.0,2000,7749.52,1
AK,2122.0,2002,175134.65999999997,5
AK,2122.0,2006,148309.9,11
AK,2122.0,2007,5535.63,3
AK,2122.0,2008,3597.27,1
AK,2122.0,2009,0.0,1
AK,2122.0,2011,1445.0,1
AK,2122.0,2012,98513.53,23
AK,2122.0,2013,0.0,1
AK,2122.0,2017,28030.54,2
AK,2122.0,2022,10546.46,1
AK,2122.0,2023,68287.42,3
AK,2122.0,2024,514.54,3
AK,2130.0,1980,22500.0,1
AK,2130.0,2001,0.0,2
AK,2130.0,2006,0.0,1
AK,2130.0,2015,99036.46999999999,4
AK,2130.0,2020,7915.73,1
AK,2170.0,1979,7861.8,1
AK,2170.0,1980,421.51,1
AK,2170.0,1981,8802.1,1
AK,2170.0,1986,8252.89,2
AK,2170.0,1988,0.0,1
AK,2170.0,1990,51500.0,1
AK,2170.0,1991,178650.0,4
AK,2170.0,1992,177644.0,1
AK,2170.0,1994,348802.8,5
AK,2170.0,1995,45633.81,2
AK,2170.0,1998,0.0,1
AK,2170.0,2002,6415.08,1
AK,2170.0,2003,0.0,2
AK,2170.0,2004,0.0,1
AK,2170.0,2005,14336.98,3
AK,2170.0,2006,149108.44,16
AK,2170.0,2007,0.0,1
AK,2170.0,2012,602023.14,31
AK,2170.0,2013,0.0,1
AK,2170.0,2014,5212.43,1
AK,2170.0,2019,163182.21,2
AK,2170.0,2021,0.0,1
AK,2170.0,2022,10540.88,1
AK,2170.0,2024,329169.83,3
AK,2180.0,1992,28065.1,3
AK,2180.0,1996,11584.09,1
AK,2180.0,2004,456437.71,10
AK,2180.0,2005,128607.0,1
AK,2180.0,2022,896403.12,10
AK,2185.0,2013,55781.71,1
AK,2188.0,1990,0.0,1
AK,2188.0,2011,3625.62,1
AK,2188.0,2024,40413.42,5
AK,2220.0,1984,0.0,1
AK,2220.0,1985,0.0,2
AK,2220.0,2009,20130.27,2
AK,2220.0,2017,0.0,1
AK,2261.0,1981,12901.34,1
AK,2261.0,1986,12362.24,1
AK,2261.0,1994,9596.380000000001,1
AK,2261.0,2006,33170.479999999996,4
AK,2261.0,2007,0.0,1
AK,2270.0,2006,0.0,1
AK,2270.0,2010,13411.25,1
AK,2280.0,2020,0.0,1
AK,2290.0,1984,0.0,1
AK,2290.0,1992,280345.97000000003,21
AK,2290.0,2005,0.0,1
AK,2290.0,2008,42684.61,10
AK,2290.0,2011,0.0,1
AK,2290.0,2013,3015643.54,33
AK,2290.0,2014,2825.34,4
AK,2290.0,2020,0.0,1
AL,1001.0,1979,38795.17,4
AL,1001.0,1990,464945.49,17
AL,1001.0,1991,4503.8,2
AL,1001.0,1995,3462.0299999999997,2
AL,1001.0,1997,0.0,1
AL,1001.0,1999,48407.19,3
AL,1001.0,2000,294801.08,12
AL,1001.0,2004,0.0,2
AL,1001.0,2005,0.0,1
AL,1001.0,2009,252708.52000000002,12
AL,1001.0,2011,0.0,1
AL,1001.0,2012,0.0,1
AL,1001.0,2013,43792.16,1
AL,1001.0,2015,24464.31,5
AL,1001.0,2016,0.0,2
AL,1001.0,2017,164282.27,6
AL,1001.0,2018,0.0,1
AL,1001.0,2020,0.0,2
AL,1001.0,2024,28044.34,1
AL,1003.0,1978,153488.54,36
AL,1003.0,1979,14339054.09,973
AL,1003.0,1980,75975.65,17
AL,1003.0,1981,145205.56,19
AL,1003.0,1982,0.0,1
AL,1003.0,1983,89291.9,41
AL,1003.0,1984,15080.529999999999,3
AL,1003.0,1985,1463637.0,423
AL,1003.0,1987,30556.41,23
AL,1003.0,1988,2542.65,6
AL,1003.0,1989,241172.08000000002,27
AL,1003.0,1990,233977.23,37
AL,1003.0,1991,67162.43000000001,15
AL,1003.0,1992,11239.98,7
AL,1003.0,1993,7144.15,3
AL,1003.0,1994,29948.78,8
AL,1003.0,1995,14980221.78,1425
AL,1003.0,1996,454236.86,45
AL,1003.0,1997,5622135.71,555
AL,1003.0,1998,36170606.3,2570
AL,1003.0,1999,61331.51,11
AL,1003.0,2000,7585.99,2
AL,1003.0,2001,13340.77,4
AL,1003.0,2002,3148125.26,612
AL,1003.0,2003,273376.86000000004,22
AL,1003.0,2004,331777173.05,5411
AL,1003.0,2005,75850216.81,2592
AL,1003.0,2006,13310.05,3
AL,1003.0,2007,614911.59,39
AL,1003.0,2008,1861341.32,256
AL,1003.0,2009,674483.38,47
AL,1003.0,2010,1964.96,5
AL,1003.0,2011,0.0,7
AL,1003.0,2012,797355.88,95
AL,1003.0,2013,124108.06,18
AL,1003.0,2014,44575151.87,1004
AL,1003.0,2015,34670.69,3
AL,1003.0,2016,81309.48,8
AL,1003.0,2017,1214607.81,92
AL,1003.0,2018,35930.600000000006,9
AL,1003.0,2019,23650.989999999998,6
AL,1003.0,2020,121741280.47,3199
AL,1003.0,2021,352981.46,29
AL,1003.0,2022,0.0,3
AL,1003.0,2023,153968.99000000002,4
AL,1003.0,2024,12149.61,7
AL,1005.0,1990,25511.7,19
AL,1005.0,1994,12683.74,1
AL,1005.0,1995,604.0,1
AL,1005.0,1998,0.0,1
AL,1005.0,2005,10305.78,2
AL,1005.0,2015,628947.71,7
AL,1005.0,2018,0.0,1
AL,1005.0,2020,16797.8,2
AL,1007.0,1979,3935.0,1
AL,1007.0,1983,5175.45,1
AL,1007.0,1985,19433.92,2
AL,1007.0,1994,0.0,1
AL,1007.0,1998,0.0,1
AL,1007.0,2009,2651.29,1
AL,1007.0,2012,1703.85,1
AL,1007.0,2014,0.0,1
AL,1007.0,2018,0.0,1
AL,1007.0,2022,0.0,1
AL,1007.0,2024,85.94,1
AL,1009.0,1979,29000.0,1
AL,1009.0,1981,0.0,1
AL,1009.0,1982,1950.0,1
AL,1009.0,1984,0.0,1
AL,1009.0,1987,46592.380000000005,3
AL,1009.0,1988,10206.08,1
AL,1009.0,1990,26907.63,2
AL,1009.0,1995,22404.77,1
AL,1009.0,1997,12450.08,2
AL,1009.0,1998,4344.72,1
AL,1009.0,1999,9052.31,1
AL,1009.0,2000,3510.22,1
AL,1009.0,2001,9501.92,1
AL,1009.0,2005,55732.75,1
AL,1009.0,2015,526760.18,4
AL,1009.0,2020,25444.22,3
AL,1009.0,2021,15070.14,1
AL,1011.0,1980,653.95,1
AL,1011.0,2009,61460.69,2
AL,1013.0,1979,9900.0,2
AL,1013.0,2014,0.0,1
AL,1015.0,1979,37301.41,16
AL,1015.0,1980,1981.49,2
AL,1015.0,1984,0.0,1
AL,1015.0,1985,3100.0,2
AL,1015.0,1989,0.0,1
AL,1015.0,1990,46482.04,11
AL,1015.0,1991,1182.32,2
AL,1015.0,1992,2535.79,3
AL,1015.0,1993,6877.650000000001,3
AL,1015.0,1994,5652.89,2
AL,1015.0,1995,102110.03,12
AL,1015.0,1996,0.0,2
AL,1015.0,1997,3086.8,4
AL,1015.0,1998,1329.91,1
AL,1015.0,1999,7661.03,2
AL,1015.0,2000,0.0,1
AL,1015.0,2002,0.0,2
AL,1015.0,2003,24745.05,14
AL,1015.0,2004,5861.0,1
AL,1015.0,2005,0.0,1
AL,1015.0,2006,112774.44,1
AL,1015.0,2007,3925.55,1
AL,1015.0,2008,0.0,2
AL,1015.0,2009,12415.93,3
AL,1015.0,2010,0.0,2
AL,1015.0,2011,25238.47,4
AL,1015.0,2013,10540.380000000001,2
AL,1015.0,2014,0.0,1
AL,1015.0,2015,17209.99,6
AL,1015.0,2016,30119.93,2
AL,1015.0,2017,0.0,1
AL,1015.0,2019,41609.89,2
AL,1015.0,2020,2609.18,2
AL,1015.0,2021,28521.53,5
AL,1015.0,2022,52724.369999999995,2
AL,1015.0,2023,0.0,2
AL,1015.0,2025,0.0,1
AL,1017.0,2003,650952.72,9
AL,1017.0,2005,17228.97,2
AL,1017.0,2009,97006.44,2
AL,1017.0,2012,0.0,1
AL,1017.0,2015,87436.61,3
AL,1017.0,2016,0.0,1
AL,1017.0,2020,22063.29,1
AL,1017.0,2021,0.0,2
AL,1017.0,2023,46779.69,3
AL,1019.0,1979,12875.0,2
AL,1019.0,1990,0.0,1
AL,1019.0,1995,22000.0,1
AL,1019.0,1997,709.47,1
AL,1019.0,2000,0.0,1
AL,1019.0,2009,12354.83,2
AL,1019.0,2011,0.0,1
AL,1019.0,2013,11279.19,1
AL,1019.0,2015,110968.95,2
AL,1019.0,2019,91538.94,11
AL,1019.0,2020,2433.63,1
AL,1019.0,2021,1383.85,1
AL,1019.0,2022,60000.0,1
AL,1021.0,1978,1199.25,1
AL,1021.0,1979,7459.5,1
AL,1021.0,1982,0.0,1
AL,1021.0,1990,31222.12,4
AL,1021.0,2011,2344.4,1
AL,1021.0,2017,0.0,1
AL,1021.0,2025,0.0,1
AL,1023.0,1978,0.0,2
AL,1023.0,1979,54249.44,8
AL,1023.0,1980,26771.879999999997,8
AL,1023.0,1983,10997.54,4
AL,1023.0,1987,3841.19,1
AL,1023.0,1991,7268.95,1
AL,1023.0,1992,0.0,1
AL,1023.0,1997,109503.54000000001,6
AL,1023.0,1998,28849.769999999997,5
AL,1023.0,2001,0.0,1
AL,1023.0,2005,1841.88,3
AL,1023.0,2009,28581.33,1
AL,1023.0,2010,0.0,2
AL,1023.0,2013,19870.96,1
AL,1023.0,2015,151789.62,4
AL,1023.0,2018,80443.45000000001,2
AL,1023.0,2019,0.0,1
AL,1023.0,2020,36280.11,1
AL,1023.0,2023,2519.33,1
AL,1025.0,1979,121199.2,7
AL,1025.0,1980,33242.380000000005,4
AL,1025.0,1981,21260.120000000003,1
AL,1025.0,1983,0.0,1
AL,1025.0,1995,10502.2,1
AL,1025.0,1997,0.0,1
AL,1025.0,1998,23521.82,3
AL,1025.0,2004,35106.9,2
AL,1025.0,2005,62911.43,1
AL,1025.0,2018,586840.96,10
AL,1027.0,1985,0.0,1
AL,1031.0,1978,3028.0,1
AL,1031.0,1979,2651.0699999999997,2
AL,1031.0,1982,1383.0,2
AL,1031.0,1983,1446.8700000000001,2
AL,1031.0,1984,0.0,1
AL,1031.0,1985,6179.74,3
AL,1031.0,1989,0.0,1
AL,1031.0,1990,1471561.3,56
AL,1031.0,1992,0.0,1
AL,1031.0,1993,2116.44,2
AL,1031.0,1994,570392.53,76
AL,1031.0,1995,10349.63,8
AL,1031.0,1996,0.0,1
AL,1031.0,1998,13230238.040000001,334
AL,1031.0,2003,8554.94,3
AL,1031.0,2005,3179.62,2
AL,1031.0,2007,0.0,1
AL,1031.0,2008,3038.01,1
AL,1031.0,2009,198223.44,10
AL,1031.0,2012,142512.38999999998,11
AL,1031.0,2013,0.0,3
AL,1031.0,2014,54502.02,8
AL,1031.0,2015,1925994.57,55
AL,1031.0,2016,0.0,1
AL,1031.0,2018,182.73,1
AL,1031.0,2020,34047.270000000004,2
AL,1031.0,2024,9205.76,1
AL,1033.0,1978,4496.76,2
AL,1033.0,1979,5506.16,4
AL,1033.0,1980,4148.4400000000005,4
AL,1033.0,1983,44889.479999999996,13
AL,1033.0,1984,7109.94,2
AL,1033.0,1990,9183.6,2
AL,1033.0,1991,183925.62,20
AL,1033.0,1992,146794.51,16
AL,1033.0,1994,12567.3,1
AL,1033.0,1995,13109.82,1
AL,1033.0,1996,7089.69,1
AL,1033.0,1997,40999.89,4
AL,1033.0,1998,58512.9,4
AL,1033.0,1999,86282.1,4
AL,1033.0,2000,68213.51999999999,2
AL,1033.0,2001,1455.91,2
AL,1033.0,2002,54399.909999999996,4
AL,1033.0,2003,10759.27,2
AL,1033.0,2004,98439.78,5
AL,1033.0,2008,18488.83,3
AL,1033.0,2009,8084.220000000001,2
AL,1033.0,2011,71733.78,3
AL,1033.0,2012,3243.5,1
AL,1033.0,2014,53976.13,2
AL,1033.0,2015,65644.5,2
AL,1033.0,2016,2110.98,2
AL,1033.0,2018,11472.830000000002,2
AL,1033.0,2019,592150.5700000001,18
AL,1033.0,2020,74801.63,5
AL,1033.0,2021,39723.09,3
AL,1033.0,2023,86345.2,3
AL,1033.0,2024,1165.24,2
AL,1033.0,2025,0.0,2
AL,1035.0,1979,62489.5,2
AL,1035.0,2009,0.0,1
AL,1037.0,1990,0.0,1
AL,1037.0,1996,27870.48,1
AL,1037.0,2003,20565.03,1
AL,1037.0,2009,0.0,1
AL,1037.0,2010,32801.38,2
AL,1037.0,2011,32664.34,1
AL,1037.0,2015,72162.38,2
AL,1037.0,2020,0.0,1
AL,1039.0,1994,759.9,1
AL,1039.0,1998,345756.76,27
AL,1039.0,1999,9420.39,1
AL,1039.0,2001,7158.12,2
AL,1039.0,2013,0.0,1
AL,1039.0,2015,33467.91,3
AL,1039.0,2020,0.0,2
AL,1041.0,1995,0.0,1
AL,1041.0,1998,0.0,1
AL,1043.0,1979,132788.46,3
AL,1043.0,1990,5682.49,1
AL,1043.0,1996,147.45,1
AL,1043.0,2002,0.0,1
AL,1043.0,2004,11440.82,2
AL,1043.0,2009,16149.62,3
AL,1043.0,2011,0.0,2
AL,1043.0,2015,216987.88,8
AL,1043.0,2020,46306.2,1
AL,1043.0,2021,134092.63,7
AL,1043.0,2023,0.0,1
AL,1045.0,1979,11810.42,2
AL,1045.0,1981,75.0,1
AL,1045.0,1984,0.0,1
AL,1045.0,1988,10788.37,1
AL,1045.0,1990,126958.47,5
AL,1045.0,1993,56603.09,3
AL,1045.0,1994,2245819.61,68
AL,1045.0,1995,0.0,1
AL,1045.0,1998,813670.18,37
AL,1045.0,2005,43519.55,2
AL,1045.0,2009,255330.27,11
AL,1045.0,2010,1098.16,1
AL,1045.0,2012,2035.37,1
AL,1045.0,2013,2487.2,3
AL,1045.0,2015,90824.86,5
AL,1045.0,2019,0.0,1
AL,1045.0,2023,0.0,1
AL,1047.0,1979,153178.63,32
AL,1047.0,1980,780.1,1
AL,1047.0,1983,740.4,3
AL,1047.0,1985,0.0,1
AL,1047.0,1990,1083923.25,99
AL,1047.0,1992,0.0,1
AL,1047.0,1993,0.0,2
AL,1047.0,1995,14524.6,2
AL,1047.0,1998,31066.25,3
AL,1047.0,1999,17174.98,2
AL,1047.0,2001,36757.68,6
AL,1047.0,2003,0.0,2
AL,1047.0,2004,52728.42,2
AL,1047.0,2005,33099.79,2
AL,1047.0,2009,15163.42,5
AL,1047.0,2010,0.0,2
AL,1047.0,2012,106912.88,7
AL,1047.0,2013,98425.45999999999,7
AL,1047.0,2015,155394.89,1
AL,1047.0,2016,2972.33,4
AL,1047.0,2018,0.0,1
AL,1047.0,2020,27410.230000000003,3
AL,1047.0,2021,63679.979999999996,3
AL,1047.0,2023,4746.76,2
AL,1047.0,2024,32143.73,2
AL,1049.0,1988,660.0,1
AL,1049.0,1992,60704.600000000006,2
AL,1049.0,1995,113862.52,13
AL,1049.0,1997,2254.0,1
AL,1049.0,1999,4160.96,1
AL,1049.0,2002,0.0,1
AL,1049.0,2003,128087.26,2
AL,1049.0,2007,130000.0,2
AL,1049.0,2009,0.0,2
AL,1049.0,2011,0.0,1
AL,1049.0,2014,192358.81,5
AL,1049.0,2015,10461.72,1
AL,1049.0,2020,391931.5399999999,7
AL,1049.0,2021,3722.84,1
AL,1051.0,1978,696.72,1
AL,1051.0,1979,39263.979999999996,3
AL,1051.0,1980,162.25,1
AL,1051.0,1985,0.0,1
AL,1051.0,1990,246157.46,7
AL,1051.0,1994,0.0,1
AL,1051.0,1995,28428.63,2
AL,1051.0,1996,19394.85,1
AL,1051.0,1997,49725.92,2
AL,1051.0,2000,7959.98,1
AL,1051.0,2001,2717.22,1
AL,1051.0,2004,0.0,1
AL,1051.0,2005,36973.99,2
AL,1051.0,2006,20116.64,1
AL,1051.0,2008,0.0,1
AL,1051.0,2009,135728.16,15
AL,1051.0,2010,0.0,1
AL,1051.0,2011,0.0,1
AL,1051.0,2012,14813.67,3
AL,1051.0,2013,0.0,1
AL,1051.0,2015,55130.11,7
AL,1051.0,2016,120118.28,3
AL,1051.0,2017,16582.43,1
AL,1051.0,2018,0.0,1
AL,1051.0,2020,0.0,1
AL,1051.0,2021,10811.78,2
AL,1051.0,2023,203695.65,1
AL,1051.0,2024,83298.45999999999,2
AL,1053.0,1978,12267.98,10
AL,1053.0,1979,152777.2,11
AL,1053.0,1980,4507.1,3
AL,1053.0,1981,33845.060000000005,3
AL,1053.0,1983,2307.48,2
AL,1053.0,1985,8799.2,4
AL,1053.0,1986,5703.26,2
AL,1053.0,1987,450.52,1
AL,1053.0,1989,2463.27,3
AL,1053.0,1990,790304.78,30
AL,1053.0,1993,1532.2,1
AL,1053.0,1994,3484.75,1
AL,1053.0,1995,182340.22,20
AL,1053.0,1996,3150.57,2
AL,1053.0,1997,0.0,2
AL,1053.0,1998,6136190.4,126
AL,1053.0,2001,0.0,1
AL,1053.0,2003,10131.17,2
AL,1053.0,2004,322362.9,21
AL,1053.0,2008,38554.869999999995,5
AL,1053.0,2009,3190638.29,78
AL,1053.0,2010,2004.69,2
AL,1053.0,2013,27562.23,3
AL,1053.0,2014,0.0,1
AL,1053.0,2016,16762.62,1
AL,1053.0,2017,1578.37,2
AL,1053.0,2020,1803299.54,39
AL,1053.0,2021,843199.4500000001,4
AL,1055.0,1979,111627.40000000001,15
AL,1055.0,1980,18013.28,8
AL,1055.0,1982,16711.5,4
AL,1055.0,1983,9798.66,5
AL,1055.0,1984,8104.2300000000005,2
AL,1055.0,1985,8908.0,6
AL,1055.0,1989,5036.45,1
AL,1055.0,1990,37257.93,10
AL,1055.0,1991,0.0,1
AL,1055.0,1995,695.0,1
AL,1055.0,1996,7729.41,3
AL,1055.0,1997,58003.23,7
AL,1055.0,1999,24782.920000000002,3
AL,1055.0,2000,12663.39,2
AL,1055.0,2001,3003.0,1
AL,1055.0,2002,0.0,2
AL,1055.0,2003,3136.89,2
AL,1055.0,2004,230818.83000000002,19
AL,1055.0,2005,47111.08,1
AL,1055.0,2009,7143.78,2
AL,1055.0,2010,1298.02,1
AL,1055.0,2011,923.64,3
AL,1055.0,2012,12643.75,1
AL,1055.0,2013,7132.5,3
AL,1055.0,2014,0.0,1
AL,1055.0,2015,28624.24,7
AL,1055.0,2016,0.0,1
AL,1055.0,2017,3753.07,1
AL,1055.0,2018,2571.8,1
AL,1055.0,2019,6590.75,2
AL,1055.0,2020,75000.0,4
AL,1055.0,2021,39574.84,5
AL,1055.0,2022,26402.48,2
AL,1055.0,2024,0.0,2
AL,1059.0,2015,7081.67,2
AL,1059.0,2019,45011.56,2
AL,1061.0,1978,12718.59,10
AL,1061.0,1990,246003.44,12
AL,1061.0,1991,185.0,1
AL,1061.0,1994,667069.89,30
AL,1061.0,1995,10924.48,2
AL,1061.0,1998,993674.11,52
AL,1061.0,2009,425598.07,22
AL,1061.0,2010,14735.43,1
AL,1061.0,2013,171572.42,15
AL,1061.0,2015,66200.0,2
AL,1061.0,2016,13840.400000000001,2
AL,1061.0,2020,154922.13,5
AL,1063.0,1979,7862.950000000001,1
AL,1063.0,1980,12590.449999999999,9
AL,1063.0,1983,27176.79,11
AL,1063.0,1984,0.0,1
AL,1063.0,1990,60917.63,10
AL,1063.0,1991,190216.74,37
AL,1063.0,2000,1297.84,1
AL,1063.0,2004,20176.29,4
AL,1063.0,2005,6058.18,3
AL,1063.0,2009,16253.25,2
AL,1063.0,2010,0.0,1
AL,1063.0,2015,20160.99,2
AL,1063.0,2019,299014.93,10
AL,1063.0,2020,403093.95,17
AL,1063.0,2021,3105.17,2
AL,1065.0,1978,0.0,1
AL,1065.0,1979,18915.47,2
AL,1065.0,1980,19993.55,19
AL,1065.0,1983,36164.96,18
AL,1065.0,1985,12000.0,1
AL,1065.0,1990,107393.11,14
AL,1065.0,1991,0.0,1
AL,1065.0,2000,85630.13,11
AL,1065.0,2004,2900.66,2
AL,1065.0,2006,8916.66,1
AL,1065.0,2007,2694.3,2
AL,1065.0,2008,7331.0,1
AL,1065.0,2009,94177.01000000001,16
AL,1065.0,2011,12940.95,3
AL,1065.0,2013,0.0,1
AL,1065.0,2014,0.0,2
AL,1065.0,2015,14607.229999999998,6
AL,1065.0,2016,1327.83,2
AL,1065.0,2018,10000.0,1
AL,1065.0,2020,235849.52000000002,9
AL,1065.0,2021,0.0,1
AL,1067.0,1990,17423.04,1
AL,1067.0,1994,117317.49,5
AL,1067.0,1998,36550.59,7
AL,1067.0,2009,0.0,1
AL,1067.0,2018,0.0,1
AL,1067.0,2020,17704.24,2
AL,1067.0,2023,231100.52999999997,1
AL,1067.0,2024,46412.46,1
AL,1069.0,1978,7427.18,3
AL,1069.0,1979,26096.88,2
AL,1069.0,1982,4398.0,1
AL,1069.0,1983,33194.53,2
AL,1069.0,1985,571.95,1
AL,1069.0,1989,2606.87,4
AL,1069.0,1990,16186.0,1
AL,1069.0,1991,5093.0,3
AL,1069.0,1994,616038.14,25
AL,1069.0,1997,27783.489999999998,1
AL,1069.0,1998,274719.0,26
AL,1069.0,2001,855.73,1
AL,1069.0,2004,0.0,1
AL,1069.0,2005,4144.8099999999995,2
AL,1069.0,2006,128756.5,1
AL,1069.0,2007,150481.94,4
AL,1069.0,2008,3211.24,2
AL,1069.0,2009,1482618.9,52
AL,1069.0,2010,10108.08,2
AL,1069.0,2012,12263.85,1
AL,1069.0,2013,251664.91,11
AL,1069.0,2014,12525.4,2
AL,1069.0,2015,380144.66,11
AL,1069.0,2016,122577.34,9
AL,1069.0,2017,0.0,1
AL,1069.0,2018,40938.75,4
AL,1069.0,2019,1477.61,1
AL,1069.0,2020,5534.4800000000005,3
AL,1069.0,2022,48547.7,1
AL,1069.0,2023,6608.3,2
AL,1069.0,2024,430755.55,14
AL,1071.0,1979,24899.829999999998,3
AL,1071.0,1980,2735.83,1
AL,1071.0,1982,3253.5,2
AL,1071.0,1989,1561.53,1
AL,1071.0,1990,35838.95,5
AL,1071.0,1994,12841.56,4
AL,1071.0,1995,4155.61,2
AL,1071.0,1998,19054.48,1
AL,1071.0,1999,0.0,2
AL,1071.0,2001,14088.12,1
AL,1071.0,2003,181698.36,14
AL,1071.0,2008,266.47,1
AL,1071.0,2009,2277.32,5
AL,1071.0,2010,178305.71,9
AL,1071.0,2011,3020.79,1
AL,1071.0,2012,20037.73,4
AL,1071.0,2013,3180.03,2
AL,1071.0,2015,36705.03,3
AL,1071.0,2018,21663.32,1
AL,1071.0,2020,98477.59,6
AL,1073.0,1978,17199.43,10
AL,1073.0,1979,1967659.68,260
AL,1073.0,1980,76258.35,30
AL,1073.0,1981,37391.68,20
AL,1073.0,1982,279873.33,142
AL,1073.0,1983,1934613.47,260
AL,1073.0,1984,2068.52,5
AL,1073.0,1985,8062.2699999999995,6
AL,1073.0,1986,5372.89,1
AL,1073.0,1988,5396.35,5
AL,1073.0,1989,16675.25,11
AL,1073.0,1990,76560.88,15
AL,1073.0,1991,21050.8,6
AL,1073.0,1992,14761.47,4
AL,1073.0,1993,577.38,2
AL,1073.0,1994,4709.42,3
AL,1073.0,1995,969519.12,72
AL,1073.0,1996,395441.56,69
AL,1073.0,1997,51091.18,8
AL,1073.0,1998,211319.56,56
AL,1073.0,1999,1571172.2,85
AL,1073.0,2000,1710827.14,128
AL,1073.0,2001,216716.07,42
AL,1073.0,2002,1282420.9,101
AL,1073.0,2003,7813300.38,311
AL,1073.0,2004,2897868.31,220
AL,1073.0,2005,509146.96,37
AL,1073.0,2006,311185.02,20
AL,1073.0,2007,16001.86,3
AL,1073.0,2008,289121.99,10
AL,1073.0,2009,230847.22,36
AL,1073.0,2010,23215.46,12
AL,1073.0,2011,6094497.87,217
AL,1073.0,2012,170259.44,11
AL,1073.0,2013,509856.29,41
AL,1073.0,2014,5319008.05,180
AL,1073.0,2015,964159.79,79
AL,1073.0,2016,22306.21,4
AL,1073.0,2017,430771.54,35
AL,1073.0,2018,232456.26,18
AL,1073.0,2019,175102.53,7
AL,1073.0,2020,1359390.3499999999,53
AL,1073.0,2021,6609779.15,162
AL,1073.0,2022,1974039.83,53
AL,1073.0,2023,467249.82000000007,12
AL,1073.0,2024,86571.2,8
AL,1073.0,2025,0.0,4
AL,1075.0,1979,5825.95,2
