propertyState,countyCode,Year,totalPremium,totalPolicies
MD,24031.0,2017,1177990,2376
MD,24031.0,2018,1179953,2375
MD,24031.0,2019,1247567,2346
MD,24031.0,2020,1304634,2364
MD,24031.0,2021,1419995,2459
MD,24031.0,2022,1099986,2441
MD,24031.0,2023,911370,2269
MD,24031.0,2024,945935,2262
MD,24033.0,2015,2310385,3456
MD,24033.0,2016,2483244,3776
MD,24033.0,2017,2321986,3689
MD,24033.0,2018,2501463,3734
MD,24033.0,2019,2661368,3611
MD,24033.0,2020,2831965,3626
MD,24033.0,2021,2937672,3681
MD,24033.0,2022,2026023,3682
MD,24033.0,2023,1705275,3336
MD,24033.0,2024,1830025,3357
MD,24035.0,2015,1624794,2584
MD,24035.0,2016,1579242,2466
MD,24035.0,2017,1383696,2379
MD,24035.0,2018,1360669,2307
MD,24035.0,2019,1378718,2248
MD,24035.0,2020,1409787,2226
MD,24035.0,2021,1450187,2203
MD,24035.0,2022,992969,2293
MD,24035.0,2023,866767,2226
MD,24035.0,2024,876630,2229
MD,24037.0,2015,1064803,1394
MD,24037.0,2016,1048953,1357
MD,24037.0,2017,1015298,1315
MD,24037.0,2018,1024157,1319
MD,24037.0,2019,1028041,1280
MD,24037.0,2020,1012823,1265
MD,24037.0,2021,1005910,1256
MD,24037.0,2022,803536,1213
MD,24037.0,2023,724480,1135
MD,24037.0,2024,740722,1090
MD,24039.0,2015,1408392,2071
MD,24039.0,2016,1440147,2055
MD,24039.0,2017,1447072,1994
MD,24039.0,2018,1437468,1890
MD,24039.0,2019,1474954,1850
MD,24039.0,2020,1422218,1776
MD,24039.0,2021,1428957,1775
MD,24039.0,2022,910039,1822
MD,24039.0,2023,827607,1840
MD,24039.0,2024,883318,1876
MD,24041.0,2015,1904746,2604
MD,24041.0,2016,1917550,2737
MD,24041.0,2017,1541017,2369
MD,24041.0,2018,1411862,2233
MD,24041.0,2019,1426580,2158
MD,24041.0,2020,1452951,2136
MD,24041.0,2021,1460737,2116
MD,24041.0,2022,1030926,2095
MD,24041.0,2023,882238,2009
MD,24041.0,2024,881794,2016
MD,24043.0,2015,339245,338
MD,24043.0,2016,346882,348
MD,24043.0,2017,391504,398
MD,24043.0,2018,355025,383
MD,24043.0,2019,340540,356
MD,24043.0,2020,353664,343
MD,24043.0,2021,374139,334
MD,24043.0,2022,277680,341
MD,24043.0,2023,252564,324
MD,24043.0,2024,270596,328
MD,24045.0,2015,498298,716
MD,24045.0,2016,524944,724
MD,24045.0,2017,554814,772
MD,24045.0,2018,564579,779
MD,24045.0,2019,543453,757
MD,24045.0,2020,545315,744
MD,24045.0,2021,587137,754
MD,24045.0,2022,415060,722
MD,24045.0,2023,399650,694
MD,24045.0,2024,416314,690
MD,24047.0,2015,11871601,34233
MD,24047.0,2016,10435065,32812
MD,24047.0,2017,9651372,31590
MD,24047.0,2018,9355740,30856
MD,24047.0,2019,9550326,30477
MD,24047.0,2020,9844254,30318
MD,24047.0,2021,10221084,30958
MD,24047.0,2022,9365778,31396
MD,24047.0,2023,9509590,30644
MD,24047.0,2024,10253807,30287
MD,24510.0,2015,2049983,3178
MD,24510.0,2016,2012525,3019
MD,24510.0,2017,1952488,2980
MD,24510.0,2018,2112868,2868
MD,24510.0,2019,2774785,2832
MD,24510.0,2020,3241031,3005
MD,24510.0,2021,3475935,3374
MD,24510.0,2022,2343017,3599
MD,24510.0,2023,2080833,3764
MD,24510.0,2024,2121021,3482
ME,23001.0,2015,204703,227
ME,23001.0,2016,227706,233
ME,23001.0,2017,216737,219
ME,23001.0,2018,210956,203
ME,23001.0,2019,223890,195
ME,23001.0,2020,228913,189
ME,23001.0,2021,238024,174
ME,23001.0,2022,257492,185
ME,23001.0,2023,279507,199
ME,23001.0,2024,327982,219
ME,23003.0,2015,157232,218
ME,23003.0,2016,173246,199
ME,23003.0,2017,147670,175
ME,23003.0,2018,153906,169
ME,23003.0,2019,207012,233
ME,23003.0,2020,144587,164
ME,23003.0,2021,149374,157
ME,23003.0,2022,138127,143
ME,23003.0,2023,117955,124
ME,23003.0,2024,123471,126
ME,23005.0,2015,1481934,1557
ME,23005.0,2016,1525429,1558
ME,23005.0,2017,1543485,1479
ME,23005.0,2018,1544934,1466
ME,23005.0,2019,1554056,1435
ME,23005.0,2020,1531912,1424
ME,23005.0,2021,1467823,1411
ME,23005.0,2022,1201518,1406
ME,23005.0,2023,1200178,1423
ME,23005.0,2024,1788801,1738
ME,23007.0,2015,113621,158
ME,23007.0,2016,120802,149
ME,23007.0,2017,127131,153
ME,23007.0,2018,124020,136
ME,23007.0,2019,149624,131
ME,23007.0,2020,120020,123
ME,23007.0,2021,160911,128
ME,23007.0,2022,126655,122
ME,23007.0,2023,123748,113
ME,23007.0,2024,168783,131
ME,23009.0,2015,464773,412
ME,23009.0,2016,501901,447
ME,23009.0,2017,333931,355
ME,23009.0,2018,316921,351
ME,23009.0,2019,316900,359
ME,23009.0,2020,304140,334
ME,23009.0,2021,345791,341
ME,23009.0,2022,266855,326
ME,23009.0,2023,263055,327
ME,23009.0,2024,314359,343
ME,23011.0,2015,558330,467
ME,23011.0,2016,656482,481
ME,23011.0,2017,564316,416
ME,23011.0,2018,566222,380
ME,23011.0,2019,601897,361
ME,23011.0,2020,555952,331
ME,23011.0,2021,602061,311
ME,23011.0,2022,475265,294
ME,23011.0,2023,454034,293
ME,23011.0,2024,568039,306
ME,23013.0,2015,430350,310
ME,23013.0,2016,442718,376
ME,23013.0,2017,418730,343
ME,23013.0,2018,452765,340
ME,23013.0,2019,460991,331
ME,23013.0,2020,469458,309
ME,23013.0,2021,500993,322
ME,23013.0,2022,382033,354
ME,23013.0,2023,360258,354
ME,23013.0,2024,437306,410
ME,23015.0,2015,501801,453
ME,23015.0,2016,490629,450
ME,23015.0,2017,437278,402
ME,23015.0,2018,444552,389
ME,23015.0,2019,487240,388
ME,23015.0,2020,481069,382
ME,23015.0,2021,436893,349
ME,23015.0,2022,415580,357
ME,23015.0,2023,310429,338
ME,23015.0,2024,445301,378
ME,23017.0,2015,370858,352
ME,23017.0,2016,385990,330
ME,23017.0,2017,356081,304
ME,23017.0,2018,369393,289
ME,23017.0,2019,372921,284
ME,23017.0,2020,351679,261
ME,23017.0,2021,337991,255
ME,23017.0,2022,286976,248
ME,23017.0,2023,281461,243
ME,23017.0,2024,406496,312
ME,23019.0,2015,390447,440
ME,23019.0,2016,438846,443
ME,23019.0,2017,455896,436
ME,23019.0,2018,413529,384
ME,23019.0,2019,409097,368
ME,23019.0,2020,397087,353
ME,23019.0,2021,320275,327
ME,23019.0,2022,351358,321
ME,23019.0,2023,330201,308
ME,23019.0,2024,324616,267
ME,23021.0,2015,96950,74
ME,23021.0,2016,120337,71
ME,23021.0,2017,63249,66
ME,23021.0,2018,62283,64
ME,23021.0,2019,58808,63
ME,23021.0,2020,58743,56
ME,23021.0,2021,71291,70
ME,23021.0,2022,54808,64
ME,23021.0,2023,56428,68
ME,23021.0,2024,57311,60
ME,23023.0,2015,211519,217
ME,23023.0,2016,210146,196
ME,23023.0,2017,180250,171
ME,23023.0,2018,223413,175
ME,23023.0,2019,217808,168
ME,23023.0,2020,176669,168
ME,23023.0,2021,189047,165
ME,23023.0,2022,158793,162
ME,23023.0,2023,149286,165
ME,23023.0,2024,202694,168
ME,23025.0,2015,190904,240
ME,23025.0,2016,181510,217
ME,23025.0,2017,170564,194
ME,23025.0,2018,189697,185
ME,23025.0,2019,210576,167
ME,23025.0,2020,214967,164
ME,23025.0,2021,196882,150
ME,23025.0,2022,176926,151
ME,23025.0,2023,186415,138
ME,23025.0,2024,267696,171
ME,23027.0,2015,247599,184
ME,23027.0,2016,221841,165
ME,23027.0,2017,177212,152
ME,23027.0,2018,181511,152
ME,23027.0,2019,179395,147
ME,23027.0,2020,218479,150
ME,23027.0,2021,183312,146
ME,23027.0,2022,182556,144
ME,23027.0,2023,159023,141
ME,23027.0,2024,175413,157
ME,23029.0,2015,138986,132
ME,23029.0,2016,151471,143
ME,23029.0,2017,134244,138
ME,23029.0,2018,120489,112
ME,23029.0,2019,136727,114
ME,23029.0,2020,152449,111
ME,23029.0,2021,164703,116
ME,23029.0,2022,128090,123
ME,23029.0,2023,100296,111
ME,23029.0,2024,119072,118
ME,23031.0,2015,3569722,3676
ME,23031.0,2016,3658521,3742
ME,23031.0,2017,3467600,3554
ME,23031.0,2018,3380906,3495
ME,23031.0,2019,3375387,3397
ME,23031.0,2020,3240621,3297
ME,23031.0,2021,3174164,3272
ME,23031.0,2022,3060736,3268
ME,23031.0,2023,3226163,3177
ME,23031.0,2024,5072304,4070
MI,26001.0,2015,36159,42
MI,26001.0,2016,46011,46
MI,26001.0,2017,35250,39
MI,26001.0,2018,31263,37
MI,26001.0,2019,40045,41
MI,26001.0,2020,38835,52
MI,26001.0,2021,32207,49
MI,26001.0,2022,34145,50
MI,26001.0,2023,22040,39
MI,26001.0,2024,24775,38
MI,26003.0,2015,11139,14
MI,26003.0,2016,12291,14
MI,26003.0,2017,12760,14
MI,26003.0,2018,16059,15
MI,26003.0,2019,15467,17
MI,26003.0,2020,25956,19
MI,26003.0,2021,17998,19
MI,26003.0,2022,12791,17
MI,26003.0,2023,11107,19
MI,26003.0,2024,11366,18
MI,26005.0,2015,138837,170
MI,26005.0,2016,105519,155
MI,26005.0,2017,106941,151
MI,26005.0,2018,88261,151
MI,26005.0,2019,96836,165
MI,26005.0,2020,127533,176
MI,26005.0,2021,133760,162
MI,26005.0,2022,119410,154
MI,26005.0,2023,177124,184
MI,26005.0,2024,166351,182
MI,26007.0,2015,75379,108
MI,26007.0,2016,74423,99
MI,26007.0,2017,83875,96
MI,26007.0,2018,75159,84
MI,26007.0,2019,68814,82
MI,26007.0,2020,83535,107
MI,26007.0,2021,78913,93
MI,26007.0,2022,74444,78
MI,26007.0,2023,63894,66
MI,26007.0,2024,61847,56
MI,26009.0,2015,25865,33
MI,26009.0,2016,27111,36
MI,26009.0,2017,20370,29
MI,26009.0,2018,21842,28
MI,26009.0,2019,15608,25
MI,26009.0,2020,19393,29
MI,26009.0,2021,28450,28
MI,26009.0,2022,9400,20
MI,26009.0,2023,12551,21
MI,26009.0,2024,11716,20
MI,26011.0,2015,165049,237
MI,26011.0,2016,161795,229
MI,26011.0,2017,166159,193
MI,26011.0,2018,163870,192
MI,26011.0,2019,179487,205
MI,26011.0,2020,193612,202
MI,26011.0,2021,193864,196
MI,26011.0,2022,142043,167
MI,26011.0,2023,99957,131
MI,26011.0,2024,94676,113
MI,26013.0,2015,6636,8
MI,26013.0,2016,15963,6
MI,26013.0,2017,6354,5
MI,26013.0,2018,7648,9
MI,26013.0,2019,8708,6
MI,26013.0,2020,10803,7
MI,26013.0,2021,13483,7
MI,26013.0,2022,5450,12
MI,26013.0,2023,5060,9
MI,26013.0,2024,6973,12
MI,26015.0,2015,273705,259
MI,26015.0,2016,257676,246
MI,26015.0,2017,268617,236
MI,26015.0,2018,274923,231
MI,26015.0,2019,263947,220
MI,26015.0,2020,268124,218
MI,26015.0,2021,248489,207
MI,26015.0,2022,168895,202
MI,26015.0,2023,151732,198
MI,26015.0,2024,159219,201
MI,26017.0,2015,793828,991
MI,26017.0,2016,773926,938
MI,26017.0,2017,800871,947
MI,26017.0,2018,773385,888
MI,26017.0,2019,770058,860
MI,26017.0,2020,803075,892
MI,26017.0,2021,806866,811
MI,26017.0,2022,588069,738
MI,26017.0,2023,475705,665
MI,26017.0,2024,486047,637
MI,26019.0,2015,76315,62
MI,26019.0,2016,69704,51
MI,26019.0,2017,55597,37
MI,26019.0,2018,52693,41
MI,26019.0,2019,53105,37
MI,26019.0,2020,55056,40
MI,26019.0,2021,35992,40
MI,26019.0,2022,18836,31
MI,26019.0,2023,18169,26
MI,26019.0,2024,18350,23
MI,26021.0,2015,258062,396
MI,26021.0,2016,259851,393
MI,26021.0,2017,257108,386
MI,26021.0,2018,319279,413
MI,26021.0,2019,326610,500
MI,26021.0,2020,330667,496
MI,26021.0,2021,345509,445
MI,26021.0,2022,306936,458
MI,26021.0,2023,295877,431
MI,26021.0,2024,335527,442
MI,26023.0,2015,135050,130
MI,26023.0,2016,143682,118
MI,26023.0,2017,142041,109
MI,26023.0,2018,134454,110
MI,26023.0,2019,127612,102
MI,26023.0,2020,112689,90
MI,26023.0,2021,98029,81
MI,26023.0,2022,62518,89
MI,26023.0,2023,54379,76
MI,26023.0,2024,61463,80
MI,26025.0,2015,153083,202
MI,26025.0,2016,163893,198
MI,26025.0,2017,186895,191
MI,26025.0,2018,177300,170
MI,26025.0,2019,176838,163
MI,26025.0,2020,193677,162
MI,26025.0,2021,187533,153
MI,26025.0,2022,149407,149
MI,26025.0,2023,153838,160
MI,26025.0,2024,159133,159
MI,26027.0,2015,47190,50
MI,26027.0,2016,46335,50
MI,26027.0,2017,35350,45
MI,26027.0,2018,45867,57
MI,26027.0,2019,45001,51
MI,26027.0,2020,39833,49
MI,26027.0,2021,40608,43
MI,26027.0,2022,21665,44
MI,26027.0,2023,25385,49
MI,26027.0,2024,29406,51
MI,26029.0,2015,19886,76
MI,26029.0,2016,14721,44
MI,26029.0,2017,15190,46
MI,26029.0,2018,18751,22
MI,26029.0,2019,22535,29
MI,26029.0,2020,27384,49
MI,26029.0,2021,23571,42
MI,26029.0,2022,21606,43
MI,26029.0,2023,26027,58
MI,26029.0,2024,22087,46
MI,26031.0,2015,60460,67
MI,26031.0,2016,73138,78
MI,26031.0,2017,58615,62
MI,26031.0,2018,52967,55
MI,26031.0,2019,62491,67
MI,26031.0,2020,78613,75
MI,26031.0,2021,90300,73
MI,26031.0,2022,54584,68
MI,26031.0,2023,50684,63
MI,26031.0,2024,50873,59
MI,26033.0,2015,67194,98
MI,26033.0,2016,66132,77
MI,26033.0,2017,54073,71
MI,26033.0,2018,63333,73
MI,26033.0,2019,63838,71
MI,26033.0,2020,70264,64
MI,26033.0,2021,84506,71
MI,26033.0,2022,74525,74
MI,26033.0,2023,52175,75
MI,26033.0,2024,55431,80
MI,26035.0,2015,35319,39
MI,26035.0,2016,38452,41
MI,26035.0,2017,30141,30
MI,26035.0,2018,39773,38
MI,26035.0,2019,38288,37
MI,26035.0,2020,36790,33
MI,26035.0,2021,42288,35
MI,26035.0,2022,20827,40
MI,26035.0,2023,20411,39
MI,26035.0,2024,20090,37
MI,26037.0,2015,140482,152
MI,26037.0,2016,149959,149
MI,26037.0,2017,137357,135
MI,26037.0,2018,132276,124
MI,26037.0,2019,122622,125
MI,26037.0,2020,103645,114
MI,26037.0,2021,97146,106
MI,26037.0,2022,84263,112
MI,26037.0,2023,71982,102
MI,26037.0,2024,68310,90
MI,26039.0,2015,24807,30
MI,26039.0,2016,27532,29
MI,26039.0,2017,24851,25
MI,26039.0,2018,25759,24
MI,26039.0,2019,20612,25
MI,26039.0,2020,17279,20
MI,26039.0,2021,24364,28
MI,26039.0,2022,17264,22
MI,26039.0,2023,15478,23
MI,26039.0,2024,18137,23
MI,26041.0,2015,37549,58
MI,26041.0,2016,50119,51
MI,26041.0,2017,34665,60
MI,26041.0,2018,44969,63
MI,26041.0,2019,52996,86
MI,26041.0,2020,68631,106
MI,26041.0,2021,71318,88
MI,26041.0,2022,43292,64
MI,26041.0,2023,45529,64
MI,26041.0,2024,43853,51
MI,26043.0,2015,10895,23
MI,26043.0,2016,9284,21
MI,26043.0,2017,16293,24
MI,26043.0,2018,17907,22
MI,26043.0,2019,24980,24
MI,26043.0,2020,22788,24
MI,26043.0,2021,18575,17
MI,26043.0,2022,7837,14
MI,26043.0,2023,12574,24
MI,26043.0,2024,13158,25
MI,26045.0,2015,251948,316
MI,26045.0,2016,230701,280
MI,26045.0,2017,220559,248
MI,26045.0,2018,205734,225
MI,26045.0,2019,216570,226
MI,26045.0,2020,238763,233
MI,26045.0,2021,259362,228
MI,26045.0,2022,232041,225
MI,26045.0,2023,224919,209
MI,26045.0,2024,234608,199
MI,26047.0,2015,11386,17
MI,26047.0,2016,17655,21
MI,26047.0,2017,11296,17
MI,26047.0,2018,16922,20
MI,26047.0,2019,25114,36
MI,26047.0,2020,25706,36
MI,26047.0,2021,27283,42
MI,26047.0,2022,62560,101
MI,26047.0,2023,57182,84
MI,26047.0,2024,74600,87
MI,26049.0,2015,450196,524
MI,26049.0,2016,445724,486
MI,26049.0,2017,417482,454
MI,26049.0,2018,421715,441
MI,26049.0,2019,424171,416
MI,26049.0,2020,520557,455
MI,26049.0,2021,451495,416
MI,26049.0,2022,289926,374
MI,26049.0,2023,290341,387
MI,26049.0,2024,302465,376
MI,26051.0,2015,22468,26
MI,26051.0,2016,24287,26
MI,26051.0,2017,18161,19
MI,26051.0,2018,26494,27
MI,26051.0,2019,10937,14
MI,26051.0,2020,25210,35
MI,26051.0,2021,29247,40
MI,26051.0,2022,21729,36
MI,26051.0,2023,24464,38
MI,26051.0,2024,26250,40
MI,26053.0,2015,8757,9
MI,26053.0,2016,4023,8
MI,26053.0,2017,4332,8
MI,26053.0,2018,4080,9
MI,26053.0,2019,6845,19
MI,26053.0,2020,10890,17
MI,26053.0,2021,12621,16
MI,26053.0,2022,5848,13
MI,26053.0,2023,7114,16
MI,26053.0,2024,7235,14
MI,26055.0,2015,57262,82
MI,26055.0,2016,58272,80
MI,26055.0,2017,55727,78
MI,26055.0,2018,72217,99
MI,26055.0,2019,92967,107
MI,26055.0,2020,94330,126
MI,26055.0,2021,106728,118
MI,26055.0,2022,91222,125
MI,26055.0,2023,128704,159
MI,26055.0,2024,115051,138
MI,26057.0,2015,79089,89
MI,26057.0,2016,83608,89
MI,26057.0,2017,85205,84
MI,26057.0,2018,88004,78
MI,26057.0,2019,92479,70
MI,26057.0,2020,87922,71
MI,26057.0,2021,97373,68
MI,26057.0,2022,77101,66
MI,26057.0,2023,83924,66
MI,26057.0,2024,83503,65
MI,26059.0,2015,35188,52
MI,26059.0,2016,42578,49
MI,26059.0,2017,43945,43
MI,26059.0,2018,42595,42
MI,26059.0,2019,48952,38
MI,26059.0,2020,45008,34
MI,26059.0,2021,40978,28
MI,26059.0,2022,18501,24
MI,26059.0,2023,15431,25
MI,26059.0,2024,15512,21
MI,26061.0,2015,4430,9
MI,26061.0,2016,4232,8
MI,26061.0,2017,6108,10
MI,26061.0,2018,8821,15
MI,26061.0,2019,8550,18
MI,26061.0,2020,8792,16
MI,26061.0,2021,7244,14
MI,26061.0,2022,8458,13
MI,26061.0,2023,8594,12
MI,26061.0,2024,6533,9
MI,26063.0,2015,187641,237
MI,26063.0,2016,215716,229
MI,26063.0,2017,230929,245
MI,26063.0,2018,264998,251
MI,26063.0,2019,280321,271
MI,26063.0,2020,352799,299
MI,26063.0,2021,338698,265
MI,26063.0,2022,217431,248
MI,26063.0,2023,214680,223
MI,26063.0,2024,229986,218
MI,26065.0,2015,1507531,1019
MI,26065.0,2016,1527160,1004
MI,26065.0,2017,1581098,952
MI,26065.0,2018,1475866,876
MI,26065.0,2019,1488476,822
MI,26065.0,2020,1557058,770
MI,26065.0,2021,1590908,781
MI,26065.0,2022,1245254,772
MI,26065.0,2023,1082358,775
MI,26065.0,2024,1160469,797
MI,26067.0,2015,128674,153
MI,26067.0,2016,127988,144
MI,26067.0,2017,117155,140
MI,26067.0,2018,113207,127
MI,26067.0,2019,118387,125
MI,26067.0,2020,126195,123
MI,26067.0,2021,140328,123
MI,26067.0,2022,128752,111
MI,26067.0,2023,120195,103
MI,26067.0,2024,131045,104
MI,26069.0,2015,136955,249
MI,26069.0,2016,145943,254
MI,26069.0,2017,150902,239
MI,26069.0,2018,155705,241
MI,26069.0,2019,175654,263
MI,26069.0,2020,214504,329
MI,26069.0,2021,187898,263
MI,26069.0,2022,153953,267
MI,26069.0,2023,123986,227
MI,26069.0,2024,119950,204
MI,26071.0,2018,537,1
MI,26071.0,2021,499,1
MI,26071.0,2022,872,2
MI,26071.0,2023,928,2
MI,26071.0,2024,975,2
MI,26073.0,2015,101564,149
MI,26073.0,2016,90519,138
MI,26073.0,2017,84701,129
MI,26073.0,2018,90831,118
MI,26073.0,2019,96129,125
MI,26073.0,2020,103989,129
MI,26073.0,2021,118636,128
MI,26073.0,2022,98004,132
MI,26073.0,2023,88328,130
MI,26073.0,2024,87030,117
MI,26075.0,2015,299040,250
MI,26075.0,2016,296960,227
MI,26075.0,2017,308870,209
MI,26075.0,2018,262765,191
MI,26075.0,2019,259496,174
MI,26075.0,2020,259284,165
MI,26075.0,2021,241077,178
MI,26075.0,2022,132201,180
MI,26075.0,2023,115203,178
MI,26075.0,2024,125847,183
MI,26077.0,2015,261068,230
MI,26077.0,2016,270657,224
MI,26077.0,2017,309014,217
MI,26077.0,2018,350618,290
MI,26077.0,2019,374964,298
MI,26077.0,2020,403471,281
MI,26077.0,2021,447024,245
MI,26077.0,2022,320363,223
MI,26077.0,2023,222163,206
MI,26077.0,2024,254444,241
MI,26079.0,2015,1096,3
MI,26079.0,2016,2064,5
MI,26079.0,2017,2676,6
MI,26079.0,2018,3303,7
MI,26079.0,2019,4489,9
MI,26079.0,2020,4154,8
MI,26079.0,2021,3413,6
MI,26079.0,2022,2509,7
MI,26079.0,2023,1491,4
MI,26079.0,2024,1762,5
MI,26081.0,2015,1048618,932
MI,26081.0,2016,1052785,902
MI,26081.0,2017,1082282,654
MI,26081.0,2018,1153093,630
MI,26081.0,2019,1144296,586
MI,26081.0,2020,1172688,600
MI,26081.0,2021,1059970,573
MI,26081.0,2022,722146,615
MI,26081.0,2023,929495,939
MI,26081.0,2024,896691,971
MI,26083.0,2015,295,1
MI,26085.0,2015,13113,23
MI,26085.0,2016,13507,19
MI,26085.0,2017,12674,19
MI,26085.0,2018,12520,17
MI,26085.0,2019,15432,18
MI,26085.0,2020,17734,23
MI,26085.0,2021,17860,22
MI,26085.0,2022,15392,19
MI,26085.0,2023,16049,19
MI,26085.0,2024,16376,19
MI,26087.0,2015,77830,82
MI,26087.0,2016,87423,83
MI,26087.0,2017,68335,75
MI,26087.0,2018,65296,71
MI,26087.0,2019,69742,66
MI,26087.0,2020,49588,54
MI,26087.0,2021,53998,54
MI,26087.0,2022,39664,52
MI,26087.0,2023,41659,54
MI,26087.0,2024,41453,52
MI,26089.0,2015,80823,84
MI,26089.0,2016,79506,81
MI,26089.0,2017,80994,81
MI,26089.0,2018,88652,100
MI,26089.0,2019,91959,94
MI,26089.0,2020,99204,103
MI,26089.0,2021,74704,87
MI,26089.0,2022,71271,75
MI,26089.0,2023,91362,126
MI,26089.0,2024,103610,137
MI,26091.0,2015,108943,97
MI,26091.0,2016,115488,92
MI,26091.0,2017,90706,74
MI,26091.0,2018,90948,68
MI,26091.0,2019,106391,92
MI,26091.0,2020,99565,82
MI,26091.0,2021,75084,77
MI,26091.0,2022,66689,77
MI,26091.0,2023,60483,71
MI,26091.0,2024,58622,64
MI,26093.0,2015,363863,342
MI,26093.0,2016,333434,303
MI,26093.0,2017,318472,287
MI,26093.0,2018,293940,271
MI,26093.0,2019,274887,244
MI,26093.0,2020,286667,245
MI,26093.0,2021,302792,247
MI,26093.0,2022,186179,255
MI,26093.0,2023,150952,231
MI,26093.0,2024,166721,237
MI,26097.0,2015,48478,66
MI,26097.0,2016,59658,63
MI,26097.0,2017,56679,53
MI,26097.0,2018,58475,52
MI,26097.0,2019,50971,52
MI,26097.0,2020,58395,62
MI,26097.0,2021,43020,47
MI,26097.0,2022,28877,50
MI,26097.0,2023,67569,57
MI,26097.0,2024,69635,49
MI,26099.0,2015,2010696,2139
MI,26099.0,2016,1921232,2060
MI,26099.0,2017,1730235,1691
MI,26099.0,2018,1610699,1593
MI,26099.0,2019,1633970,1667
MI,26099.0,2020,1746275,1824
MI,26099.0,2021,1666980,1917
MI,26099.0,2022,1157178,1797
MI,26099.0,2023,1061403,1692
MI,26099.0,2024,1135767,1670
MI,26101.0,2015,40938,45
MI,26101.0,2016,40184,34
MI,26101.0,2017,42119,38
MI,26101.0,2018,37186,36
MI,26101.0,2019,61513,57
MI,26101.0,2020,75473,79
MI,26101.0,2021,61582,66
MI,26101.0,2022,36327,43
MI,26101.0,2023,67869,49
MI,26101.0,2024,30974,39
MI,26103.0,2015,30745,38
MI,26103.0,2016,30245,47
MI,26103.0,2017,30452,45
MI,26103.0,2018,36444,46
MI,26103.0,2019,40407,47
MI,26103.0,2020,37472,46
MI,26103.0,2021,39636,53
MI,26103.0,2022,25852,41
MI,26103.0,2023,24931,38
MI,26103.0,2024,29233,38
MI,26105.0,2015,48092,55
MI,26105.0,2016,78174,48
MI,26105.0,2017,49187,43
MI,26105.0,2018,60508,46
MI,26105.0,2019,33026,55
MI,26105.0,2020,38615,78
MI,26105.0,2021,37804,67
MI,26105.0,2022,36159,63
MI,26105.0,2023,37640,57
MI,26105.0,2024,40055,57
MI,26107.0,2015,37236,77
MI,26107.0,2016,42503,72
MI,26107.0,2017,50129,75
MI,26107.0,2018,44679,71
MI,26107.0,2019,56229,79
MI,26107.0,2020,56638,71
MI,26107.0,2021,54314,67
MI,26107.0,2022,49668,64
MI,26107.0,2023,49778,59
MI,26107.0,2024,63091,57
MI,26109.0,2015,60638,109
MI,26109.0,2016,67681,106
MI,26109.0,2017,72370,103
MI,26109.0,2018,58348,83
MI,26109.0,2019,85251,99
MI,26109.0,2020,101553,130
MI,26109.0,2021,81131,96
MI,26109.0,2022,67791,89
MI,26109.0,2023,70795,86
MI,26109.0,2024,73579,84
MI,26111.0,2015,259161,314
MI,26111.0,2016,266792,294
MI,26111.0,2017,303497,339
MI,26111.0,2018,294356,339
MI,26111.0,2019,295171,333
MI,26111.0,2020,395624,450
MI,26111.0,2021,365209,387
MI,26111.0,2022,262101,358
MI,26111.0,2023,246981,348
MI,26111.0,2024,261171,334
MI,26115.0,2015,1982786,2207
MI,26115.0,2016,1732933,2018
MI,26115.0,2017,1569062,1818
MI,26115.0,2018,1502767,1688
MI,26115.0,2019,1532493,1684
MI,26115.0,2020,1404060,1567
MI,26115.0,2021,1237621,1308
MI,26115.0,2022,1063540,1180
MI,26115.0,2023,969312,1072
MI,26115.0,2024,1030359,1028
MI,26117.0,2015,14778,12
MI,26117.0,2016,17733,16
MI,26117.0,2017,13882,13
MI,26117.0,2018,10075,12
MI,26117.0,2019,9683,12
MI,26117.0,2020,13692,15
MI,26117.0,2021,15661,16
MI,26117.0,2022,19474,17
MI,26117.0,2023,17901,15
MI,26117.0,2024,19120,15
MI,26121.0,2015,140458,216
MI,26121.0,2016,129081,245
MI,26121.0,2017,149467,245
MI,26121.0,2018,160385,242
MI,26121.0,2019,148455,251
MI,26121.0,2020,159150,287
MI,26121.0,2021,171572,291
MI,26121.0,2022,116248,286
MI,26121.0,2023,119771,214
MI,26121.0,2024,102459,146
MI,26123.0,2015,96260,118
MI,26123.0,2016,100440,111
MI,26123.0,2017,90063,102
MI,26123.0,2018,86429,97
MI,26123.0,2019,101262,116
MI,26123.0,2020,105616,116
MI,26123.0,2021,106502,111
MI,26123.0,2022,97452,101
MI,26123.0,2023,105479,97
MI,26123.0,2024,124356,102
MI,26125.0,2015,1334356,1544
MI,26125.0,2016,1261571,1482
MI,26125.0,2017,1253581,1416
MI,26125.0,2018,1249931,1364
MI,26125.0,2019,1357754,1376
MI,26125.0,2020,1358319,1400
MI,26125.0,2021,1435248,1492
MI,26125.0,2022,905345,1517
MI,26125.0,2023,736177,1497
MI,26125.0,2024,784640,1486
MI,26127.0,2015,64232,92
MI,26127.0,2016,64507,97
MI,26127.0,2017,55867,85
MI,26127.0,2018,56649,76
MI,26127.0,2019,68754,85
MI,26127.0,2020,59864,86
MI,26127.0,2021,65152,75
MI,26127.0,2022,50751,69
MI,26127.0,2023,42741,59
MI,26127.0,2024,57626,62
MI,26131.0,2015,29709,26
MI,26131.0,2016,29747,26
MI,26131.0,2017,23340,26
