State,County,claim_counts,claim_loss,test_loss,p,mu,phi
IA,19137.0,"[0, 0, 1, 0, 7, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 26, 25, 0, 0, 0, 2, 0]","[0.0, 0.0, 0.0, 0.0, 15980.34, 0.0, 0.0, 0.0, 0.0, 6240.92, 0.0, 0.0, 0.0, 0.0, 0.0, 3509.32, 0.0, 0.0, 0.0, 0.0, 6514.98, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 62758.77, 103847.83, 0.0, 0.0, 0.0, 18000.0, 0.0]","[16028.44, 0.0, 0.0, 0.0, 0.0, 5524.0, 0.0, 0.0, 0.0, 0.0]",1.8562643389994669,6023.671113888889,11.218743614866888
IA,19139.0,"[0, 9, 1, 0, 12, 1, 0, 0, 2, 0, 0, 0, 6, 0, 0, 52, 1, 0, 7, 12, 4, 1, 0, 33, 2, 0, 7, 0, 0, 2, 80, 3, 6, 10, 0, 19]","[0.0, 2921.28, 789.24, 0.0, 17922.489999999998, 0.0, 0.0, 0.0, 1601.16, 0.0, 0.0, 0.0, 24655.54, 0.0, 0.0, 759994.42, 0.0, 0.0, 64013.68, 50018.01, 7724.83, 0.0, 0.0, 453743.55, 4992.73, 0.0, 61555.24, 0.0, 0.0, 0.0, 2867640.26, 3693.92, 31514.2, 29463.99, 0.0, 106682.17]","[567291.9, 14011.3, 133944.15, 12232.56, 24543.35, 322939.0, 12481.99, 0.0, 0.0, 11057.35]",1.9385879932221983,124692.40862222224,4.463044415711916
IA,19141.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1098.82, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 21434.83, 0.0, 0.0, 0.0, 0.0, 0.0]",1.000017639800462,30.522777777777772,1098.7731239878199
IA,19143.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,0.0,0.0
IA,19145.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5682.3, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1150.82, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.000017639800462,157.84166666666667,5681.892903220891
IA,19147.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7833.67, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0000171300560274,217.60194444444443,3916.5409538972426
IA,19149.0,"[0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 442.64, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 24054.89, 0.0, 0.0, 0.0]","[201374.35, 0.0, 0.0, 0.0, 4613.16, 0.0, 0.0, 0.0, 0.0, 0.0]",1.9326174294634337,680.4869555555556,118.45122772157755
IA,19153.0,"[5, 8, 4, 7, 12, 27, 20, 0, 86, 1, 0, 0, 200, 1, 0, 454, 0, 3, 3, 6, 103, 1, 1, 2, 5, 2, 12, 1, 1, 6, 154, 5, 167, 3, 2, 4]","[4952.46, 15073.920000000002, 4380.0, 9820.65, 13476.75, 42954.32, 18897.41, 0.0, 587208.11, 1275.84, 0.0, 0.0, 1488270.72, 0.0, 0.0, 8520210.69, 0.0, 0.0, 3908.03, 311430.18999999994, 1103701.39, 0.0, 1164.54, 462.48, 39355.740000000005, 0.0, 224145.94, 0.0, 234.8, 177476.62, 7568816.02, 9221.82, 3638348.21, 33796.58, 5954.790000000001, 100717.19]","[7659.53, 2188541.73, 0.0, 0.0, 10156443.21, 511855.28, 0.0, 8920.300000000001, 0.0, 0.0]",1.9606332337038732,664590.4225138888,1.1869835697074806
IA,19155.0,"[8, 3, 6, 0, 29, 10, 24, 0, 2, 48, 0, 3, 4, 0, 1, 74, 0, 0, 10, 4, 13, 232, 0, 3, 2, 2, 2, 0, 0, 27, 16, 1, 6, 177, 0, 1]","[4437.92, 3796.06, 2684.48, 0.0, 51567.71, 2687.8, 74135.48000000001, 0.0, 0.0, 112039.34, 0.0, 749.65, 0.0, 0.0, 0.0, 278572.4, 0.0, 0.0, 88082.35, 10272.89, 23212.21, 843789.58, 0.0, 4481.0, 424.77, 0.0, 5705.17, 0.0, 0.0, 177351.38, 99340.25, 3597.6, 25469.2, 6061897.51, 0.0, 0.0]","[325882.36, 259163.28, 6601.43, 1236.74, 77593.02, 1732767.96, 50000.0, 0.0, 0.0, 0.0]",1.972258732677675,218730.4097361111,2.5779755457723605
IA,19161.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0000090056909836,5.555555555555556e-06,0.0001000117987965691
IA,19163.0,"[3, 78, 2, 0, 66, 31, 3, 2, 46, 6, 0, 1, 379, 0, 13, 214, 1, 1, 29, 107, 14, 14, 7, 270, 54, 1, 11, 0, 3, 2, 347, 5, 15, 98, 2, 87]","[1350.0, 284618.12, 14960.2, 0.0, 208889.21, 59303.42, 0.0, 0.0, 65975.14, 1819.14, 0.0, 0.0, 5241822.66, 0.0, 18313.8, 3984171.07, 0.0, 5598.22, 87510.98, 675274.79, 137409.34, 73653.20999999999, 45603.24, 4066992.67, 323013.04, 0.0, 66387.42, 0.0, 2489.12, 771509.9199999999, 5352214.51, 22756.34, 80561.48, 938434.64, 0.0, 729982.32]","[2299255.49, 4067.61, 600193.1900000001, 560166.3300000001, 375702.66, 6108205.54, 9634.41, 0.0, 0.0, 1012762.15]",1.9631409794516534,646128.1666833335,0.8364374659898135
IA,19165.0,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 10, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1101.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13928.13, 0.0, 0.0, 225183.69, 0.0, 0.0, 17452.58, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.6900651642509759,7157.386111111111,129.9052666941722
IA,19167.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1568.98, 3407.17, 0.0, 38421.05]","[13923.81, 0.0, 0.0, 0.0, 110349.4, 0.0, 0.0, 0.0, 0.0, 0.0]",1.7729623650686857,1205.4777777777779,158.7719365745214
IA,19169.0,"[0, 2, 0, 0, 0, 0, 5, 0, 0, 1, 0, 0, 23, 5, 0, 72, 0, 0, 34, 0, 0, 1, 0, 2, 0, 0, 4, 1, 0, 2, 35, 0, 78, 0, 0, 6]","[0.0, 340.68, 0.0, 0.0, 0.0, 0.0, 3874.8, 0.0, 0.0, 0.0, 0.0, 0.0, 423502.6, 66925.37000000001, 0.0, 1986613.25, 0.0, 0.0, 391246.93, 0.0, 0.0, 0.0, 0.0, 16382.91, 0.0, 0.0, 42703.15, 0.0, 0.0, 6035.4800000000005, 1701873.26, 0.0, 8268595.97, 0.0, 0.0, 32838.86]","[0.0, 2888.08, 35995.76, 1951.9, 17162.640000000003, 0.0, 0.0, 0.0, 0.0, 0.0]",1.943371234551867,359470.3683416666,4.840680942938409
IA,19171.0,"[0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 43, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 34, 0, 0, 0, 0, 24]","[0.0, 70.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5629.83, 0.0, 364480.18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2429.02, 0.0, 2431.43, 621004.21, 0.0, 0.0, 0.0, 0.0, 259194.93]","[175841.23, 0.0, 0.0, 0.0, 0.0, 0.0, 93694.24, 0.0, 0.0, 0.0]",1.9251267107748102,34867.76667777777,9.565091723820897
IA,19173.0,"[0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0]","[0.0, 811.19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13049.13, 14010.54, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.6823648891916798,774.1905555555556,156.25080404147283
IA,19175.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 4, 0, 1, 3, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10500.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4997.45, 0.0, 3489.08, 95631.34, 0.0, 10577.41, 1346.36, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.880568714865097,3515.045561111111,61.48032212498549
IA,19177.0,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 1, 8, 1, 0, 3]","[0.0, 0.0, 200.0, 0.0, 0.0, 0.0, 0.0, 4888.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 148079.57, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 376442.34, 0.0, 7860.869999999999, 7389.55, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1071.44, 0.0, 0.0, 0.0, 0.0]",1.938240425464213,15135.009172222222,20.31181882318437
IA,19179.0,"[0, 0, 1, 1, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 1, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 36, 0, 41, 4, 0, 8]","[0.0, 0.0, 0.0, 421.46, 13652.11, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 21237.89, 0.0, 0.0, 3662.64, 0.0, 4590.34, 0.0, 28248.69, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1526648.9, 0.0, 602056.6900000001, 16586.09, 0.0, 123500.41999999998]","[0.0, 0.0, 0.0, 0.0, 0.0, 87964.83, 0.0, 0.0, 0.0, 0.0]",1.8991945067491751,65016.811947222224,9.744952034359686
IA,19181.0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 6, 1, 1, 3, 0, 0]","[0.0, 0.0, 16500.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 294.04, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 118406.25, 0.0, 0.0, 36674.01, 0.0, 0.0]","[25535.25, 64654.59, 0.0, 0.0, 0.0, 25144.85, 0.0, 0.0, 0.0, 0.0]",1.9383170270853813,4774.286122222223,57.89143196302699
IA,19183.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 3, 0, 0, 2]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 577.49, 0.0, 0.0, 0.0, 0.0, 0.0, 8695.42, 0.0, 12585.11, 11811.92, 0.0, 0.0, 86728.76]","[68307.32999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.6608011455026384,3344.408333333333,208.06699993209864
IA,19187.0,"[0, 6, 0, 0, 0, 5, 10, 0, 0, 1, 0, 0, 0, 1, 0, 14, 6, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 9, 7, 0, 19, 9, 0, 0]","[0.0, 4041.6, 0.0, 0.0, 0.0, 8649.9, 112797.65, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 220.0, 0.0, 130902.23, 40567.33, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 744.0, 0.0, 0.0, 0.0, 0.0, 0.0, 146718.57, 155332.07, 0.0, 1028409.62, 1112062.53, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 29107.71, 0.0, 0.0, 0.0, 0.0]",1.9172692937471638,76123.4861138889,12.53154401573957
IA,19189.0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 186.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.8917793361088349,5.1666694444444445,198.67647420685242
IA,19191.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7892.25, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 353090.51, 0.0, 0.0, 0.0, 0.0, 3758.95, 0.0, 0.0]",1.929284822159179,219.22917222222222,248.43092181693908
IA,19193.0,"[10, 11, 2, 2, 2, 10, 4, 0, 4, 0, 0, 2, 152, 1, 0, 3, 1, 0, 4, 0, 3, 2, 1, 9, 0, 1, 1, 0, 1, 2, 0, 1, 4, 5, 1, 0]","[16330.69, 21007.93, 0.0, 452.78, 1568.0, 10584.09, 1607.86, 0.0, 0.0, 0.0, 0.0, 4053.28, 808268.26, 0.0, 0.0, 6733.36, 0.0, 0.0, 39007.53, 0.0, 0.0, 0.0, 3136.5, 14002.07, 0.0, 0.0, 0.0, 0.0, 0.0, 5072.75, 0.0, 0.0, 1761.31, 4701.36, 0.0, 0.0]","[27527.94, 0.0, 7077.48, 0.0, 0.0, 306028.71, 0.0, 0.0, 0.0, 0.0]",1.946781634878186,26063.549197222226,4.862472488612216
IA,19195.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2959.38, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 4388.01, 0.0, 0.0, 0.0, 0.0]",1.950814853311002,82.20500277777778,303.0622382226331
IA,19197.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.000017639800462,2.777777777777778e-06,0.00010002433506863968
IA,46127.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[8923.32, 0.0, 0.0, 0.0, 0.0, 1887.84, 0.0, 0.0, 0.0, 0.0]",,0.0,0.0
ID,16001.0,"[0, 2, 2, 0, 2, 1, 2, 0, 1, 0, 0, 2, 0, 0, 8, 0, 0, 0, 5, 11, 7, 1, 2, 1, 0, 0, 4, 2, 5, 2, 4, 3, 2, 1, 3, 1]","[0.0, 305.52, 0.0, 0.0, 875.03, 3501.56, 0.0, 0.0, 0.0, 0.0, 0.0, 62.64, 0.0, 0.0, 2711.61, 0.0, 0.0, 0.0, 10147.79, 64441.79, 26778.85, 0.0, 0.0, 0.0, 0.0, 0.0, 4607.52, 10856.52, 13638.7, 0.0, 16857.35, 6069.98, 0.0, 30428.16, 0.0, 0.0]","[1132.0, 0.0, 10517.51, 267508.89, 0.0, 15963.14, 5151.79, 1088.6, 0.0, 1321.53]",1.9453433746571747,5313.417249999999,14.22473990254085
ID,16003.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3500.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[5888.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.9262485129905802,97.22222777777779,228.04005200368167
ID,16005.0,"[0, 0, 2, 2, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 8, 0, 2, 0, 8]","[0.0, 0.0, 11766.01, 0.0, 0.0, 465.85, 9773.38, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1061.61, 4820.98, 0.0, 0.0, 48026.81, 0.0, 3611.39, 0.0, 28466.46]","[0.0, 0.0, 0.0, 3655.39, 0.0, 0.0, 0.0, 0.0, 0.0, 3359.72]",1.9117717205171059,2999.7914000000005,24.321678026645024
ID,16009.0,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17, 6, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 2, 0, 1, 0, 0]","[0.0, 0.0, 15000.0, 0.0, 1868.45, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 527264.76, 43877.130000000005, 0.0, 0.0, 0.0, 0.0, 2628.67, 0.0, 0.0, 0.0, 0.0, 0.0, 10726.61, 11418.65, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 5318.61, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.8762052138262455,17021.785283333327,30.354741658766503
ID,16011.0,"[0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 3, 0, 1]","[0.0, 410.36, 0.0, 0.0, 0.0, 0.0, 3063.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 79663.84000000001, 0.0, 3402.73, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1323.99, 0.0, 11618.9, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.909867060901267,2763.425569444445,27.194777850245355
ID,16013.0,"[1, 2, 1, 0, 4, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 15, 0, 21, 0, 1, 0, 1, 0, 1, 0, 2, 50, 0, 3, 2, 0, 2, 1, 0]","[8639.0, 769.63, 0.0, 0.0, 2542.42, 45760.62, 10282.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 11315.98, 0.0, 17255.73, 0.0, 0.0, 0.0, 3430.32, 0.0, 17203.51, 0.0, 5191.04, 462614.33, 0.0, 10334.35, 19087.92, 0.0, 14052.49, 0.0, 0.0]","[2848.05, 0.0, 0.0, 2612677.42, 266198.94, 22218.94, 0.0, 0.0, 0.0, 339109.87]",1.9065932489459414,17457.773344444442,8.345585111324965
ID,16015.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 35644.71, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,0.0,0.0
ID,16017.0,"[0, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 1, 1, 2, 3, 0]","[0.0, 1866.86, 1061.38, 0.0, 4146.85, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2014.85, 67829.51, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 33095.83, 0.0, 7055.18, 8277.69, 10759.16, 0.0]","[5047.08, 3077.0, 4728.94, 5572.98, 0.0, 0.0, 0.0, 1503.39, 0.0, 0.0]",1.881566015209177,3780.7586166666665,28.798844231111165
