state,countyCode,Year,totalClaimsPaid,totalActualLoss,numberOfClaims
AK,2020.0,1978,11500.0,18325.0,4
AK,2020.0,1979,4839.37,5040.0,1
AK,2020.0,1980,609.35,810.0,3
AK,2020.0,1981,0.0,0.0,2
AK,2020.0,1982,0.0,0.0,2
AK,2020.0,1984,0.0,0.0,1
AK,2020.0,1985,2150.0,2650.0,2
AK,2020.0,1989,8403.880000000001,10780.0,7
AK,2020.0,1990,9064.84,9564.0,1
AK,2020.0,1992,0.0,0.0,1
AK,2020.0,1993,30600.0,31450.0,1
AK,2020.0,1995,17380.24,18381.0,3
AK,2020.0,1997,1473.21,1973.0,2
AK,2020.0,1998,0.0,0.0,1
AK,2020.0,2000,1645.56,2145.0,1
AK,2020.0,2001,0.0,0.0,1
AK,2020.0,2002,0.0,0.0,1
AK,2020.0,2003,0.0,0.0,1
AK,2020.0,2004,0.0,0.0,3
AK,2020.0,2005,0.0,0.0,2
AK,2020.0,2006,0.0,0.0,2
AK,2020.0,2009,1575.67,2076.0,4
AK,2020.0,2012,138598.38,140238.0,10
AK,2020.0,2013,26948.01,31873.0,8
AK,2020.0,2014,676.45,2677.0,3
AK,2020.0,2015,0.0,0.0,1
AK,2020.0,2016,0.0,0.0,2
AK,2020.0,2018,0.0,0.0,1
AK,2020.0,2021,3845.65,5095.0,2
AK,2020.0,2023,0.0,0.0,2
AK,2020.0,2024,8585.66,6996.0,4
AK,2050.0,1983,3344.44,4345.0,2
AK,2050.0,1985,6213.99,7928.0,5
AK,2050.0,1987,10004.63,10505.0,1
AK,2050.0,1989,5521.0,7521.0,4
AK,2050.0,1991,129193.81,147187.0,8
AK,2050.0,1995,45394.72,61425.0,4
AK,2050.0,1999,3445.0,4445.0,2
AK,2050.0,2001,0.0,0.0,1
AK,2050.0,2002,49172.11,56172.0,7
AK,2050.0,2005,9286.24,9000.0,1
AK,2050.0,2006,3714.08,4714.0,2
AK,2050.0,2009,32341.909999999996,32673.0,2
AK,2050.0,2011,0.0,0.0,1
AK,2050.0,2013,0.0,0.0,1
AK,2050.0,2024,7895.3,11178.0,4
AK,2090.0,1978,216.46,417.0,1
AK,2090.0,1979,0.0,0.0,1
AK,2090.0,1980,20701.3,26742.0,20
AK,2090.0,1981,0.0,0.0,1
AK,2090.0,1982,631.06,844.0,2
AK,2090.0,1983,0.0,0.0,2
AK,2090.0,1984,22302.93,23329.0,4
AK,2090.0,1985,81058.45,150439.0,11
AK,2090.0,1986,13928.52,15541.0,6
AK,2090.0,1990,13316.279999999999,16315.0,2
AK,2090.0,1991,125387.49,144500.0,28
AK,2090.0,1992,34300.0,34800.0,3
AK,2090.0,1993,0.0,0.0,1
AK,2090.0,1994,18332.67,20330.0,3
AK,2090.0,1995,17381.239999999998,20607.0,3
AK,2090.0,1996,3523.47,4284.0,1
AK,2090.0,1997,3680.19,72929.0,5
AK,2090.0,1999,0.0,0.0,2
AK,2090.0,2001,7040.56,6954.0,2
AK,2090.0,2002,77774.7,79345.0,12
AK,2090.0,2003,161366.01,171320.0,23
AK,2090.0,2004,67721.73,69385.0,4
AK,2090.0,2005,46976.689999999995,50780.0,5
AK,2090.0,2006,2828.0,3328.0,2
AK,2090.0,2007,11221.4,11361.0,1
AK,2090.0,2008,674338.68,660338.0,47
AK,2090.0,2009,202206.11,173109.0,4
AK,2090.0,2011,99848.36000000002,85534.0,2
AK,2090.0,2012,0.0,0.0,1
AK,2090.0,2014,351774.73,425996.0,12
AK,2090.0,2015,0.0,552.0,2
AK,2090.0,2016,45910.53,45870.0,6
AK,2090.0,2019,31581.41,19807.0,4
AK,2090.0,2020,348100.37,328309.0,12
AK,2090.0,2021,14960.58,17348.0,2
AK,2090.0,2022,25180.739999999998,22825.0,2
AK,2090.0,2023,43166.17,35486.0,4
AK,2090.0,2024,955.84,2206.0,1
AK,2110.0,1986,1441.68,1942.0,1
AK,2110.0,1990,0.0,0.0,1
AK,2110.0,1993,4108.610000000001,5456.0,2
AK,2110.0,1995,7697.01,11815.0,1
AK,2110.0,1996,18271.54,20521.0,5
AK,2110.0,1998,6545.4,7795.0,4
AK,2110.0,2003,4899.73,5399.0,1
AK,2110.0,2004,0.0,0.0,1
AK,2110.0,2005,16224.48,16724.0,3
AK,2110.0,2006,1611.1699999999998,2612.0,1
AK,2110.0,2009,79759.0,81862.0,4
AK,2110.0,2010,0.0,0.0,1
AK,2110.0,2011,23057.0,23561.0,1
AK,2110.0,2014,217730.51,192116.0,2
AK,2110.0,2017,31962.91,52046.0,3
AK,2110.0,2020,83469.2,87804.0,4
AK,2110.0,2022,105291.81,105488.0,4
AK,2110.0,2023,1071576.94,758747.0,10
AK,2110.0,2024,2490711.45,2400028.0,34
AK,2122.0,1979,4746.1,5207.0,2
AK,2122.0,1995,139514.06,157505.0,20
AK,2122.0,1996,0.0,0.0,2
AK,2122.0,1999,21598.29,23873.0,2
AK,2122.0,2000,7749.52,8749.0,1
AK,2122.0,2002,175134.66,160421.0,5
AK,2122.0,2006,148309.9,165822.0,11
AK,2122.0,2007,5535.63,6036.0,3
AK,2122.0,2008,3597.27,4017.0,1
AK,2122.0,2009,0.0,0.0,1
AK,2122.0,2011,1445.0,2445.0,1
AK,2122.0,2012,98513.53,120038.0,23
AK,2122.0,2013,0.0,0.0,1
AK,2122.0,2017,28030.54,30530.0,2
AK,2122.0,2022,10546.46,11795.0,1
AK,2122.0,2023,68287.42,35432.0,3
AK,2122.0,2024,514.54,1765.0,3
AK,2130.0,1980,22500.0,22900.0,1
AK,2130.0,2001,0.0,0.0,2
AK,2130.0,2006,0.0,0.0,1
AK,2130.0,2015,99036.47,110470.0,4
AK,2130.0,2020,7915.73,12915.0,1
AK,2170.0,1979,7861.8,8062.0,1
AK,2170.0,1980,421.51,654.0,1
AK,2170.0,1981,8802.1,9003.0,1
AK,2170.0,1986,8252.89,10254.0,2
AK,2170.0,1988,0.0,0.0,1
AK,2170.0,1990,51500.0,52000.0,1
AK,2170.0,1991,178650.0,179650.0,4
AK,2170.0,1992,177644.0,178144.0,1
AK,2170.0,1994,348802.8,367204.0,5
AK,2170.0,1995,45633.81,46133.0,2
AK,2170.0,1998,0.0,0.0,1
AK,2170.0,2002,6415.08,7416.0,1
AK,2170.0,2003,0.0,0.0,2
AK,2170.0,2004,0.0,0.0,1
AK,2170.0,2005,14336.98,15838.0,3
AK,2170.0,2006,149108.44,182210.0,16
AK,2170.0,2007,0.0,0.0,1
AK,2170.0,2012,602023.1399999999,647688.0,31
AK,2170.0,2013,0.0,0.0,1
AK,2170.0,2014,5212.43,6212.0,1
AK,2170.0,2019,163182.21,140201.0,2
AK,2170.0,2021,0.0,0.0,1
AK,2170.0,2022,10540.88,11698.0,1
AK,2170.0,2024,329169.83,360816.0,3
AK,2180.0,1992,28065.1,33216.0,3
AK,2180.0,1996,11584.09,12335.0,1
AK,2180.0,2004,456437.7100000001,476569.0,10
AK,2180.0,2005,128607.0,144294.0,1
AK,2180.0,2022,896403.1200000001,944222.0,10
AK,2185.0,2013,55781.71,60782.0,1
AK,2188.0,1990,0.0,0.0,1
AK,2188.0,2011,3625.62,4310.0,1
AK,2188.0,2024,40413.42,32053.0,5
AK,2220.0,1984,0.0,0.0,1
AK,2220.0,1985,0.0,0.0,2
AK,2220.0,2009,20130.27,25131.0,2
AK,2220.0,2017,0.0,0.0,1
AK,2261.0,1981,12901.34,13302.0,1
AK,2261.0,1986,12362.24,13600.0,1
AK,2261.0,1994,9596.380000000001,11097.0,1
AK,2261.0,2006,33170.479999999996,32558.0,4
AK,2261.0,2007,0.0,0.0,1
AK,2270.0,2006,0.0,0.0,1
AK,2270.0,2010,13411.25,13612.0,1
AK,2280.0,2020,0.0,0.0,1
AK,2290.0,1984,0.0,0.0,1
AK,2290.0,1992,280345.97,317301.0,21
AK,2290.0,2005,0.0,0.0,1
AK,2290.0,2008,42684.61,53689.0,10
AK,2290.0,2011,0.0,0.0,1
AK,2290.0,2013,3015643.54,3414278.0,33
AK,2290.0,2014,2825.34,6803.0,4
AK,2290.0,2020,0.0,0.0,1
AL,1001.0,1979,38795.17,43158.0,4
AL,1001.0,1990,464945.49,594070.0,17
AL,1001.0,1991,4503.8,5003.0,2
AL,1001.0,1995,3462.0299999999997,4462.0,2
AL,1001.0,1997,0.0,0.0,1
AL,1001.0,1999,48407.19,50408.0,3
AL,1001.0,2000,294801.08,399381.0,12
AL,1001.0,2004,0.0,0.0,2
AL,1001.0,2005,0.0,0.0,1
AL,1001.0,2009,252708.52000000002,257035.0,12
AL,1001.0,2011,0.0,0.0,1
AL,1001.0,2012,0.0,0.0,1
AL,1001.0,2013,43792.16,45574.0,1
AL,1001.0,2015,24464.31,29011.0,5
AL,1001.0,2016,0.0,0.0,2
AL,1001.0,2017,164282.27,175127.0,6
AL,1001.0,2018,0.0,0.0,1
AL,1001.0,2020,0.0,948.0,2
AL,1001.0,2024,28044.34,29044.0,1
AL,1003.0,1978,153488.54,174551.0,36
AL,1003.0,1979,14339054.09,21477222.0,973
AL,1003.0,1980,75975.65000000001,81760.0,17
AL,1003.0,1981,145205.56,171042.0,19
AL,1003.0,1982,0.0,0.0,1
AL,1003.0,1983,89291.9,117221.0,41
AL,1003.0,1984,15080.529999999999,19000.0,3
AL,1003.0,1985,1463637.0,1882781.0,423
AL,1003.0,1987,30556.41,39212.0,23
AL,1003.0,1988,2542.65,5615.0,6
AL,1003.0,1989,241172.08,430968.0,27
AL,1003.0,1990,233977.23,288649.0,37
AL,1003.0,1991,67162.43,78967.0,15
AL,1003.0,1992,11239.98,15996.0,7
AL,1003.0,1993,7144.15,8643.0,3
AL,1003.0,1994,29948.78,35736.0,8
AL,1003.0,1995,14980221.780000001,18743209.0,1425
AL,1003.0,1996,454236.86,566505.0,45
AL,1003.0,1997,5622135.71,7569977.0,555
AL,1003.0,1998,36170606.3,38195432.0,2570
AL,1003.0,1999,61331.509999999995,67313.0,11
AL,1003.0,2000,7585.99,8085.0,2
AL,1003.0,2001,13340.77,14341.0,4
AL,1003.0,2002,3148125.26,3606095.0,612
AL,1003.0,2003,273376.86,282420.0,22
AL,1003.0,2004,331777173.05,355983673.0,5411
AL,1003.0,2005,75850216.81,84166016.0,2592
AL,1003.0,2006,13310.05,13856.0,3
AL,1003.0,2007,614911.59,644737.0,39
AL,1003.0,2008,1861341.3199999998,2120992.0,256
AL,1003.0,2009,674483.38,755004.0,47
AL,1003.0,2010,1964.96,2431.0,5
AL,1003.0,2011,0.0,4684.0,7
AL,1003.0,2012,797355.8800000001,893110.0,95
AL,1003.0,2013,124108.06,128444.0,18
AL,1003.0,2014,44575151.870000005,44849681.0,1004
AL,1003.0,2015,34670.69,40670.0,3
AL,1003.0,2016,81309.48000000001,117168.0,8
AL,1003.0,2017,1214607.81,1331560.0,92
AL,1003.0,2018,35930.600000000006,40554.0,9
AL,1003.0,2019,23650.989999999998,26150.0,6
AL,1003.0,2020,121741280.47,130115967.0,3199
AL,1003.0,2021,352981.46,382304.0,29
AL,1003.0,2022,0.0,0.0,3
AL,1003.0,2023,153968.99,163350.0,4
AL,1003.0,2024,12149.61,11504.0,7
AL,1005.0,1990,25511.7,28990.0,19
AL,1005.0,1994,12683.74,13434.0,1
AL,1005.0,1995,604.0,9106.0,1
AL,1005.0,1998,0.0,0.0,1
AL,1005.0,2005,10305.78,11804.0,2
AL,1005.0,2015,628947.71,606506.0,7
AL,1005.0,2018,0.0,0.0,1
AL,1005.0,2020,16797.8,20387.0,2
AL,1007.0,1979,3935.0,60000.0,1
AL,1007.0,1983,5175.45,6175.0,1
AL,1007.0,1985,19433.92,19935.0,2
AL,1007.0,1994,0.0,5000.0,1
AL,1007.0,1998,0.0,0.0,1
AL,1007.0,2009,2651.29,7651.0,1
AL,1007.0,2012,1703.85,6703.0,1
AL,1007.0,2014,0.0,0.0,1
AL,1007.0,2018,0.0,0.0,1
AL,1007.0,2022,0.0,0.0,1
AL,1007.0,2024,85.94,2377.0,1
AL,1009.0,1979,29000.0,58700.0,1
AL,1009.0,1981,0.0,0.0,1
AL,1009.0,1982,1950.0,2150.0,1
AL,1009.0,1984,0.0,0.0,1
AL,1009.0,1987,46592.380000000005,49040.0,3
AL,1009.0,1988,10206.08,25197.0,1
AL,1009.0,1990,26907.63,56026.0,2
AL,1009.0,1995,22404.77,24405.0,1
AL,1009.0,1997,12450.08,13450.0,2
AL,1009.0,1998,4344.72,5344.0,1
AL,1009.0,1999,9052.31,10052.0,1
AL,1009.0,2000,3510.22,4510.0,1
AL,1009.0,2001,9501.92,8774.0,1
AL,1009.0,2005,55732.75,56233.0,1
AL,1009.0,2015,526760.18,532213.0,4
AL,1009.0,2020,25444.22,28009.0,3
AL,1009.0,2021,15070.14,22430.0,1
AL,1011.0,1980,653.95,854.0,1
AL,1011.0,2009,61460.69,62841.0,2
AL,1013.0,1979,9900.0,12645.0,2
AL,1013.0,2014,0.0,0.0,1
AL,1015.0,1979,37301.41,41907.0,16
AL,1015.0,1980,1981.49,2583.0,2
AL,1015.0,1984,0.0,0.0,1
AL,1015.0,1985,3100.0,3621.0,2
AL,1015.0,1989,0.0,0.0,1
AL,1015.0,1990,46482.04,51853.0,11
AL,1015.0,1991,1182.32,2181.0,2
AL,1015.0,1992,2535.79,3036.0,3
AL,1015.0,1993,6877.650000000001,9129.0,3
AL,1015.0,1994,5652.89,7154.0,2
AL,1015.0,1995,102110.03,113556.0,12
AL,1015.0,1996,0.0,0.0,2
AL,1015.0,1997,3086.8,4337.0,4
AL,1015.0,1998,1329.91,1829.0,1
AL,1015.0,1999,7661.03,9738.0,2
AL,1015.0,2000,0.0,0.0,1
AL,1015.0,2002,0.0,0.0,2
AL,1015.0,2003,24745.05,35890.0,14
AL,1015.0,2004,5861.0,6861.0,1
AL,1015.0,2005,0.0,0.0,1
AL,1015.0,2006,112774.44,113912.0,1
AL,1015.0,2007,3925.55,4925.0,1
AL,1015.0,2008,0.0,0.0,2
AL,1015.0,2009,12415.93,14417.0,3
AL,1015.0,2010,0.0,859.0,2
AL,1015.0,2011,25238.47,31040.0,4
AL,1015.0,2013,10540.380000000001,11043.0,2
AL,1015.0,2014,0.0,0.0,1
AL,1015.0,2015,17209.99,22209.0,6
AL,1015.0,2016,30119.93,35119.0,2
AL,1015.0,2017,0.0,0.0,1
AL,1015.0,2019,41609.89,41531.0,2
AL,1015.0,2020,2609.18,3609.0,2
AL,1015.0,2021,28521.53,36723.0,5
AL,1015.0,2022,52724.369999999995,52892.0,2
AL,1015.0,2023,0.0,0.0,2
AL,1015.0,2025,0.0,0.0,1
AL,1017.0,2003,650952.7200000001,679636.0,9
AL,1017.0,2005,17228.97,17729.0,2
AL,1017.0,2009,97006.44,98008.0,2
AL,1017.0,2012,0.0,551.0,1
AL,1017.0,2015,87436.61,99598.0,3
AL,1017.0,2016,0.0,0.0,1
AL,1017.0,2020,22063.29,19695.0,1
AL,1017.0,2021,0.0,0.0,2
AL,1017.0,2023,46779.69,63070.0,3
AL,1019.0,1979,12875.0,26150.0,2
AL,1019.0,1990,0.0,0.0,1
AL,1019.0,1995,22000.0,22750.0,1
AL,1019.0,1997,709.47,1558.0,1
AL,1019.0,2000,0.0,0.0,1
AL,1019.0,2009,12354.83,13356.0,2
AL,1019.0,2011,0.0,0.0,1
AL,1019.0,2013,11279.19,13278.0,1
AL,1019.0,2015,110968.95,114557.0,2
AL,1019.0,2019,91538.94,106513.0,11
AL,1019.0,2020,2433.63,3683.0,1
AL,1019.0,2021,1383.85,2383.0,1
AL,1019.0,2022,60000.0,72347.0,1
AL,1021.0,1978,1199.25,1810.0,1
AL,1021.0,1979,7459.5,11500.0,1
AL,1021.0,1982,0.0,0.0,1
AL,1021.0,1990,31222.12,33758.0,4
AL,1021.0,2011,2344.4,3345.0,1
AL,1021.0,2017,0.0,0.0,1
AL,1023.0,1978,0.0,0.0,2
AL,1023.0,1979,54249.44,73626.0,8
AL,1023.0,1980,26771.88,46688.0,8
AL,1023.0,1983,10997.54,14174.0,4
AL,1023.0,1987,3841.19,4342.0,1
AL,1023.0,1991,7268.95,7769.0,1
AL,1023.0,1992,0.0,0.0,1
AL,1023.0,1997,109503.54000000001,128034.0,6
AL,1023.0,1998,28849.77,32657.0,5
AL,1023.0,2001,0.0,0.0,1
AL,1023.0,2005,1841.88,2841.0,3
AL,1023.0,2009,28581.33,29582.0,1
AL,1023.0,2010,0.0,0.0,2
AL,1023.0,2013,19870.96,21871.0,1
AL,1023.0,2015,151789.62,196070.0,4
AL,1023.0,2018,80443.45000000001,76879.0,2
AL,1023.0,2019,0.0,0.0,1
AL,1023.0,2020,36280.11,35692.0,1
AL,1023.0,2023,2519.33,4519.0,1
AL,1025.0,1979,121199.2,260577.0,7
AL,1025.0,1980,33242.380000000005,43248.0,4
AL,1025.0,1981,21260.120000000003,24984.0,1
AL,1025.0,1983,0.0,0.0,1
AL,1025.0,1995,10502.2,12897.0,1
AL,1025.0,1997,0.0,0.0,1
AL,1025.0,1998,23521.82,26023.0,3
AL,1025.0,2004,35106.9,36106.0,2
AL,1025.0,2005,62911.43,63912.0,1
AL,1025.0,2018,586840.96,586115.0,10
AL,1027.0,1985,0.0,0.0,1
AL,1031.0,1978,3028.0,3228.0,1
AL,1031.0,1979,2651.0699999999997,3445.0,2
AL,1031.0,1982,1383.0,1783.0,2
AL,1031.0,1983,1446.8700000000001,3431.0,2
AL,1031.0,1984,0.0,0.0,1
AL,1031.0,1985,6179.74,7803.0,3
AL,1031.0,1989,0.0,0.0,1
AL,1031.0,1990,1471561.3,2187541.0,56
AL,1031.0,1992,0.0,0.0,1
AL,1031.0,1993,2116.44,3680.0,2
AL,1031.0,1994,570392.53,813454.0,76
AL,1031.0,1995,10349.630000000001,17591.0,8
AL,1031.0,1996,0.0,0.0,1
AL,1031.0,1998,13230238.04,15002929.0,334
AL,1031.0,2003,8554.94,11556.0,3
AL,1031.0,2005,3179.62,4236.0,2
AL,1031.0,2007,0.0,0.0,1
AL,1031.0,2008,3038.01,3538.0,1
AL,1031.0,2009,198223.44,210231.0,10
AL,1031.0,2012,142512.38999999998,154530.0,11
AL,1031.0,2013,0.0,232.0,3
AL,1031.0,2014,54502.02,59464.0,8
AL,1031.0,2015,1925994.57,2120145.0,55
AL,1031.0,2016,0.0,783.0,1
AL,1031.0,2018,182.73,1433.0,1
AL,1031.0,2020,34047.270000000004,37560.0,2
AL,1031.0,2024,9205.76,11068.0,1
AL,1033.0,1978,4496.76,5254.0,2
AL,1033.0,1979,5506.16,6478.0,4
AL,1033.0,1980,4148.4400000000005,5682.0,4
AL,1033.0,1983,44889.479999999996,70195.0,13
AL,1033.0,1984,7109.94,8111.0,2
AL,1033.0,1990,9183.6,10783.0,2
AL,1033.0,1991,183925.62,207127.0,20
AL,1033.0,1992,146794.51,163319.0,16
AL,1033.0,1994,12567.3,14066.0,1
AL,1033.0,1995,13109.82,14609.0,1
AL,1033.0,1996,7089.69,8595.0,1
AL,1033.0,1997,40999.89,44749.0,4
AL,1033.0,1998,58512.9,62512.0,4
AL,1033.0,1999,86282.1,97911.0,4
AL,1033.0,2000,68213.51999999999,72212.0,2
AL,1033.0,2001,1455.91,1956.0,2
AL,1033.0,2002,54399.909999999996,64882.0,4
AL,1033.0,2003,10759.27,12259.0,2
AL,1033.0,2004,98439.78,126058.0,5
AL,1033.0,2008,18488.83,22491.0,3
AL,1033.0,2009,8084.220000000001,12086.0,2
AL,1033.0,2011,71733.78,81516.0,3
AL,1033.0,2012,3243.5,4243.0,1
AL,1033.0,2014,53976.13,55511.0,2
AL,1033.0,2015,65644.5,73889.0,2
AL,1033.0,2016,2110.98,4111.0,2
AL,1033.0,2018,11472.830000000002,14537.0,2
AL,1033.0,2019,592150.5700000001,704062.0,18
AL,1033.0,2020,74801.63,83549.0,5
AL,1033.0,2021,39723.09,45790.0,3
AL,1033.0,2023,86345.2,88103.0,3
AL,1033.0,2024,1165.24,0.0,2
AL,1035.0,1979,62489.5,165650.0,2
AL,1035.0,2009,0.0,0.0,1
AL,1037.0,1990,0.0,0.0,1
AL,1037.0,1996,27870.48,29374.0,1
AL,1037.0,2003,20565.03,21566.0,1
AL,1037.0,2009,0.0,0.0,1
AL,1037.0,2010,32801.38,33803.0,2
AL,1037.0,2011,32664.34,34725.0,1
AL,1037.0,2015,72162.38,77165.0,2
AL,1037.0,2020,0.0,0.0,1
AL,1039.0,1994,759.9,3019.0,1
AL,1039.0,1998,345756.76,506727.0,27
AL,1039.0,1999,9420.39,9920.0,1
AL,1039.0,2001,7158.12,10500.0,2
AL,1039.0,2013,0.0,0.0,1
AL,1039.0,2015,33467.91,34468.0,3
AL,1039.0,2020,0.0,0.0,2
AL,1041.0,1995,0.0,750.0,1
AL,1041.0,1998,0.0,0.0,1
AL,1043.0,1979,132788.46,167283.0,3
AL,1043.0,1990,5682.49,6681.0,1
AL,1043.0,1996,147.45,647.0,1
AL,1043.0,2002,0.0,0.0,1
AL,1043.0,2004,11440.82,55364.0,2
AL,1043.0,2009,16149.62,21151.0,3
AL,1043.0,2011,0.0,4757.0,2
AL,1043.0,2015,216987.88,227571.0,8
AL,1043.0,2020,46306.2,47556.0,1
AL,1043.0,2021,134092.63,152125.0,7
AL,1043.0,2023,0.0,0.0,1
AL,1045.0,1979,11810.42,12412.0,2
AL,1045.0,1981,75.0,275.0,1
AL,1045.0,1984,0.0,0.0,1
AL,1045.0,1988,10788.37,11288.0,1
AL,1045.0,1990,126958.47,132458.0,5
AL,1045.0,1993,56603.09,60685.0,3
AL,1045.0,1994,2245819.61,2715513.0,68
AL,1045.0,1995,0.0,555.0,1
AL,1045.0,1998,813670.18,873183.0,37
AL,1045.0,2005,43519.55,44521.0,2
AL,1045.0,2009,255330.27,231311.0,11
AL,1045.0,2010,1098.16,1598.0,1
AL,1045.0,2012,2035.37,4387.0,1
AL,1045.0,2013,2487.2,3488.0,3
AL,1045.0,2015,90824.86,93401.0,5
AL,1045.0,2019,0.0,0.0,1
AL,1045.0,2023,0.0,0.0,1
AL,1047.0,1979,153178.63,205479.0,32
AL,1047.0,1980,780.1,1114.0,1
AL,1047.0,1983,740.4,1241.0,3
AL,1047.0,1985,0.0,0.0,1
AL,1047.0,1990,1083923.25,1421306.0,99
AL,1047.0,1992,0.0,0.0,1
AL,1047.0,1993,0.0,0.0,2
AL,1047.0,1995,14524.6,17526.0,2
AL,1047.0,1998,31066.25,35048.0,3
AL,1047.0,1999,17174.98,18174.0,2
AL,1047.0,2001,36757.68,41156.0,6
AL,1047.0,2003,0.0,0.0,2
AL,1047.0,2004,52728.42,56716.0,2
AL,1047.0,2005,33099.79,36101.0,2
AL,1047.0,2009,15163.42,15752.0,5
AL,1047.0,2010,0.0,646.0,2
AL,1047.0,2012,106912.87999999999,114913.0,7
AL,1047.0,2013,98425.45999999999,105813.0,7
AL,1047.0,2015,155394.89,157396.0,1
AL,1047.0,2016,2972.33,5784.0,4
AL,1047.0,2018,0.0,0.0,1
AL,1047.0,2020,27410.230000000003,30909.0,3
AL,1047.0,2021,63679.979999999996,67679.0,3
AL,1047.0,2023,4746.76,6247.0,2
AL,1047.0,2024,32143.73,36643.0,2
AL,1049.0,1988,660.0,1160.0,1
AL,1049.0,1992,60704.600000000006,79847.0,2
AL,1049.0,1995,113862.52,142721.0,13
AL,1049.0,1997,2254.0,3756.0,1
AL,1049.0,1999,4160.96,6162.0,1
AL,1049.0,2002,0.0,0.0,1
AL,1049.0,2003,128087.26,133973.0,2
AL,1049.0,2007,130000.0,131000.0,2
AL,1049.0,2009,0.0,0.0,2
AL,1049.0,2011,0.0,0.0,1
AL,1049.0,2014,192358.81,237214.0,5
AL,1049.0,2015,10461.72,15462.0,1
AL,1049.0,2020,391931.54,377793.0,7
AL,1049.0,2021,3722.84,4723.0,1
AL,1051.0,1978,696.72,897.0,1
AL,1051.0,1979,39263.979999999996,66296.0,3
AL,1051.0,1980,162.25,363.0,1
AL,1051.0,1985,0.0,0.0,1
AL,1051.0,1990,246157.46000000002,259310.0,7
AL,1051.0,1994,0.0,0.0,1
AL,1051.0,1995,28428.63,29927.0,2
AL,1051.0,1996,19394.85,20144.0,1
AL,1051.0,1997,49725.92,52088.0,2
AL,1051.0,2000,7959.98,8959.0,1
AL,1051.0,2001,2717.22,3218.0,1
AL,1051.0,2004,0.0,0.0,1
AL,1051.0,2005,36973.99,37975.0,2
AL,1051.0,2006,20116.64,18570.0,1
AL,1051.0,2008,0.0,0.0,1
AL,1051.0,2009,135728.16,147141.0,15
AL,1051.0,2010,0.0,0.0,1
AL,1051.0,2011,0.0,0.0,1
AL,1051.0,2012,14813.67,22795.0,3
AL,1051.0,2013,0.0,0.0,1
AL,1051.0,2015,55130.11,60816.0,7
AL,1051.0,2016,120118.28,124365.0,3
AL,1051.0,2017,16582.43,17832.0,1
AL,1051.0,2018,0.0,0.0,1
AL,1051.0,2020,0.0,0.0,1
AL,1051.0,2021,10811.78,12811.0,2
AL,1051.0,2023,203695.65,206196.0,1
AL,1051.0,2024,83298.45999999999,89446.0,2
AL,1053.0,1978,12267.98,16224.0,10
AL,1053.0,1979,152777.2,299359.0,11
AL,1053.0,1980,4507.1,5314.0,3
AL,1053.0,1981,33845.06,39639.0,3
AL,1053.0,1983,2307.48,3204.0,2
AL,1053.0,1985,8799.2,11977.0,4
AL,1053.0,1986,5703.26,79367.0,2
AL,1053.0,1987,450.52,951.0,1
AL,1053.0,1989,2463.27,2964.0,3
AL,1053.0,1990,790304.7799999999,1267170.0,30
AL,1053.0,1993,1532.2,2035.0,1
AL,1053.0,1994,3484.75,4486.0,1
AL,1053.0,1995,182340.22,237427.0,20
AL,1053.0,1996,3150.57,4401.0,2
AL,1053.0,1997,0.0,10067.0,2
AL,1053.0,1998,6136190.4,6845758.0,126
AL,1053.0,2001,0.0,17091.0,1
AL,1053.0,2003,10131.17,11130.0,2
AL,1053.0,2004,322362.9,346180.0,21
AL,1053.0,2008,38554.869999999995,43320.0,5
AL,1053.0,2009,3190638.29,3435936.0,78
AL,1053.0,2010,2004.69,3885.0,2
AL,1053.0,2013,27562.23,32564.0,3
AL,1053.0,2014,0.0,2173.0,1
AL,1053.0,2016,16762.62,17762.0,1
AL,1053.0,2017,1578.37,2828.0,2
AL,1053.0,2020,1803299.54,2188266.0,39
AL,1053.0,2021,843199.4500000001,869107.0,4
AL,1055.0,1979,111627.40000000001,156050.0,15
AL,1055.0,1980,18013.28,24577.0,8
AL,1055.0,1982,16711.5,28950.0,4
AL,1055.0,1983,9798.66,13300.0,5
AL,1055.0,1984,8104.2300000000005,89301.0,2
AL,1055.0,1985,8908.0,9908.0,6
AL,1055.0,1989,5036.45,11170.0,1
AL,1055.0,1990,37257.93,93134.0,10
AL,1055.0,1991,0.0,0.0,1
AL,1055.0,1995,695.0,1196.0,1
AL,1055.0,1996,7729.41,10731.0,3
AL,1055.0,1997,58003.23,65122.0,7
AL,1055.0,1999,24782.920000000002,26785.0,3
AL,1055.0,2000,12663.39,14163.0,2
AL,1055.0,2001,3003.0,3603.0,1
AL,1055.0,2002,0.0,0.0,2
AL,1055.0,2003,3136.89,3637.0,2
AL,1055.0,2004,230818.83000000002,243794.0,19
AL,1055.0,2005,47111.08,48110.0,1
AL,1055.0,2009,7143.78,9146.0,2
AL,1055.0,2010,1298.02,6299.0,1
AL,1055.0,2011,923.64,1924.0,3
AL,1055.0,2012,12643.75,12189.0,1
AL,1055.0,2013,7132.5,11690.0,3
AL,1055.0,2014,0.0,0.0,1
AL,1055.0,2015,28624.240000000005,30698.0,7
AL,1055.0,2016,0.0,0.0,1
AL,1055.0,2017,3753.07,4922.0,1
AL,1055.0,2018,2571.8,5253.0,1
AL,1055.0,2019,6590.75,15233.0,2
AL,1055.0,2020,75000.0,85260.0,4
