state,countyCode,Year,totalClaimsPaid,totalActualLoss,numberOfClaims
MN,27093.0,2010,4235.02,5234.0,1
MN,27093.0,2018,12949.36,14200.0,1
MN,27095.0,1979,1331.8,1897.0,3
MN,27095.0,1984,14200.26,15701.0,3
MN,27095.0,1985,6122.5,7623.0,2
MN,27095.0,1995,0.0,868.0,1
MN,27095.0,2001,12378.77,15752.0,6
MN,27095.0,2003,4027.34,5029.0,1
MN,27095.0,2010,2535.69,3480.0,1
MN,27095.0,2011,11720.22,13719.0,1
MN,27095.0,2013,4452.79,5452.0,1
MN,27095.0,2014,36267.92,46518.0,3
MN,27095.0,2016,11775.45,16775.0,1
MN,27095.0,2019,14117.56,0.0,1
MN,27097.0,1982,5402.3,6089.0,3
MN,27097.0,1990,42400.0,44400.0,1
MN,27097.0,2001,21700.75,25080.0,6
MN,27097.0,2002,647.22,1148.0,1
MN,27097.0,2003,3476.5600000000004,4476.0,2
MN,27097.0,2009,0.0,0.0,1
MN,27097.0,2011,965.24,1965.0,1
MN,27097.0,2014,14111.619999999999,15517.0,2
MN,27097.0,2017,5249.25,6499.0,1
MN,27097.0,2018,51714.34999999999,56526.0,5
MN,27097.0,2019,98837.26,72775.0,9
MN,27097.0,2020,216677.98,207813.0,12
MN,27097.0,2021,26964.45,28214.0,2
MN,27097.0,2022,124569.77,65024.0,2
MN,27097.0,2023,0.0,0.0,1
MN,27097.0,2024,647.55,1897.0,1
MN,27099.0,1978,1150918.96,1542682.0,168
MN,27099.0,1981,0.0,0.0,1
MN,27099.0,1982,20060.65,24012.0,8
MN,27099.0,1983,320931.99,476053.0,86
MN,27099.0,1984,872.0,1372.0,3
MN,27099.0,1986,271.5,773.0,1
MN,27099.0,1990,14681.52,21570.0,16
MN,27099.0,1991,1072.57,1572.0,1
MN,27099.0,1993,758941.88,908457.0,130
MN,27099.0,1998,8423.6,9424.0,1
MN,27099.0,1999,118869.63,140345.0,10
MN,27099.0,2000,1873420.06,2035560.0,122
MN,27099.0,2001,7406.41,9409.0,3
MN,27099.0,2004,5474729.510000001,6594667.0,99
MN,27099.0,2008,753331.21,835169.0,42
MN,27099.0,2010,126096.42,166324.0,18
MN,27099.0,2011,8981.15,10659.0,1
MN,27099.0,2013,77863.99,84420.0,5
MN,27099.0,2016,61897.52,75646.0,5
MN,27099.0,2018,17755.33,18755.0,1
MN,27099.0,2019,1922.22,0.0,1
MN,27099.0,2021,5609.74,6860.0,1
MN,27099.0,2024,224207.47,229613.0,6
MN,27101.0,1997,750.0,1505.0,2
MN,27101.0,2004,3106.57,3606.0,2
MN,27101.0,2010,7434.139999999999,14435.0,2
MN,27101.0,2018,136882.03,159247.0,8
MN,27101.0,2019,17542.56,27543.0,1
MN,27103.0,1979,0.0,0.0,1
MN,27103.0,1981,0.0,0.0,1
MN,27103.0,1983,0.0,0.0,1
MN,27103.0,1984,2127.83,2628.0,4
MN,27103.0,1986,404.46,905.0,1
MN,27103.0,1993,12473.23,22911.0,5
MN,27103.0,1996,0.0,0.0,1
MN,27103.0,1997,78151.45000000001,374673.0,8
MN,27103.0,1998,5124.76,5624.0,1
MN,27103.0,2001,15459.09,18461.0,6
MN,27103.0,2004,56559.94,60749.0,5
MN,27103.0,2007,8799.3,9799.0,1
MN,27103.0,2010,204595.03,214839.0,7
MN,27103.0,2011,25305.22,30305.0,4
MN,27103.0,2012,0.0,0.0,1
MN,27103.0,2014,2483.54,3684.0,2
MN,27103.0,2016,0.0,0.0,1
MN,27103.0,2019,43507.86,46535.0,7
MN,27103.0,2024,97987.31,118902.0,2
MN,27105.0,1978,880.5799999999999,1596.0,3
MN,27105.0,1979,2056.15,3317.0,4
MN,27105.0,1983,222.64,666.0,1
MN,27105.0,1993,25061.78,35027.0,15
MN,27105.0,1994,1699.6,2200.0,1
MN,27105.0,2001,14286.67,18287.0,7
MN,27105.0,2005,31159.41,38160.0,6
MN,27105.0,2006,7119.110000000001,10547.0,3
MN,27105.0,2007,0.0,0.0,1
MN,27105.0,2008,0.0,0.0,1
MN,27105.0,2010,45985.55,76271.0,18
MN,27105.0,2011,30049.91,42642.0,7
MN,27105.0,2014,4380.18,5380.0,2
MN,27105.0,2018,15300.27,37451.0,8
MN,27105.0,2024,31226.48,44242.0,6
MN,27107.0,1978,79584.38,112533.0,20
MN,27107.0,1979,151451.82,169989.0,36
MN,27107.0,1982,0.0,0.0,1
MN,27107.0,1983,0.0,0.0,1
MN,27107.0,1986,0.0,0.0,1
MN,27107.0,1989,7425.55,10524.0,5
MN,27107.0,1996,5434.88,8751.0,3
MN,27107.0,1997,1605827.52,1992677.0,108
MN,27107.0,2000,4029.72,5029.0,3
MN,27107.0,2001,18421.92,21387.0,6
MN,27107.0,2002,120803.91,103758.0,8
MN,27107.0,2006,121580.58,126581.0,7
MN,27107.0,2008,0.0,0.0,1
MN,27107.0,2009,187633.00000000003,209440.0,20
MN,27107.0,2010,23122.91,27321.0,5
MN,27107.0,2011,124130.88,149550.0,18
MN,27107.0,2013,582.0,0.0,1
MN,27107.0,2020,803.18,1803.0,2
MN,27107.0,2023,0.0,0.0,1
MN,27109.0,1978,3959075.3,4755269.0,462
MN,27109.0,1979,14051.57,19767.0,7
MN,27109.0,1980,778.5,979.0,7
MN,27109.0,1981,3638.1800000000003,4820.0,9
MN,27109.0,1982,672.24,1073.0,2
MN,27109.0,1983,132.5,183.0,4
MN,27109.0,1986,94928.95,140344.0,160
MN,27109.0,1990,0.0,0.0,1
MN,27109.0,1991,0.0,0.0,2
MN,27109.0,1992,0.0,0.0,1
MN,27109.0,1993,400.0,1150.0,3
MN,27109.0,1995,0.0,0.0,1
MN,27109.0,1997,25000.0,34197.0,1
MN,27109.0,2001,0.0,4845.0,1
MN,27109.0,2004,76865.47,63754.0,6
MN,27109.0,2007,58446.37,68974.0,8
MN,27109.0,2010,343117.91,374106.0,17
MN,27109.0,2011,5556.09,6556.0,2
MN,27109.0,2013,3835.09,5777.0,3
MN,27109.0,2014,0.0,517.0,3
MN,27109.0,2016,7181.65,8381.0,3
MN,27109.0,2018,3884.06,5399.0,1
MN,27109.0,2019,655283.2300000001,651072.0,13
MN,27109.0,2024,52437.29,58602.0,1
MN,27111.0,1978,1356.23,1557.0,1
MN,27111.0,1979,146.0,346.0,1
MN,27111.0,1985,0.0,0.0,1
MN,27111.0,1997,4291.6900000000005,5443.0,3
MN,27111.0,1998,40599.18,42190.0,3
MN,27111.0,1999,134422.2,168940.0,7
MN,27111.0,2001,25775.379999999997,30167.0,12
MN,27111.0,2002,19051.47,18552.0,2
MN,27111.0,2005,0.0,0.0,1
MN,27111.0,2006,254615.95,261910.0,4
MN,27111.0,2007,20930.53,23250.0,5
MN,27111.0,2009,5670.27,3124.0,1
MN,27111.0,2010,7991.549999999999,8992.0,3
MN,27111.0,2011,812004.37,865238.0,46
MN,27111.0,2012,0.0,0.0,4
MN,27111.0,2013,40000.0,45915.0,2
MN,27111.0,2014,21411.52,19621.0,6
MN,27111.0,2015,3132.33,4841.0,3
MN,27111.0,2016,2259.63,3510.0,1
MN,27111.0,2020,2760.06,4621.0,3
MN,27113.0,1978,1666.84,1867.0,1
MN,27113.0,1979,2210.18,2411.0,1
MN,27113.0,1996,4489.83,6818.0,4
MN,27113.0,1997,32741.3,37852.0,11
MN,27113.0,1999,1169.16,1750.0,2
MN,27113.0,2006,6902.58,6956.0,1
MN,27113.0,2009,1000.0,6000.0,1
MN,27113.0,2010,4028.28,4528.0,1
MN,27113.0,2011,1000.0,0.0,1
MN,27113.0,2019,2567.47,3765.0,2
MN,27115.0,1986,0.0,0.0,1
MN,27115.0,1997,25521.199999999997,28271.0,3
MN,27115.0,2001,10934.25,15884.0,8
MN,27115.0,2005,2528.69,3529.0,1
MN,27115.0,2009,0.0,0.0,1
MN,27115.0,2010,5764.46,12660.0,4
MN,27115.0,2011,4070.56,5070.0,1
MN,27115.0,2012,432079.76,391707.0,5
MN,27115.0,2014,18874.78,27176.0,4
MN,27115.0,2016,653443.5700000001,677121.0,22
MN,27115.0,2019,0.0,0.0,1
MN,27115.0,2023,202936.5,213433.0,9
MN,27117.0,1993,84434.23000000001,95387.0,2
MN,27117.0,2010,136880.4,180769.0,10
MN,27117.0,2012,0.0,0.0,1
MN,27117.0,2018,3322.41,13322.0,1
MN,27117.0,2019,132757.22999999998,156556.0,3
MN,27119.0,1978,96071.67,106305.0,36
MN,27119.0,1979,719502.58,806459.0,159
MN,27119.0,1980,0.0,0.0,1
MN,27119.0,1981,0.0,0.0,1
MN,27119.0,1982,0.0,0.0,2
MN,27119.0,1983,0.0,0.0,6
MN,27119.0,1986,2421.14,3000.0,2
MN,27119.0,1989,21341.5,27220.0,19
MN,27119.0,1993,0.0,0.0,3
MN,27119.0,1994,0.0,0.0,3
MN,27119.0,1996,35332.25,47021.0,16
MN,27119.0,1997,33939512.83,40318373.0,1019
MN,27119.0,1998,365673.77,441653.0,17
MN,27119.0,1999,557022.76,580013.0,60
MN,27119.0,2000,3966.24,4465.0,2
MN,27119.0,2001,31557.760000000002,37471.0,19
MN,27119.0,2002,8395.67,9022.0,4
MN,27119.0,2004,3585.89,5586.0,1
MN,27119.0,2006,2027.51,2528.0,3
MN,27119.0,2007,0.0,216.0,1
MN,27119.0,2009,86810.6,96938.0,29
MN,27119.0,2010,33563.6,40303.0,8
MN,27119.0,2011,147269.22,161620.0,13
MN,27119.0,2015,0.0,0.0,1
MN,27119.0,2016,4745.91,10414.0,2
MN,27119.0,2019,170154.8,118146.0,18
MN,27119.0,2020,16405.89,24406.0,6
MN,27119.0,2022,32635.93,30266.0,3
MN,27119.0,2023,0.0,0.0,1
MN,27121.0,1996,10491.84,10991.0,1
MN,27121.0,2001,5403.24,5903.0,1
MN,27121.0,2003,4355.89,4856.0,1
MN,27121.0,2011,0.0,0.0,2
MN,27121.0,2013,17847.44,21846.0,2
MN,27123.0,1978,27552.24,39444.0,11
MN,27123.0,1979,24996.730000000003,46584.0,13
MN,27123.0,1980,0.0,0.0,1
MN,27123.0,1981,3923.67,4918.0,3
MN,27123.0,1982,0.0,0.0,2
MN,27123.0,1983,7951.12,8853.0,3
MN,27123.0,1984,202437.61,260221.0,5
MN,27123.0,1987,3576.49,4077.0,3
MN,27123.0,1988,0.0,0.0,1
MN,27123.0,1992,74.75,575.0,1
MN,27123.0,1993,6632.33,11134.0,4
MN,27123.0,1997,309567.13,335217.0,8
MN,27123.0,2000,8799.3,10798.0,3
MN,27123.0,2001,434025.84,458068.0,22
MN,27123.0,2002,0.0,0.0,2
MN,27123.0,2003,1440.68,2441.0,2
MN,27123.0,2005,1244.31,35488.0,1
MN,27123.0,2007,145200.0,341248.0,2
MN,27123.0,2010,0.0,0.0,1
MN,27123.0,2011,104828.35999999999,133361.0,18
MN,27123.0,2012,0.0,0.0,2
MN,27123.0,2013,6256.88,8668.0,5
MN,27123.0,2014,43780.21000000001,58152.0,14
MN,27123.0,2015,0.0,0.0,3
MN,27123.0,2016,0.0,599.0,3
MN,27123.0,2017,1461.0,2668.0,2
MN,27123.0,2019,15377.93,17378.0,4
MN,27123.0,2020,0.0,0.0,1
MN,27123.0,2022,0.0,0.0,1
MN,27123.0,2023,0.0,0.0,1
MN,27125.0,1983,2755.2,3756.0,1
MN,27125.0,1997,5486.179999999999,7579.0,1
MN,27127.0,1997,103998.59999999999,100510.0,2
MN,27127.0,2010,39453.53,36568.0,1
MN,27129.0,1997,58358.42,85626.0,2
MN,27129.0,2011,1000.0,0.0,1
MN,27129.0,2019,4217.95,5219.0,2
MN,27129.0,2022,6113.92,0.0,1
MN,27131.0,1990,0.0,0.0,1
MN,27131.0,1992,1855.95,3489.0,1
MN,27131.0,1993,21685.82,25198.0,4
MN,27131.0,1997,4514.87,5724.0,2
MN,27131.0,1998,88281.12,97023.0,5
MN,27131.0,2001,10447.05,11447.0,2
MN,27131.0,2010,2327756.2800000003,3074541.0,10
MN,27131.0,2011,25272.89,27523.0,6
MN,27131.0,2012,109617.33,139308.0,5
MN,27131.0,2013,28483.25,32436.0,3
MN,27131.0,2014,93880.56,107820.0,11
MN,27131.0,2016,256416.0,271353.0,8
MN,27131.0,2019,59121.43,63949.0,6
MN,27131.0,2024,329575.61,317863.0,14
MN,27133.0,1980,0.0,0.0,1
MN,27133.0,1984,2383.62,3690.0,3
MN,27133.0,1993,2817.5299999999997,4319.0,2
MN,27133.0,1994,11915.220000000001,939267.0,5
MN,27133.0,2001,30713.489999999998,34714.0,4
MN,27133.0,2010,2700.6,3701.0,1
MN,27133.0,2014,92490.69999999998,104422.0,9
MN,27133.0,2018,8076.74,10574.0,2
MN,27133.0,2019,0.0,1957.0,1
MN,27133.0,2022,11013.06,12872.0,1
MN,27135.0,1979,1021.17,1222.0,1
MN,27135.0,1996,340.0,5340.0,3
MN,27135.0,1997,97513.87000000001,100931.0,6
MN,27135.0,2002,3296599.35,4358301.0,266
MN,27135.0,2004,0.0,0.0,1
MN,27135.0,2006,4860.05,5861.0,2
MN,27137.0,1978,3185.05,5022.0,7
MN,27137.0,1979,51638.79,74645.0,32
MN,27137.0,1980,658.0,858.0,5
MN,27137.0,1982,35195.920000000006,38742.0,7
MN,27137.0,1985,0.0,0.0,1
MN,27137.0,1986,273.40999999999997,14355.0,7
MN,27137.0,1988,0.0,0.0,1
MN,27137.0,1989,4075.93,5305.0,3
MN,27137.0,1990,16217.96,16800.0,3
MN,27137.0,1991,0.0,630.0,4
MN,27137.0,1993,24561.4,26000.0,2
MN,27137.0,1994,0.0,0.0,1
MN,27137.0,1995,0.0,0.0,1
MN,27137.0,1996,1678.68,3679.0,2
MN,27137.0,1997,19314.18,23739.0,7
MN,27137.0,1999,45059.869999999995,57356.0,7
MN,27137.0,2001,3223.46,5831.0,6
MN,27137.0,2002,11978.06,13580.0,2
MN,27137.0,2007,3515.35,5266.0,3
MN,27137.0,2008,0.0,0.0,1
MN,27137.0,2009,27586.09,30406.0,3
MN,27137.0,2010,5204.57,9204.0,3
MN,27137.0,2012,1028398.51,1146482.0,57
MN,27137.0,2013,0.0,0.0,1
MN,27137.0,2014,1250.45,2859.0,2
MN,27137.0,2018,12306.77,15233.0,2
MN,27137.0,2019,55504.810000000005,50907.0,3
MN,27137.0,2020,0.0,0.0,1
MN,27137.0,2022,43759.740000000005,51909.0,3
MN,27137.0,2024,392665.59,419814.0,6
MN,27139.0,1979,1473.2,1674.0,2
MN,27139.0,1980,8200.0,8893.0,1
MN,27139.0,1983,198653.4,224869.0,25
MN,27139.0,1984,30575.66,37983.0,3
MN,27139.0,1985,466.39,967.0,3
MN,27139.0,1987,1569.47,2571.0,2
MN,27139.0,1993,16500.87,100353.0,9
MN,27139.0,1997,135379.27000000002,165859.0,7
MN,27139.0,1998,20965.18,25697.0,9
MN,27139.0,1999,750.0,4750.0,5
MN,27139.0,2001,160473.76,171473.0,6
MN,27139.0,2010,156139.92,171361.0,3
MN,27139.0,2011,32294.199999999997,41952.0,10
MN,27139.0,2013,0.0,1189.0,1
MN,27139.0,2014,362040.17999999993,324888.0,26
MN,27139.0,2015,0.0,0.0,1
MN,27139.0,2019,7408.74,10756.0,3
MN,27139.0,2024,0.0,0.0,1
MN,27141.0,1978,1380.37,1581.0,2
MN,27141.0,1983,0.0,0.0,1
MN,27141.0,1984,1512.5,2013.0,2
MN,27141.0,1985,405.72,966.0,1
MN,27141.0,1986,18392.94,21340.0,4
MN,27141.0,1997,34708.66,43644.0,9
MN,27141.0,1999,75047.6,76371.0,1
MN,27141.0,2001,33116.67,37900.0,14
MN,27141.0,2002,21670.28,22671.0,2
MN,27141.0,2005,0.0,0.0,1
MN,27141.0,2009,6961.43,7961.0,1
MN,27141.0,2011,4097.32,5097.0,2
MN,27141.0,2012,2541.15,3541.0,1
MN,27141.0,2016,2692.95,4693.0,1
MN,27141.0,2019,12796.86,7804.0,2
MN,27141.0,2022,222920.19,189687.0,10
MN,27141.0,2023,40072.729999999996,50666.0,5
MN,27143.0,1979,0.0,0.0,1
MN,27143.0,2001,5765.16,7765.0,2
MN,27143.0,2011,0.0,0.0,1
MN,27143.0,2013,3482.95,5482.0,1
MN,27143.0,2014,39526.68,37779.0,3
MN,27143.0,2019,16280.97,15974.0,3
MN,27143.0,2024,1159.15,2159.0,1
MN,27145.0,1979,426.84,663.0,1
MN,27145.0,1982,0.0,0.0,1
MN,27145.0,1983,8947.58,17312.0,5
MN,27145.0,1984,88194.68,94046.0,9
MN,27145.0,1986,43277.49,45781.0,3
MN,27145.0,1993,2021.94,2771.0,2
MN,27145.0,1994,0.0,0.0,1
MN,27145.0,1995,0.0,0.0,1
MN,27145.0,1997,133824.82,153046.0,24
MN,27145.0,2001,203017.13999999998,232691.0,13
MN,27145.0,2002,3095.71,4095.0,1
MN,27145.0,2005,1200.82,1701.0,1
MN,27145.0,2007,0.0,0.0,1
MN,27145.0,2009,237522.19000000003,260506.0,8
MN,27145.0,2011,42610.14,49897.0,9
MN,27145.0,2013,417.12,1417.0,1
MN,27145.0,2014,35905.020000000004,39942.0,6
MN,27145.0,2015,4037.81,5801.0,1
MN,27145.0,2018,5906.46,6906.0,1
MN,27145.0,2019,80232.71,88929.0,4
MN,27145.0,2022,160683.19999999998,169255.0,13
MN,27145.0,2023,30926.68,39006.0,5
MN,27147.0,1979,399.96,848.0,2
MN,27147.0,1981,0.0,0.0,1
MN,27147.0,1983,15494.93,16496.0,2
MN,27147.0,1991,3640.25,4500.0,1
MN,27147.0,1999,0.0,0.0,1
MN,27147.0,2000,4657.57,5658.0,1
MN,27147.0,2001,377.21,1074.0,2
MN,27147.0,2004,11994.18,13492.0,4
MN,27147.0,2007,202113.54,203615.0,2
MN,27147.0,2010,1245505.74,1473818.0,53
MN,27147.0,2014,121315.4,127315.0,3
MN,27147.0,2016,359961.81,404429.0,13
MN,27147.0,2019,5319.299999999999,10784.0,3
MN,27147.0,2024,75564.21,84564.0,2
MN,27149.0,1989,500.0,1600.0,1
MN,27149.0,1997,7426.0,8575.0,1
MN,27151.0,1997,105155.56,109707.0,7
MN,27151.0,2001,2892.22,3892.0,1
MN,27151.0,2002,29963.83,30965.0,1
MN,27151.0,2011,5986.02,6986.0,1
MN,27151.0,2019,0.0,0.0,1
MN,27151.0,2022,0.0,1524.0,1
MN,27153.0,1979,1428.48,1878.0,2
MN,27153.0,1997,3177.63,3927.0,2
MN,27153.0,2001,16242.43,32040.0,3
MN,27153.0,2009,60839.61,62121.0,2
MN,27153.0,2014,15112.63,16908.0,1
MN,27153.0,2019,4072.6,5011.0,1
MN,27153.0,2024,25762.190000000002,29590.0,2
MN,27155.0,1978,1767.07,5585.0,5
MN,27155.0,1979,1862.6,2464.0,3
MN,27155.0,1982,3000.0,3400.0,1
MN,27155.0,1984,421.07,927.0,1
MN,27155.0,1986,0.0,0.0,1
MN,27155.0,1989,0.0,0.0,1
MN,27155.0,1993,30005.8,40912.0,10
MN,27155.0,1994,37445.759999999995,46227.0,4
MN,27155.0,1995,13476.279999999999,16709.0,3
MN,27155.0,1997,298088.25,358299.0,45
MN,27155.0,1998,7112.97,7613.0,1
MN,27155.0,2001,208579.27,229865.0,27
MN,27155.0,2003,0.0,0.0,1
MN,27155.0,2004,462.93,963.0,1
MN,27155.0,2005,7259.99,10261.0,3
MN,27155.0,2007,234799.01,305960.0,22
MN,27155.0,2008,2462.06,3463.0,1
MN,27155.0,2009,5584.25,7585.0,2
MN,27155.0,2010,7480.07,9482.0,3
MN,27155.0,2011,72087.86,78250.0,6
MN,27155.0,2019,4151.08,5481.0,1
MN,27155.0,2023,136809.11,142810.0,4
MN,27157.0,1978,28939.31,48498.0,9
MN,27157.0,1979,676.78,877.0,1
MN,27157.0,1986,30489.63,34612.0,7
MN,27157.0,1993,11689.54,36677.0,9
MN,27157.0,1996,22250.01,23251.0,1
MN,27157.0,1997,136452.19,166501.0,27
MN,27157.0,1998,3440.06,6042.0,3
MN,27157.0,2001,273087.03,297330.0,29
MN,27157.0,2007,7135.87,11137.0,3
MN,27157.0,2010,2343923.98,2573698.0,36
MN,27157.0,2011,81842.72,88033.0,15
MN,27157.0,2012,6460.19,8461.0,1
MN,27157.0,2019,300054.53,130900.0,13
MN,27157.0,2023,136482.85,142068.0,6
MN,27157.0,2024,18828.39,22948.0,2
MN,27159.0,2009,23859.64,29362.0,3
MN,27159.0,2011,2034.65,3351.0,1
MN,27159.0,2012,0.0,0.0,1
MN,27159.0,2014,6569.5,8570.0,2
MN,27161.0,1993,0.0,0.0,1
MN,27161.0,1999,0.0,0.0,1
MN,27161.0,2010,12820.61,14820.0,1
MN,27161.0,2016,19359.72,23847.0,3
MN,27161.0,2024,57322.62,60322.0,1
MN,27163.0,1978,1605.7600000000002,2006.0,3
MN,27163.0,1979,116068.73,132935.0,18
MN,27163.0,1980,50065.9,55541.0,10
MN,27163.0,1981,101526.8,118311.0,11
MN,27163.0,1982,16068.83,36260.0,6
MN,27163.0,1983,6304.42,8313.0,3
MN,27163.0,1984,10753.39,17162.0,7
MN,27163.0,1985,65335.29,78861.0,12
MN,27163.0,1986,224485.29,275497.0,26
MN,27163.0,1987,128107.0,231668.0,6
MN,27163.0,1990,0.0,0.0,1
MN,27163.0,1992,0.0,0.0,3
MN,27163.0,1993,147932.44,203685.0,32
MN,27163.0,1994,0.0,0.0,1
MN,27163.0,1996,7187.87,26459.0,7
MN,27163.0,1997,956957.4400000001,1179261.0,101
MN,27163.0,1998,7575.53,9577.0,4
MN,27163.0,1999,0.0,830.0,1
MN,27163.0,2001,2343757.1999999997,2475944.0,142
MN,27163.0,2002,6184.65,7186.0,2
MN,27163.0,2003,1498.52,1999.0,1
MN,27163.0,2005,5068.7300000000005,6070.0,2
MN,27163.0,2009,0.0,0.0,1
MN,27163.0,2010,60078.520000000004,68081.0,7
MN,27163.0,2011,217886.07,252105.0,41
MN,27163.0,2012,48791.06,50719.0,2
MN,27163.0,2014,164757.15999999997,201656.0,29
MN,27163.0,2016,9177.23,11178.0,2
MN,27163.0,2018,0.0,572.0,1
MN,27163.0,2019,379765.75,404366.0,27
MN,27163.0,2020,81331.2,113989.0,7
MN,27163.0,2022,0.0,0.0,2
MN,27163.0,2023,219975.1,285402.0,13
MN,27163.0,2024,1000.0,0.0,1
MN,27163.0,2025,0.0,0.0,1
MN,27165.0,2010,158773.74,163655.0,4
MN,27165.0,2018,65065.73,66316.0,2
MN,27165.0,2023,28658.55,31158.0,3
MN,27165.0,2024,783171.6499999999,772504.0,7
MN,27167.0,1978,4701.9,5503.0,4
MN,27167.0,1979,5356.5599999999995,6414.0,4
MN,27167.0,1984,0.0,0.0,1
MN,27167.0,1985,0.0,0.0,2
MN,27167.0,1989,140849.27,168223.0,24
MN,27167.0,1993,467.21,968.0,1
MN,27167.0,1997,7180853.43,7985063.0,407
MN,27167.0,2001,27104.65,34472.0,30
MN,27167.0,2007,4271.11,4771.0,1
MN,27167.0,2008,6267.78,6768.0,1
MN,27167.0,2009,25435.839999999997,30114.0,11
MN,27167.0,2010,1000.0,2000.0,2
MN,27167.0,2011,976.94,572.0,5
MN,27167.0,2013,7725.05,10022.0,1
MN,27167.0,2020,0.0,0.0,1
MN,27169.0,1978,8091.15,9206.0,6
MN,27169.0,1979,0.0,0.0,1
MN,27169.0,1980,4772.51,5559.0,5
MN,27169.0,1982,0.0,0.0,2
MN,27169.0,1986,2274.13,4276.0,3
MN,27169.0,1991,91698.08,1345892.0,9
MN,27169.0,1992,0.0,0.0,1
MN,27169.0,1993,15366.32,16367.0,2
MN,27169.0,1997,17280.41,23997.0,4
MN,27169.0,1998,796.49,1547.0,1
MN,27169.0,2001,45776.53,52906.0,9
MN,27169.0,2007,3677056.46,3924175.0,66
MN,27169.0,2010,0.0,0.0,1
MN,27169.0,2011,21000.0,22990.0,2
MN,27169.0,2013,0.0,0.0,1
MN,27169.0,2019,1740.17,2740.0,1
MN,27169.0,2023,8537.46,13262.0,1
MN,27171.0,1978,17008.3,30485.0,1
MN,27171.0,1979,875.5,1276.0,3
MN,27171.0,1980,2046.62,2247.0,1
MN,27171.0,1983,331721.61,374438.0,15
MN,27171.0,1984,578032.87,651978.0,35
MN,27171.0,1985,459077.48,553064.0,37
MN,27171.0,1986,342225.72,527092.0,45
MN,27171.0,1987,2289.9,2791.0,3
MN,27171.0,1989,0.0,0.0,1
MN,27171.0,1991,6202.089999999999,8547.0,2
MN,27171.0,1993,1218.72,2490.0,3
MN,27171.0,1994,500.0,1250.0,1
MN,27171.0,1995,6975.5,8100.0,2
MN,27171.0,1996,591.45,1592.0,2
MN,27171.0,1997,18652.079999999998,22634.0,8
MN,27171.0,1998,30480.0,30980.0,1
MN,27171.0,2001,3069.81,9931.0,8
MN,27171.0,2002,57686.41,72130.0,13
MN,27171.0,2003,53445.18,54944.0,3
MN,27171.0,2004,0.0,0.0,1
MN,27171.0,2006,887.14,1388.0,1
MN,27171.0,2008,0.0,0.0,1
MN,27171.0,2010,0.0,1821.0,2
MN,27171.0,2011,80613.0,114402.0,25
MN,27171.0,2014,1000.0,0.0,1
MN,27171.0,2015,0.0,0.0,1
MN,27171.0,2019,2180.32,8865.0,2
MN,27171.0,2020,0.0,0.0,1
MN,27171.0,2021,0.0,0.0,1
MN,27171.0,2023,3199.98,4700.0,2
MN,27173.0,1987,1041.25,1780.0,1
MN,27173.0,1990,3278.0,5000.0,1
MN,27173.0,1993,0.0,0.0,1
MN,27173.0,1994,2179.41,4000.0,1
MN,27173.0,1997,1350183.78,1461946.0,62
MN,27173.0,2001,362002.24999999994,595399.0,38
MN,27173.0,2010,144155.26,171498.0,25
MN,27173.0,2011,12120.15,19910.0,8
MN,27173.0,2013,4338.42,5338.0,1
MN,27173.0,2014,2077.71,2986.0,3
MN,27173.0,2017,4826.42,6392.0,1
MN,27173.0,2018,0.0,0.0,1
MN,27173.0,2019,36004.95,30626.0,3
MN,46109.0,2010,8887.16,9887.0,1
MN,46109.0,2023,26592.52,27843.0,1
MO,29001.0,1981,13896.96,29171.0,2
MO,29001.0,1982,16132.48,23954.0,2
MO,29001.0,1993,11386.400000000001,13138.0,3
MO,29001.0,2009,0.0,0.0,1
MO,29001.0,2010,19450.55,19898.0,1
MO,29001.0,2011,49531.399999999994,57460.0,2
MO,29001.0,2015,0.0,0.0,1
MO,29001.0,2019,126701.07999999999,132464.0,2
MO,29001.0,2023,253626.39,281736.0,6
MO,29003.0,1986,276.0,776.0,1
MO,29003.0,1993,143291.07,190568.0,7
MO,29003.0,1996,4134.73,4635.0,1
MO,29003.0,1998,0.0,0.0,1
MO,29003.0,2001,0.0,0.0,1
MO,29003.0,2007,792693.95,869490.0,35
MO,29003.0,2008,210573.34000000003,249447.0,18
MO,29003.0,2010,156012.12,145320.0,18
MO,29003.0,2011,1385701.9,1483904.0,25
MO,29003.0,2013,9150.42,9591.0,1
MO,29003.0,2015,44900.78,46901.0,1
MO,29003.0,2018,19902.65,21903.0,1
MO,29003.0,2019,1087242.6300000001,1052468.0,31
MO,29003.0,2021,118955.42,125921.0,5
MO,29005.0,1982,822.8,1300.0,1
MO,29005.0,1987,5844.52,6846.0,2
MO,29005.0,1989,699.81,1200.0,1
MO,29005.0,1993,483075.3,591208.0,53
MO,29005.0,2007,56841.56,119209.0,4
MO,29005.0,2008,63265.39,122542.0,12
MO,29005.0,2010,38713.58,43215.0,2
MO,29005.0,2011,2047009.33,2265330.0,47
MO,29005.0,2013,0.0,0.0,1
MO,29005.0,2014,1047.08,2048.0,1
MO,29005.0,2015,1519.45,3019.0,1
MO,29005.0,2019,2265486.65,3784364.0,21
MO,29007.0,1978,14524.36,23008.0,10
MO,29007.0,1979,2147.0,2747.0,3
MO,29007.0,1980,2376.16,2777.0,2
MO,29007.0,1981,48614.81,59994.0,14
MO,29007.0,1982,19833.010000000002,21514.0,5
